"","X","PID","index","time_elapsed","block","stimulus_id","reward_type","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","register_reward_acc"
"2720",2720,"WUJ86",59,1109810,3,48,-1,0,0.69,-1,0.565,1
"2721",2721,"WUJ86",6,910003,1,32,-1,0,0.554,-1,0.781,1
"2722",2722,"WUJ86",60,1113411,3,22,-1,0,0.579,-1,0.588,1
"2723",2723,"WUJ86",61,1117010,3,22,-1,0,0.578,-1,0.477,1
"2724",2724,"WUJ86",62,1120635,3,19,1,150,0.601,1,0.565,1
"2725",2725,"WUJ86",63,1124411,3,48,-1,0,0.754,-1,0.9,1
"2726",2726,"WUJ86",64,1128258,3,36,-1,0,0.825,1,0.317,0
"2727",2727,"WUJ86",65,1132050,3,31,1,152,0.771,1,0.765,1
"2728",2728,"WUJ86",66,1135747,3,49,1,146,0.674,1,0.604,1
"2729",2729,"WUJ86",67,1139371,3,18,1,153,0.602,1,0.685,1
"2730",2730,"WUJ86",68,1143115,3,18,1,153,0.722,1,0.549,1
"2731",2731,"WUJ86",69,1146771,3,32,-1,0,0.634,-1,0.653,1
"2732",2732,"WUJ86",7,913435,1,31,1,152,0.41,1,0.525,1
"2733",2733,"WUJ86",70,1150403,3,28,1,149,0.61,1,0.541,1
"2734",2734,"WUJ86",71,1154043,3,35,-1,0,0.618,-1,0.565,1
"2735",2735,"WUJ86",8,917067,1,35,-1,0,0.611,-1,0.645,1
"2736",2736,"WUJ86",9,920395,1,10,1,155,0.306,1,0.492,1
"2737",2737,"Xcmcr",0,1134485,1,11,1,155,2.234,1,1.712,1
"2738",2738,"Xcmcr",1,1138849,1,27,-1,0,1.319,-1,1.112,1
"2739",2739,"Xcmcr",10,1175008,1,46,1,157,1.396,1,1.02,1
"2740",2740,"Xcmcr",11,1179128,1,31,-1,0,1.085,-1,1.237,1
"2741",2741,"Xcmcr",12,1182936,1,35,-1,0,0.788,-1,1.04,1
"2742",2742,"Xcmcr",13,1186660,1,22,-1,0,0.703,-1,0.768,1
"2743",2743,"Xcmcr",14,1190712,1,3,-1,0,1.022,-1,0.973,1
"2744",2744,"Xcmcr",15,1194856,1,49,1,152,1.121,1,1.073,1
"2745",2745,"Xcmcr",16,1198890,1,35,-1,0,0.99,-1,1.085,1
"2746",2746,"Xcmcr",17,1203006,1,7,-1,0,0.954,-1,1.173,1
"2747",2747,"Xcmcr",18,1207269,1,7,-1,0,1.131,-1,0.914,1
"2748",2748,"Xcmcr",19,1211146,1,24,1,149,0.792,1,1.428,1
"2749",2749,"Xcmcr",2,1143153,1,1,1,141,1.229,1,1.054,1
"2750",2750,"Xcmcr",20,1215628,1,8,1,150,1.444,1,1.738,1
"2751",2751,"Xcmcr",21,1219402,1,24,1,149,0.735,1,1.03,1
"2752",2752,"Xcmcr",22,1223427,1,3,-1,0,0.98,-1,1.288,1
"2753",2753,"Xcmcr",23,1227989,1,8,1,150,1.458,1,1.196,1
"2754",2754,"Xcmcr",24,1236966,2,1,1,141,1.413,1,1.071,1
"2755",2755,"Xcmcr",25,1240810,2,3,-1,0,0.785,-1,1.018,1
"2756",2756,"Xcmcr",26,1244572,2,27,-1,0,0.731,-1,0.803,1
"2757",2757,"Xcmcr",27,1248444,2,11,1,155,0.841,1,1.016,1
"2758",2758,"Xcmcr",28,1252265,2,1,1,141,0.801,1,0.93,1
"2759",2759,"Xcmcr",29,1256119,2,8,1,150,0.806,1,0.895,1
"2760",2760,"Xcmcr",3,1147362,1,46,1,157,1.167,1,1.11,1
"2761",2761,"Xcmcr",30,1260079,2,7,-1,0,0.634,-1,0.742,1
"2762",2762,"Xcmcr",31,1264080,2,46,1,157,0.979,1,1.177,1
"2763",2763,"Xcmcr",32,1267767,2,8,1,150,0.643,1,0.932,1
"2764",2764,"Xcmcr",33,1271750,2,7,-1,0,0.936,-1,0.96,1
"2765",2765,"Xcmcr",34,1275584,2,46,1,157,0.795,1,0.883,1
"2766",2766,"Xcmcr",35,1279240,2,11,1,155,0.633,1,0.851,1
"2767",2767,"Xcmcr",36,1282944,2,35,-1,0,0.65,-1,0.907,1
"2768",2768,"Xcmcr",37,1286795,2,22,-1,0,0.815,-1,1.056,1
"2769",2769,"Xcmcr",38,1290649,2,24,1,149,0.805,1,0.922,1
"2770",2770,"Xcmcr",39,1294466,2,3,-1,0,0.792,-1,1.027,1
"2771",2771,"Xcmcr",4,1151271,1,49,1,152,0.879,1,1.066,1
"2772",2772,"Xcmcr",40,1298342,2,31,-1,0,0.846,-1,1.025,1
"2773",2773,"Xcmcr",41,1302302,2,49,1,152,0.917,1,1.238,1
"2774",2774,"Xcmcr",42,1306542,2,24,1,149,1.188,1,0.913,1
"2775",2775,"Xcmcr",43,1310926,2,31,-1,0,1.323,-1,0.792,1
"2776",2776,"Xcmcr",44,1314261,2,22,-1,0,0.301,-1,1.058,1
"2777",2777,"Xcmcr",45,1318458,2,35,-1,0,1.156,-1,1.045,1
"2778",2778,"Xcmcr",46,1322376,2,27,-1,0,0.89,-1,0.792,1
"2779",2779,"Xcmcr",47,1345123,2,49,1,152,19.697,1,1.139,1
"2780",2780,"Xcmcr",48,1351878,3,35,-1,0,1.449,-1,1.069,1
"2781",2781,"Xcmcr",49,1355665,3,35,-1,0,0.727,-1,0.764,1
"2782",2782,"Xcmcr",5,1155142,1,1,1,141,0.833,1,0.898,1
"2783",2783,"Xcmcr",50,1359465,3,8,1,150,0.747,1,1.042,1
"2784",2784,"Xcmcr",51,1363164,3,31,-1,0,0.635,-1,0.969,1
"2785",2785,"Xcmcr",52,1366953,3,22,-1,0,0.766,-1,0.602,1
"2786",2786,"Xcmcr",53,1370658,3,24,1,149,0.681,1,0.991,1
"2787",2787,"Xcmcr",54,1374444,3,49,1,152,0.756,1,0.97,1
"2788",2788,"Xcmcr",55,1377545,3,27,-1,0,0.074,-1,1.112,1
"2789",2789,"Xcmcr",56,1381271,3,3,-1,0,0.601,-1,1.442,1
"2790",2790,"Xcmcr",57,1384981,3,46,1,157,0.669,1,0.699,1
"2791",2791,"Xcmcr",58,1388892,3,1,1,141,0.854,1,1.337,1
"2792",2792,"Xcmcr",59,1393933,3,11,1,155,1.986,NA,NA,NA
"2793",2793,"Xcmcr",6,1158820,1,27,-1,0,0.618,-1,1.609,1
"2794",2794,"Xcmcr",60,1399485,3,3,-1,0,0.906,-1,1.867,1
"2795",2795,"Xcmcr",61,1403862,3,27,-1,0,1.33,NA,NA,NA
"2796",2796,"Xcmcr",62,1409914,3,8,1,150,1.281,NA,NA,NA
"2797",2797,"Xcmcr",63,1415445,3,24,1,149,0.917,1,1.172,1
"2798",2798,"Xcmcr",64,1419220,3,7,-1,0,0.71,-1,0.709,1
"2799",2799,"Xcmcr",65,1423447,3,31,-1,0,0.909,-1,0.731,1
"2800",2800,"Xcmcr",66,1427183,3,49,1,152,0.705,1,0.772,1
"2801",2801,"Xcmcr",67,1431230,3,11,1,155,1,1,0.464,1
"2802",2802,"Xcmcr",68,1434924,3,1,1,141,0.653,1,0.474,1
"2803",2803,"Xcmcr",69,1438519,3,46,1,157,0.569,1,0.457,1
"2804",2804,"Xcmcr",7,1162841,1,11,1,155,0.964,1,0.745,1
"2805",2805,"Xcmcr",70,1442200,3,22,-1,0,0.421,-1,0.877,1
"2806",2806,"Xcmcr",71,1445824,3,7,-1,0,0.575,-1,0.604,1
"2807",2807,"Xcmcr",8,1166800,1,22,-1,0,0.77,-1,1.176,1
"2808",2808,"Xcmcr",9,1170590,1,31,-1,0,0.767,1,0.746,0
"2881",2881,"y72qN",0,1230660,1,46,-1,0,1.793,NA,NA,NA
"2882",2882,"y72qN",1,1236083,1,48,1,141,0.879,1,1.573,1
"2883",2883,"y72qN",10,1268584,1,45,1,146,0.564,1,0.991,1
"2884",2884,"y72qN",11,1272136,1,38,-1,0,0.52,-1,0.949,1
"2885",2885,"y72qN",12,1275559,1,47,1,152,0.375,1,1.006,1
"2886",2886,"y72qN",13,1278996,1,45,1,146,0.396,1,0.921,1
"2887",2887,"y72qN",14,1282363,1,26,-1,0,0.328,-1,0.882,1
"2888",2888,"y72qN",15,1285722,1,6,-1,0,0.322,-1,0.994,1
"2889",2889,"y72qN",16,1289208,1,4,1,152,0.44,1,0.905,1
"2890",2890,"y72qN",17,1292655,1,33,-1,0,0.404,-1,0.812,1
"2891",2891,"y72qN",18,1296099,1,29,1,155,0.399,1,0.915,1
"2892",2892,"y72qN",19,1299452,1,6,-1,0,0.301,-1,0.878,1
"2893",2893,"y72qN",2,1239946,1,33,-1,0,0.826,-1,1.37,1
"2894",2894,"y72qN",20,1302823,1,11,-1,0,0.34,-1,1.126,1
"2895",2895,"y72qN",21,1306387,1,38,-1,0,0.521,-1,0.659,1
"2896",2896,"y72qN",22,1309841,1,29,1,155,0.407,1,0.453,1
"2897",2897,"y72qN",23,1313284,1,26,-1,0,0.401,-1,0.408,1
"2898",2898,"y72qN",24,1320970,2,4,1,152,1.234,-1,0.476,0
"2899",2899,"y72qN",25,1324662,2,26,-1,0,0.645,-1,0.693,1
"2900",2900,"y72qN",26,1328228,2,29,1,155,0.529,1,0.439,1
"2901",2901,"y72qN",27,1331844,2,11,-1,0,0.579,-1,0.48,1
"2902",2902,"y72qN",28,1335434,2,33,-1,0,0.551,-1,0.704,1
"2903",2903,"y72qN",29,1338804,2,48,1,141,0.323,1,0.529,1
"2904",2904,"y72qN",3,1243682,1,13,1,150,0.694,1,1.113,1
"2905",2905,"y72qN",30,1342248,2,47,1,152,0.401,1,0.699,1
"2906",2906,"y72qN",31,1345770,2,6,-1,0,0.488,-1,1.192,1
"2907",2907,"y72qN",32,1349336,2,29,1,155,0.521,1,0.478,1
"2908",2908,"y72qN",33,1353003,2,4,1,152,0.622,1,0.53,1
"2909",2909,"y72qN",34,1356601,2,45,1,146,0.553,1,0.55,1
"2910",2910,"y72qN",35,1360287,2,38,-1,0,0.641,-1,0.582,1
"2911",2911,"y72qN",36,1363835,2,46,-1,0,0.506,-1,0.646,1
"2912",2912,"y72qN",37,1367355,2,45,1,146,0.477,1,0.577,1
"2913",2913,"y72qN",38,1371006,2,33,-1,0,0.612,-1,0.602,1
"2914",2914,"y72qN",39,1374425,2,47,1,152,0.38,1,0.627,1
"2915",2915,"y72qN",4,1247219,1,48,1,141,0.5,1,1.097,1
"2916",2916,"y72qN",40,1378017,2,38,-1,0,0.556,NA,NA,NA
"2917",2917,"y72qN",41,1383008,2,48,1,141,0.429,1,0.455,1
"2918",2918,"y72qN",42,1386495,2,13,1,150,0.449,1,0.742,1
"2919",2919,"y72qN",43,1389844,2,46,-1,0,0.316,-1,0.504,1
"2920",2920,"y72qN",44,1393277,2,26,-1,0,0.4,-1,0.59,1
"2921",2921,"y72qN",45,1396966,2,6,-1,0,0.639,-1,0.395,1
"2922",2922,"y72qN",46,1400552,2,13,1,150,0.543,1,0.477,1
"2923",2923,"y72qN",47,1404299,2,11,-1,0,0.705,-1,0.288,1
"2924",2924,"y72qN",48,1410438,3,33,-1,0,0.711,-1,0.301,1
"2925",2925,"y72qN",49,1413796,3,6,-1,0,0.318,-1,0.425,1
"2926",2926,"y72qN",5,1250767,1,4,1,152,0.515,1,1.067,1
"2927",2927,"y72qN",50,1417315,3,48,1,141,0.484,1,0.288,1
"2928",2928,"y72qN",51,1420784,3,6,-1,0,0.421,-1,0.437,1
"2929",2929,"y72qN",52,1424080,3,46,-1,0,0.252,-1,0.518,1
"2930",2930,"y72qN",53,1427404,3,38,-1,0,0.284,-1,0.5,1
"2931",2931,"y72qN",54,1430862,3,38,-1,0,0.417,-1,0.42,1
"2932",2932,"y72qN",55,1434250,3,11,-1,0,0.355,-1,0.428,1
"2933",2933,"y72qN",56,1437784,3,45,1,146,0.488,1,0.355,1
"2934",2934,"y72qN",57,1441247,3,33,-1,0,0.421,-1,0.414,1
"2935",2935,"y72qN",58,1444697,3,45,1,146,0.404,1,0.515,1
"2936",2936,"y72qN",59,1448301,3,26,-1,0,0.559,-1,0.373,1
"2937",2937,"y72qN",6,1254389,1,11,-1,0,0.588,-1,0.933,1
"2938",2938,"y72qN",60,1451952,3,29,1,155,0.608,1,0.345,1
"2939",2939,"y72qN",61,1455780,3,47,1,152,0.786,1,0.404,1
"2940",2940,"y72qN",62,1459135,3,48,1,141,0.326,1,0.407,1
"2941",2941,"y72qN",63,1462585,3,29,1,155,0.409,1,0.445,1
"2942",2942,"y72qN",64,1466123,3,11,-1,0,0.498,-1,0.438,1
"2943",2943,"y72qN",65,1469711,3,4,1,152,0.536,1,0.497,1
"2944",2944,"y72qN",66,1473188,3,13,1,150,0.43,1,0.526,1
"2945",2945,"y72qN",67,1476975,3,26,-1,0,0.755,-1,0.372,1
"2946",2946,"y72qN",68,1480439,3,47,1,152,0.416,1,0.39,1
"2947",2947,"y72qN",69,1483920,3,4,1,152,0.447,1,0.541,1
"2948",2948,"y72qN",7,1257903,1,46,-1,0,0.468,-1,0.955,1
"2949",2949,"y72qN",70,1487310,3,46,-1,0,0.351,-1,0.411,1
"2950",2950,"y72qN",71,1490688,3,13,1,150,0.332,1,0.399,1
"2951",2951,"y72qN",8,1261527,1,47,1,152,0.577,1,0.973,1
"2952",2952,"y72qN",9,1264974,1,13,1,150,0.407,1,0.999,1
"2953",2953,"YJmUD",0,1874082,1,39,1,159,2.542,1,0.831,1
"2954",2954,"YJmUD",1,1878012,1,31,-1,0,0.878,-1,1.042,1
"2955",2955,"YJmUD",10,1913915,1,0,1,155,0.469,NA,NA,NA
"2956",2956,"YJmUD",11,1918893,1,33,-1,0,0.403,-1,0.459,1
"2957",2957,"YJmUD",12,1922401,1,44,-1,0,0.481,-1,0.806,1
"2958",2958,"YJmUD",13,1925897,1,37,-1,0,0.454,-1,0.571,1
"2959",2959,"YJmUD",14,1929327,1,49,-1,0,0.384,-1,0.562,1
"2960",2960,"YJmUD",15,1932612,1,37,-1,0,0.242,-1,0.43,1
"2961",2961,"YJmUD",16,1936248,1,35,1,158,0.593,1,1.047,1
"2962",2962,"YJmUD",17,1940114,1,33,-1,0,0.832,-1,1.414,1
"2963",2963,"YJmUD",18,1943940,1,39,1,159,0.767,1,1.491,1
"2964",2964,"YJmUD",19,1947794,1,30,1,150,0.817,1,0.789,1
"2965",2965,"YJmUD",2,1881989,1,49,-1,0,0.931,-1,0.725,1
"2966",2966,"YJmUD",20,1951489,1,46,1,145,0.678,1,0.826,1
"2967",2967,"YJmUD",21,1955554,1,24,1,141,1.032,1,0.757,1
"2968",2968,"YJmUD",22,1959148,1,6,-1,0,0.549,-1,0.593,1
"2969",2969,"YJmUD",23,1962974,1,30,1,150,0.779,1,1.254,1
"2970",2970,"YJmUD",24,1969242,2,44,-1,0,1.116,-1,0.63,1
"2971",2971,"YJmUD",25,1972789,2,39,1,159,0.51,1,0.715,1
"2972",2972,"YJmUD",26,1976278,2,37,-1,0,0.442,-1,0.666,1
"2973",2973,"YJmUD",27,1979968,2,30,1,150,0.657,1,1.273,1
"2974",2974,"YJmUD",28,1983570,2,37,-1,0,0.556,-1,1.647,1
"2975",2975,"YJmUD",29,1987345,2,33,-1,0,0.739,-1,0.721,1
"2976",2976,"YJmUD",3,1886183,1,44,-1,0,1.147,-1,0.668,1
"2977",2977,"YJmUD",30,1990812,2,31,-1,0,0.43,-1,0.52,1
"2978",2978,"YJmUD",31,1994305,2,31,-1,0,0.455,-1,0.427,1
"2979",2979,"YJmUD",32,1997883,2,44,-1,0,0.535,-1,0.615,1
"2980",2980,"YJmUD",33,2001388,2,30,1,150,0.463,1,0.538,1
"2981",2981,"YJmUD",34,2005313,2,46,1,145,0.887,1,0.801,1
"2982",2982,"YJmUD",35,2009209,2,35,1,158,0.849,1,0.686,1
"2983",2983,"YJmUD",36,2013017,2,49,-1,0,0.777,-1,0.551,1
"2984",2984,"YJmUD",37,2016711,2,46,1,145,0.662,1,1.208,1
"2985",2985,"YJmUD",38,2020734,2,24,1,141,0.979,1,0.688,1
"2986",2986,"YJmUD",39,2024444,2,0,1,155,0.689,1,0.949,1
"2987",2987,"YJmUD",4,1890285,1,24,1,141,1.061,1,1.635,1
"2988",2988,"YJmUD",40,2028051,2,6,-1,0,0.574,-1,0.712,1
"2989",2989,"YJmUD",41,2032077,2,39,1,159,0.976,1,0.546,1
"2990",2990,"YJmUD",42,2037827,2,6,-1,0,2.712,-1,0.604,1
"2991",2991,"YJmUD",43,2042505,2,24,1,141,1.625,1,1.051,1
"2992",2992,"YJmUD",44,2046358,2,33,-1,0,0.831,-1,0.699,1
"2993",2993,"YJmUD",45,2050966,2,0,1,155,1.566,1,1.045,1
"2994",2994,"YJmUD",46,2054600,2,35,1,158,0.586,NA,NA,NA
"2995",2995,"YJmUD",47,2059675,2,49,-1,0,0.52,NA,NA,NA
"2996",2996,"YJmUD",48,2067910,3,24,1,141,1.179,1,1.037,1
"2997",2997,"YJmUD",49,2071463,3,35,1,158,0.515,1,0.591,1
"2998",2998,"YJmUD",5,1893863,1,35,1,158,0.527,1,0.818,1
"2999",2999,"YJmUD",50,2074875,3,0,1,155,0.37,1,0.578,1
"3000",3000,"YJmUD",51,2078627,3,31,-1,0,0.711,-1,0.616,1
"3001",3001,"YJmUD",52,2082052,3,6,-1,0,0.401,-1,0.512,1
"3002",3002,"YJmUD",53,2085532,3,49,-1,0,0.442,-1,0.451,1
"3003",3003,"YJmUD",54,2089134,3,37,-1,0,0.567,-1,0.554,1
"3004",3004,"YJmUD",55,2092687,3,0,1,155,0.507,1,0.906,1
"3005",3005,"YJmUD",56,2096144,3,44,-1,0,0.42,-1,0.9,1
"3006",3006,"YJmUD",57,2099609,3,6,-1,0,0.437,-1,1.483,1
"3007",3007,"YJmUD",58,2103524,3,24,1,141,0.876,-1,0.779,0
"3008",3008,"YJmUD",59,2106984,3,33,-1,0,0.417,-1,0.445,1
"3009",3009,"YJmUD",6,1897908,1,6,-1,0,1.007,-1,0.736,1
"3010",3010,"YJmUD",60,2110380,3,49,-1,0,0.374,-1,0.499,1
"3011",3011,"YJmUD",61,2113819,3,30,1,150,0.403,1,0.699,1
"3012",3012,"YJmUD",62,2117390,3,46,1,145,0.517,1,0.488,1
"3013",3013,"YJmUD",63,2120849,3,37,-1,0,0.426,-1,0.568,1
"3014",3014,"YJmUD",64,2124620,3,31,-1,0,0.729,-1,0.645,1
"3015",3015,"YJmUD",65,2128196,3,46,1,145,0.54,1,0.9,1
"3016",3016,"YJmUD",66,2131702,3,33,-1,0,0.471,-1,0.555,1
"3017",3017,"YJmUD",67,2135388,3,39,1,159,0.659,1,0.924,1
"3018",3018,"YJmUD",68,2139052,3,39,1,159,0.623,1,0.638,1
"3019",3019,"YJmUD",69,2142539,3,35,1,158,0.436,1,0.528,1
"3020",3020,"YJmUD",7,1901677,1,31,-1,0,0.721,-1,1.288,1
"3021",3021,"YJmUD",70,2146158,3,30,1,150,0.583,1,1.133,1
"3022",3022,"YJmUD",71,2150062,3,44,-1,0,0.864,-1,0.587,1
"3023",3023,"YJmUD",8,1905283,1,46,1,145,0.563,1,0.865,1
"3024",3024,"YJmUD",9,1908880,1,0,1,155,0.554,NA,NA,NA
