,level_0,index,PID,practice,run,block,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version
25,61,65,,0,2,6,66,L,,,,1200.0,1800.0,,,,0,3,1
26,62,66,,0,2,6,67,K,,,,2000.0,3000.0,,,,0,3,1
27,63,67,,0,2,6,68,H,,,,2300.0,3000.0,,,,0,3,1
28,64,68,,0,2,6,69,C,,,,2100.0,2100.0,,,,0,3,1
29,65,69,,0,2,6,70,B,,,,2700.0,1400.0,,,,0,3,1
30,66,70,,0,2,6,71,I,,,,3000.0,1200.0,,,,1,3,1
31,67,71,,0,2,6,72,J,,,,1900.0,1600.0,,,,0,3,1
32,68,72,,0,2,6,73,G,,,,1100.0,1100.0,,,,0,3,1
33,69,73,,0,2,6,74,A,,,,1200.0,1600.0,,,,0,3,1
34,70,74,,0,2,6,75,E,,,,1400.0,1000.0,,,,0,3,1
35,71,75,,0,2,6,76,F,,,,4400.0,1900.0,,,,1,3,1
0,36,40,,0,2,4,41,C,,,,4100.0,1600.0,,,,1,4,1
1,37,41,,0,2,4,42,D,,,,1500.0,1200.0,,,,0,4,1
2,38,42,,0,2,4,43,H,,,,1100.0,1200.0,,,,0,4,1
3,39,43,,0,2,4,44,K,,,,1600.0,1000.0,,,,0,4,1
4,40,44,,0,2,4,45,F,,,,2500.0,3100.0,,,,0,4,1
5,41,45,,0,2,4,46,J,,,,3500.0,1300.0,,,,1,4,1
6,42,46,,0,2,4,47,B,,,,2300.0,1300.0,,,,0,4,1
7,43,47,,0,2,4,48,E,,,,1700.0,2500.0,,,,0,4,1
8,44,48,,0,2,4,49,I,,,,1500.0,1300.0,,,,0,4,1
9,45,49,,0,2,4,50,A,,,,1300.0,1400.0,,,,0,4,1
10,46,50,,0,2,4,51,G,,,,3300.0,1500.0,,,,1,4,1
11,47,51,,0,2,4,52,L,,,,1500.0,2300.0,,,,0,4,1
12,48,52,,0,2,5,53,C,,,,3100.0,2600.0,,,,0,4,1
13,49,53,,0,2,5,54,F,,,,1400.0,1800.0,,,,0,4,1
14,50,54,,0,2,5,55,G,,,,1100.0,1800.0,,,,0,4,1
15,51,55,,0,2,5,56,J,,,,1400.0,1700.0,,,,0,4,1
16,52,56,,0,2,5,57,D,,,,2400.0,1100.0,,,,0,4,1
17,53,57,,0,2,5,58,A,,,,1300.0,1300.0,,,,0,4,1
18,54,58,,0,2,5,59,E,,,,4200.0,2300.0,,,,1,4,1
19,55,59,,0,2,5,60,H,,,,2100.0,1400.0,,,,0,4,1
20,56,60,,0,2,5,61,L,,,,2400.0,1000.0,,,,0,4,1
21,57,61,,0,2,5,62,K,,,,1300.0,1600.0,,,,0,4,1
22,58,62,,0,2,5,63,B,,,,1400.0,2400.0,,,,0,4,1
23,59,63,,0,2,5,64,I,,,,1000.0,3400.0,,,,0,4,1
24,60,64,,0,2,6,65,D,,,,3200.0,2200.0,,,,1,4,1
25,61,65,,0,2,6,66,L,,,,3000.0,2100.0,,,,0,4,1
26,62,66,,0,2,6,67,K,,,,2300.0,3300.0,,,,0,4,1
27,63,67,,0,2,6,68,H,,,,1500.0,2800.0,,,,0,4,1
28,64,68,,0,2,6,69,C,,,,2000.0,1800.0,,,,0,4,1
29,65,69,,0,2,6,70,B,,,,1200.0,3000.0,,,,0,4,1
30,66,70,,0,2,6,71,I,,,,2000.0,2700.0,,,,0,4,1
31,67,71,,0,2,6,72,J,,,,1100.0,2900.0,,,,0,4,1
32,68,72,,0,2,6,73,G,,,,1000.0,1900.0,,,,0,4,1
33,69,73,,0,2,6,74,A,,,,1100.0,2700.0,,,,0,4,1
34,70,74,,0,2,6,75,E,,,,1500.0,1500.0,,,,0,4,1
35,71,75,,0,2,6,76,F,,,,3100.0,3000.0,,,,0,4,1
0,36,40,,0,2,4,41,C,,,,3100.0,1500.0,,,,1,5,1
1,37,41,,0,2,4,42,D,,,,1200.0,1400.0,,,,0,5,1
2,38,42,,0,2,4,43,H,,,,2400.0,1200.0,,,,0,5,1
3,39,43,,0,2,4,44,K,,,,1300.0,1200.0,,,,0,5,1
4,40,44,,0,2,4,45,F,,,,1300.0,2400.0,,,,0,5,1
5,41,45,,0,2,4,46,J,,,,2200.0,2800.0,,,,0,5,1
6,42,46,,0,2,4,47,B,,,,1300.0,2600.0,,,,0,5,1
7,43,47,,0,2,4,48,E,,,,3100.0,2000.0,,,,1,5,1
8,44,48,,0,2,4,49,I,,,,1400.0,2700.0,,,,0,5,1
9,45,49,,0,2,4,50,A,,,,2300.0,2200.0,,,,0,5,1
10,46,50,,0,2,4,51,G,,,,1300.0,3200.0,,,,0,5,1
11,47,51,,0,2,4,52,L,,,,2000.0,2400.0,,,,0,5,1
12,48,52,,0,2,5,53,C,,,,1000.0,1900.0,,,,0,5,1
13,49,53,,0,2,5,54,F,,,,1700.0,1200.0,,,,0,5,1
14,50,54,,0,2,5,55,G,,,,1800.0,1300.0,,,,0,5,1
15,51,55,,0,2,5,56,J,,,,1200.0,2100.0,,,,0,5,1
16,52,56,,0,2,5,57,D,,,,4200.0,1600.0,,,,1,5,1
17,53,57,,0,2,5,58,A,,,,2200.0,1400.0,,,,0,5,1
18,54,58,,0,2,5,59,E,,,,1200.0,1000.0,,,,0,5,1
19,55,59,,0,2,5,60,H,,,,1900.0,2300.0,,,,0,5,1
20,56,60,,0,2,5,61,L,,,,1900.0,1100.0,,,,0,5,1
21,57,61,,0,2,5,62,K,,,,1100.0,1900.0,,,,0,5,1
22,58,62,,0,2,5,63,B,,,,2000.0,2500.0,,,,0,5,1
23,59,63,,0,2,5,64,I,,,,3400.0,1900.0,,,,1,5,1
24,60,64,,0,2,6,65,D,,,,1600.0,2000.0,,,,0,5,1
25,61,65,,0,2,6,66,L,,,,1300.0,1400.0,,,,0,5,1
26,62,66,,0,2,6,67,K,,,,1200.0,1300.0,,,,0,5,1
27,63,67,,0,2,6,68,H,,,,1900.0,1900.0,,,,0,5,1
28,64,68,,0,2,6,69,C,,,,2500.0,3500.0,,,,0,5,1
29,65,69,,0,2,6,70,B,,,,4300.0,2100.0,,,,1,5,1
30,66,70,,0,2,6,71,I,,,,1600.0,2400.0,,,,0,5,1
31,67,71,,0,2,6,72,J,,,,2900.0,2400.0,,,,0,5,1
32,68,72,,0,2,6,73,G,,,,1100.0,3400.0,,,,0,5,1
33,69,73,,0,2,6,74,A,,,,1000.0,3100.0,,,,0,5,1
34,70,74,,0,2,6,75,E,,,,1400.0,1700.0,,,,0,5,1
35,71,75,,0,2,6,76,F,,,,4700.0,1000.0,,,,1,5,1
0,36,40,,0,2,4,41,C,,,,4200.0,2600.0,,,,1,6,1
1,37,41,,0,2,4,42,D,,,,2400.0,1100.0,,,,0,6,1
2,38,42,,0,2,4,43,H,,,,1100.0,2700.0,,,,0,6,1
3,39,43,,0,2,4,44,K,,,,2200.0,2200.0,,,,0,6,1
4,40,44,,0,2,4,45,F,,,,1200.0,1500.0,,,,0,6,1
5,41,45,,0,2,4,46,J,,,,3800.0,1900.0,,,,1,6,1
6,42,46,,0,2,4,47,B,,,,3000.0,1200.0,,,,0,6,1
7,43,47,,0,2,4,48,E,,,,1100.0,2300.0,,,,0,6,1
8,44,48,,0,2,4,49,I,,,,1100.0,1900.0,,,,0,6,1
9,45,49,,0,2,4,50,A,,,,1500.0,2800.0,,,,0,6,1
10,46,50,,0,2,4,51,G,,,,3500.0,2700.0,,,,1,6,1
11,47,51,,0,2,4,52,L,,,,1500.0,1000.0,,,,0,6,1
12,48,52,,0,2,5,53,C,,,,1100.0,1200.0,,,,0,6,1
13,49,53,,0,2,5,54,F,,,,1600.0,1300.0,,,,0,6,1
14,50,54,,0,2,5,55,G,,,,1700.0,1100.0,,,,0,6,1
15,51,55,,0,2,5,56,J,,,,1700.0,1600.0,,,,0,6,1
16,52,56,,0,2,5,57,D,,,,1200.0,2300.0,,,,0,6,1
17,53,57,,0,2,5,58,A,,,,3500.0,3300.0,,,,1,6,1
18,54,58,,0,2,5,59,E,,,,1500.0,1800.0,,,,0,6,1
19,55,59,,0,2,5,60,H,,,,1300.0,1300.0,,,,0,6,1
20,56,60,,0,2,5,61,L,,,,1000.0,1600.0,,,,0,6,1
21,57,61,,0,2,5,62,K,,,,2000.0,2100.0,,,,0,6,1
22,58,62,,0,2,5,63,B,,,,1400.0,1900.0,,,,0,6,1
23,59,63,,0,2,5,64,I,,,,1100.0,2300.0,,,,0,6,1
24,60,64,,0,2,6,65,D,,,,1300.0,1800.0,,,,0,6,1
25,61,65,,0,2,6,66,L,,,,1400.0,2200.0,,,,0,6,1
26,62,66,,0,2,6,67,K,,,,1700.0,2000.0,,,,0,6,1
27,63,67,,0,2,6,68,H,,,,4000.0,2900.0,,,,1,6,1
28,64,68,,0,2,6,69,C,,,,1000.0,2000.0,,,,0,6,1
29,65,69,,0,2,6,70,B,,,,1100.0,2500.0,,,,0,6,1
30,66,70,,0,2,6,71,I,,,,1700.0,1400.0,,,,0,6,1
31,67,71,,0,2,6,72,J,,,,3000.0,2700.0,,,,0,6,1
32,68,72,,0,2,6,73,G,,,,2500.0,1200.0,,,,0,6,1
33,69,73,,0,2,6,74,A,,,,2600.0,3100.0,,,,0,6,1
34,70,74,,0,2,6,75,E,,,,2000.0,2200.0,,,,0,6,1
35,71,75,,0,2,6,76,F,,,,4000.0,2300.0,,,,1,6,1
0,36,40,,0,2,4,41,C,,,,2600.0,2400.0,,,,1,7,1
1,37,41,,0,2,4,42,D,,,,1200.0,2200.0,,,,0,7,1
2,38,42,,0,2,4,43,H,,,,1000.0,1100.0,,,,0,7,1
3,39,43,,0,2,4,44,K,,,,2000.0,1400.0,,,,0,7,1
4,40,44,,0,2,4,45,F,,,,1400.0,1100.0,,,,0,7,1
5,41,45,,0,2,4,46,J,,,,1700.0,2200.0,,,,0,7,1
6,42,46,,0,2,4,47,B,,,,5600.0,2900.0,,,,1,7,1
7,43,47,,0,2,4,48,E,,,,1600.0,1200.0,,,,0,7,1
8,44,48,,0,2,4,49,I,,,,1400.0,2200.0,,,,0,7,1
9,45,49,,0,2,4,50,A,,,,1300.0,1100.0,,,,0,7,1
10,46,50,,0,2,4,51,G,,,,1800.0,3100.0,,,,0,7,1
11,47,51,,0,2,4,52,L,,,,2800.0,1100.0,,,,1,7,1
12,48,52,,0,2,5,53,C,,,,2200.0,3100.0,,,,0,7,1
13,49,53,,0,2,5,54,F,,,,1200.0,1100.0,,,,0,7,1
14,50,54,,0,2,5,55,G,,,,1800.0,1700.0,,,,0,7,1
15,51,55,,0,2,5,56,J,,,,1500.0,2900.0,,,,0,7,1
16,52,56,,0,2,5,57,D,,,,1300.0,3000.0,,,,0,7,1
17,53,57,,0,2,5,58,A,,,,1900.0,2400.0,,,,0,7,1
18,54,58,,0,2,5,59,E,,,,1100.0,2000.0,,,,0,7,1
19,55,59,,0,2,5,60,H,,,,1400.0,1200.0,,,,0,7,1
20,56,60,,0,2,5,61,L,,,,4300.0,2200.0,,,,1,7,1
21,57,61,,0,2,5,62,K,,,,2000.0,3100.0,,,,0,7,1
22,58,62,,0,2,5,63,B,,,,1200.0,1100.0,,,,0,7,1
23,59,63,,0,2,5,64,I,,,,1200.0,2400.0,,,,0,7,1
24,60,64,,0,2,6,65,D,,,,2400.0,2900.0,,,,0,7,1
25,61,65,,0,2,6,66,L,,,,1700.0,1800.0,,,,0,7,1
26,62,66,,0,2,6,67,K,,,,4600.0,2300.0,,,,1,7,1
27,63,67,,0,2,6,68,H,,,,1900.0,3500.0,,,,0,7,1
28,64,68,,0,2,6,69,C,,,,1300.0,1600.0,,,,0,7,1
29,65,69,,0,2,6,70,B,,,,1200.0,2000.0,,,,0,7,1
30,66,70,,0,2,6,71,I,,,,1500.0,1700.0,,,,0,7,1
31,67,71,,0,2,6,72,J,,,,1300.0,1100.0,,,,0,7,1
32,68,72,,0,2,6,73,G,,,,1600.0,2900.0,,,,0,7,1
33,69,73,,0,2,6,74,A,,,,2400.0,1200.0,,,,0,7,1
34,70,74,,0,2,6,75,E,,,,2300.0,1200.0,,,,0,7,1
35,71,75,,0,2,6,76,F,,,,4300.0,1600.0,,,,1,7,1
0,36,40,,0,2,4,41,C,,,,2800.0,2000.0,,,,1,8,1
1,37,41,,0,2,4,42,D,,,,1800.0,2100.0,,,,0,8,1
2,38,42,,0,2,4,43,H,,,,1200.0,1800.0,,,,0,8,1
3,39,43,,0,2,4,44,K,,,,2300.0,1300.0,,,,0,8,1
4,40,44,,0,2,4,45,F,,,,2400.0,1200.0,,,,0,8,1
5,41,45,,0,2,4,46,J,,,,2200.0,2600.0,,,,0,8,1
6,42,46,,0,2,4,47,B,,,,3800.0,2300.0,,,,1,8,1
7,43,47,,0,2,4,48,E,,,,1200.0,2900.0,,,,0,8,1
8,44,48,,0,2,4,49,I,,,,2600.0,2200.0,,,,0,8,1
9,45,49,,0,2,4,50,A,,,,1200.0,1300.0,,,,0,8,1
10,46,50,,0,2,4,51,G,,,,2600.0,1600.0,,,,0,8,1
11,47,51,,0,2,4,52,L,,,,5200.0,1300.0,,,,1,8,1
12,48,52,,0,2,5,53,C,,,,1400.0,1400.0,,,,0,8,1
13,49,53,,0,2,5,54,F,,,,1600.0,2000.0,,,,0,8,1
14,50,54,,0,2,5,55,G,,,,1600.0,1300.0,,,,0,8,1
15,51,55,,0,2,5,56,J,,,,1200.0,1700.0,,,,0,8,1
16,52,56,,0,2,5,57,D,,,,1500.0,2900.0,,,,0,8,1
17,53,57,,0,2,5,58,A,,,,1800.0,3000.0,,,,0,8,1
18,54,58,,0,2,5,59,E,,,,2300.0,1800.0,,,,0,8,1
19,55,59,,0,2,5,60,H,,,,2000.0,2400.0,,,,0,8,1
20,56,60,,0,2,5,61,L,,,,1800.0,2500.0,,,,0,8,1
21,57,61,,0,2,5,62,K,,,,1500.0,1100.0,,,,0,8,1
22,58,62,,0,2,5,63,B,,,,2000.0,1200.0,,,,0,8,1
23,59,63,,0,2,5,64,I,,,,1300.0,1600.0,,,,0,8,1
24,60,64,,0,2,6,65,D,,,,1400.0,3500.0,,,,0,8,1
25,61,65,,0,2,6,66,L,,,,3200.0,1600.0,,,,1,8,1
26,62,66,,0,2,6,67,K,,,,2000.0,2600.0,,,,0,8,1
27,63,67,,0,2,6,68,H,,,,1100.0,1600.0,,,,0,8,1
28,64,68,,0,2,6,69,C,,,,1000.0,3000.0,,,,0,8,1
29,65,69,,0,2,6,70,B,,,,1400.0,1200.0,,,,0,8,1
30,66,70,,0,2,6,71,I,,,,3700.0,2000.0,,,,1,8,1
31,67,71,,0,2,6,72,J,,,,1300.0,1700.0,,,,0,8,1
32,68,72,,0,2,6,73,G,,,,1600.0,2800.0,,,,0,8,1
33,69,73,,0,2,6,74,A,,,,1900.0,2200.0,,,,0,8,1
34,70,74,,0,2,6,75,E,,,,1500.0,2200.0,,,,0,8,1
35,71,75,,0,2,6,76,F,,,,2600.0,2100.0,,,,0,8,1
0,36,40,,0,2,4,41,C,,,,2900.0,1400.0,,,,1,9,1
1,37,41,,0,2,4,42,D,,,,1500.0,2800.0,,,,0,9,1
2,38,42,,0,2,4,43,H,,,,2000.0,3000.0,,,,0,9,1
3,39,43,,0,2,4,44,K,,,,1600.0,2000.0,,,,0,9,1
4,40,44,,0,2,4,45,F,,,,1200.0,1600.0,,,,0,9,1
5,41,45,,0,2,4,46,J,,,,3700.0,1700.0,,,,1,9,1
6,42,46,,0,2,4,47,B,,,,1700.0,1500.0,,,,0,9,1
7,43,47,,0,2,4,48,E,,,,2700.0,1300.0,,,,0,9,1
8,44,48,,0,2,4,49,I,,,,1400.0,3000.0,,,,0,9,1
9,45,49,,0,2,4,50,A,,,,1100.0,3000.0,,,,0,9,1
10,46,50,,0,2,4,51,G,,,,3200.0,2800.0,,,,1,9,1
11,47,51,,0,2,4,52,L,,,,1600.0,1000.0,,,,0,9,1
12,48,52,,0,2,5,53,C,,,,1500.0,3100.0,,,,0,9,1
13,49,53,,0,2,5,54,F,,,,1300.0,2200.0,,,,0,9,1
14,50,54,,0,2,5,55,G,,,,2000.0,1800.0,,,,0,9,1
15,51,55,,0,2,5,56,J,,,,2400.0,1100.0,,,,0,9,1
16,52,56,,0,2,5,57,D,,,,1700.0,1000.0,,,,0,9,1
17,53,57,,0,2,5,58,A,,,,3100.0,1800.0,,,,1,9,1
18,54,58,,0,2,5,59,E,,,,1100.0,2700.0,,,,0,9,1
19,55,59,,0,2,5,60,H,,,,1800.0,1700.0,,,,0,9,1
20,56,60,,0,2,5,61,L,,,,2300.0,1000.0,,,,0,9,1
21,57,61,,0,2,5,62,K,,,,2600.0,2300.0,,,,0,9,1
22,58,62,,0,2,5,63,B,,,,4900.0,1800.0,,,,1,9,1
23,59,63,,0,2,5,64,I,,,,1300.0,1400.0,,,,0,9,1
24,60,64,,0,2,6,65,D,,,,1300.0,2700.0,,,,0,9,1
25,61,65,,0,2,6,66,L,,,,1300.0,2800.0,,,,0,9,1
26,62,66,,0,2,6,67,K,,,,1300.0,1800.0,,,,0,9,1
27,63,67,,0,2,6,68,H,,,,1800.0,1500.0,,,,0,9,1
28,64,68,,0,2,6,69,C,,,,3000.0,1600.0,,,,1,9,1
29,65,69,,0,2,6,70,B,,,,1800.0,2600.0,,,,0,9,1
30,66,70,,0,2,6,71,I,,,,2200.0,1900.0,,,,0,9,1
31,67,71,,0,2,6,72,J,,,,2800.0,1000.0,,,,0,9,1
32,68,72,,0,2,6,73,G,,,,1100.0,3300.0,,,,0,9,1
33,69,73,,0,2,6,74,A,,,,2000.0,1300.0,,,,0,9,1
34,70,74,,0,2,6,75,E,,,,1700.0,2200.0,,,,0,9,1
35,71,75,,0,2,6,76,F,,,,1100.0,2300.0,,,,0,9,1
0,36,40,,0,2,4,41,C,,,,3500.0,2300.0,,,,1,10,1
1,37,41,,0,2,4,42,D,,,,2600.0,1100.0,,,,0,10,1
2,38,42,,0,2,4,43,H,,,,2300.0,3100.0,,,,0,10,1
3,39,43,,0,2,4,44,K,,,,1500.0,1900.0,,,,0,10,1
4,40,44,,0,2,4,45,F,,,,1300.0,1300.0,,,,0,10,1
5,41,45,,0,2,4,46,J,,,,1000.0,1100.0,,,,0,10,1
6,42,46,,0,2,4,47,B,,,,4500.0,2900.0,,,,1,10,1
7,43,47,,0,2,4,48,E,,,,1800.0,1300.0,,,,0,10,1
8,44,48,,0,2,4,49,I,,,,2500.0,2000.0,,,,0,10,1
9,45,49,,0,2,4,50,A,,,,1600.0,1600.0,,,,0,10,1
10,46,50,,0,2,4,51,G,,,,1100.0,2000.0,,,,0,10,1
11,47,51,,0,2,4,52,L,,,,2800.0,2100.0,,,,1,10,1
12,48,52,,0,2,5,53,C,,,,1400.0,2600.0,,,,0,10,1
13,49,53,,0,2,5,54,F,,,,1200.0,1800.0,,,,0,10,1
14,50,54,,0,2,5,55,G,,,,2400.0,1700.0,,,,0,10,1
15,51,55,,0,2,5,56,J,,,,2300.0,3000.0,,,,0,10,1
16,52,56,,0,2,5,57,D,,,,4600.0,1100.0,,,,1,10,1
17,53,57,,0,2,5,58,A,,,,1100.0,1500.0,,,,0,10,1
18,54,58,,0,2,5,59,E,,,,1700.0,2300.0,,,,0,10,1
19,55,59,,0,2,5,60,H,,,,1200.0,1100.0,,,,0,10,1
20,56,60,,0,2,5,61,L,,,,1600.0,1800.0,,,,0,10,1
21,57,61,,0,2,5,62,K,,,,3500.0,2700.0,,,,1,10,1
22,58,62,,0,2,5,63,B,,,,1900.0,3500.0,,,,0,10,1
23,59,63,,0,2,5,64,I,,,,2600.0,1100.0,,,,0,10,1
24,60,64,,0,2,6,65,D,,,,1300.0,2000.0,,,,0,10,1
25,61,65,,0,2,6,66,L,,,,1700.0,3300.0,,,,0,10,1
26,62,66,,0,2,6,67,K,,,,1300.0,3000.0,,,,0,10,1
27,63,67,,0,2,6,68,H,,,,1100.0,1200.0,,,,0,10,1
28,64,68,,0,2,6,69,C,,,,1500.0,1200.0,,,,0,10,1
29,65,69,,0,2,6,70,B,,,,3600.0,1800.0,,,,1,10,1
30,66,70,,0,2,6,71,I,,,,1000.0,1700.0,,,,0,10,1
31,67,71,,0,2,6,72,J,,,,1400.0,1900.0,,,,0,10,1
32,68,72,,0,2,6,73,G,,,,1400.0,2100.0,,,,0,10,1
33,69,73,,0,2,6,74,A,,,,2200.0,2900.0,,,,0,10,1
34,70,74,,0,2,6,75,E,,,,1100.0,1200.0,,,,0,10,1
35,71,75,,0,2,6,76,F,,,,2400.0,2800.0,,,,0,10,1
0,36,40,,0,2,4,41,C,,,,4400.0,2100.0,,,,1,11,1
1,37,41,,0,2,4,42,D,,,,1700.0,2900.0,,,,0,11,1
2,38,42,,0,2,4,43,H,,,,2000.0,3300.0,,,,0,11,1
3,39,43,,0,2,4,44,K,,,,1200.0,2200.0,,,,0,11,1
4,40,44,,0,2,4,45,F,,,,2000.0,2600.0,,,,0,11,1
5,41,45,,0,2,4,46,J,,,,1600.0,1800.0,,,,0,11,1
6,42,46,,0,2,4,47,B,,,,3400.0,1500.0,,,,1,11,1
7,43,47,,0,2,4,48,E,,,,1200.0,1600.0,,,,0,11,1
8,44,48,,0,2,4,49,I,,,,1600.0,2200.0,,,,0,11,1
9,45,49,,0,2,4,50,A,,,,1600.0,1100.0,,,,0,11,1
10,46,50,,0,2,4,51,G,,,,1200.0,1700.0,,,,0,11,1
11,47,51,,0,2,4,52,L,,,,3100.0,3200.0,,,,1,11,1
12,48,52,,0,2,5,53,C,,,,1400.0,3400.0,,,,0,11,1
13,49,53,,0,2,5,54,F,,,,1400.0,1900.0,,,,0,11,1
14,50,54,,0,2,5,55,G,,,,1700.0,3200.0,,,,0,11,1
15,51,55,,0,2,5,56,J,,,,1100.0,2900.0,,,,0,11,1
16,52,56,,0,2,5,57,D,,,,1900.0,2300.0,,,,0,11,1
17,53,57,,0,2,5,58,A,,,,1400.0,1400.0,,,,0,11,1
18,54,58,,0,2,5,59,E,,,,3200.0,1200.0,,,,1,11,1
19,55,59,,0,2,5,60,H,,,,1100.0,2700.0,,,,0,11,1
20,56,60,,0,2,5,61,L,,,,1700.0,1500.0,,,,0,11,1
21,57,61,,0,2,5,62,K,,,,2800.0,1000.0,,,,0,11,1
22,58,62,,0,2,5,63,B,,,,1400.0,1100.0,,,,0,11,1
23,59,63,,0,2,5,64,I,,,,1200.0,1800.0,,,,0,11,1
24,60,64,,0,2,6,65,D,,,,1500.0,2000.0,,,,0,11,1
25,61,65,,0,2,6,66,L,,,,5800.0,1300.0,,,,1,11,1
26,62,66,,0,2,6,67,K,,,,1800.0,2400.0,,,,0,11,1
27,63,67,,0,2,6,68,H,,,,1000.0,1600.0,,,,0,11,1
28,64,68,,0,2,6,69,C,,,,1800.0,1000.0,,,,0,11,1
29,65,69,,0,2,6,70,B,,,,1300.0,1100.0,,,,0,11,1
30,66,70,,0,2,6,71,I,,,,2600.0,1100.0,,,,0,11,1
31,67,71,,0,2,6,72,J,,,,1200.0,2400.0,,,,0,11,1
32,68,72,,0,2,6,73,G,,,,1800.0,2000.0,,,,0,11,1
33,69,73,,0,2,6,74,A,,,,2300.0,1500.0,,,,0,11,1
34,70,74,,0,2,6,75,E,,,,2000.0,2600.0,,,,0,11,1
35,71,75,,0,2,6,76,F,,,,3600.0,2400.0,,,,1,11,1
0,36,40,,0,2,4,41,C,,,,2700.0,2000.0,,,,1,12,1
1,37,41,,0,2,4,42,D,,,,1400.0,2300.0,,,,0,12,1
2,38,42,,0,2,4,43,H,,,,1700.0,3300.0,,,,0,12,1
3,39,43,,0,2,4,44,K,,,,1300.0,1800.0,,,,0,12,1
4,40,44,,0,2,4,45,F,,,,1700.0,2800.0,,,,0,12,1
5,41,45,,0,2,4,46,J,,,,1900.0,2600.0,,,,0,12,1
6,42,46,,0,2,4,47,B,,,,1300.0,1700.0,,,,0,12,1
7,43,47,,0,2,4,48,E,,,,2800.0,3500.0,,,,1,12,1
8,44,48,,0,2,4,49,I,,,,1700.0,2400.0,,,,0,12,1
9,45,49,,0,2,4,50,A,,,,1200.0,2900.0,,,,0,12,1
10,46,50,,0,2,4,51,G,,,,2000.0,1300.0,,,,0,12,1
11,47,51,,0,2,4,52,L,,,,1800.0,1300.0,,,,0,12,1
12,48,52,,0,2,5,53,C,,,,1700.0,1600.0,,,,0,12,1
13,49,53,,0,2,5,54,F,,,,4400.0,1900.0,,,,1,12,1
14,50,54,,0,2,5,55,G,,,,1500.0,2100.0,,,,0,12,1
15,51,55,,0,2,5,56,J,,,,1300.0,1500.0,,,,0,12,1
16,52,56,,0,2,5,57,D,,,,2600.0,1600.0,,,,0,12,1
17,53,57,,0,2,5,58,A,,,,1400.0,1800.0,,,,0,12,1
18,54,58,,0,2,5,59,E,,,,3000.0,1600.0,,,,1,12,1
19,55,59,,0,2,5,60,H,,,,2500.0,2800.0,,,,0,12,1
20,56,60,,0,2,5,61,L,,,,1400.0,2100.0,,,,0,12,1
21,57,61,,0,2,5,62,K,,,,2500.0,1200.0,,,,0,12,1
22,58,62,,0,2,5,63,B,,,,1200.0,1100.0,,,,0,12,1
23,59,63,,0,2,5,64,I,,,,1900.0,1200.0,,,,0,12,1
24,60,64,,0,2,6,65,D,,,,1300.0,1300.0,,,,0,12,1
25,61,65,,0,2,6,66,L,,,,4600.0,2000.0,,,,1,12,1
26,62,66,,0,2,6,67,K,,,,2000.0,3200.0,,,,0,12,1
27,63,67,,0,2,6,68,H,,,,2600.0,1200.0,,,,0,12,1
28,64,68,,0,2,6,69,C,,,,2500.0,1400.0,,,,0,12,1
29,65,69,,0,2,6,70,B,,,,1200.0,2100.0,,,,0,12,1
30,66,70,,0,2,6,71,I,,,,1100.0,1700.0,,,,0,12,1
31,67,71,,0,2,6,72,J,,,,3900.0,2700.0,,,,1,12,1
32,68,72,,0,2,6,73,G,,,,1400.0,1900.0,,,,0,12,1
33,69,73,,0,2,6,74,A,,,,1000.0,2800.0,,,,0,12,1
34,70,74,,0,2,6,75,E,,,,1500.0,1200.0,,,,0,12,1
35,71,75,,0,2,6,76,F,,,,2000.0,2100.0,,,,0,12,1
0,36,40,,0,2,4,41,C,,,,2300.0,2100.0,,,,0,13,1
1,37,41,,0,2,4,42,D,,,,1400.0,2500.0,,,,0,13,1
2,38,42,,0,2,4,43,H,,,,1700.0,3300.0,,,,0,13,1
3,39,43,,0,2,4,44,K,,,,2100.0,1500.0,,,,0,13,1
4,40,44,,0,2,4,45,F,,,,5300.0,2600.0,,,,1,13,1
5,41,45,,0,2,4,46,J,,,,2000.0,1100.0,,,,0,13,1
6,42,46,,0,2,4,47,B,,,,1400.0,1900.0,,,,0,13,1
7,43,47,,0,2,4,48,E,,,,1900.0,2900.0,,,,0,13,1
8,44,48,,0,2,4,49,I,,,,1800.0,1400.0,,,,0,13,1
9,45,49,,0,2,4,50,A,,,,2600.0,2400.0,,,,1,13,1
10,46,50,,0,2,4,51,G,,,,1700.0,2100.0,,,,0,13,1
11,47,51,,0,2,4,52,L,,,,2000.0,3200.0,,,,0,13,1
12,48,52,,0,2,5,53,C,,,,1400.0,1600.0,,,,0,13,1
13,49,53,,0,2,5,54,F,,,,1800.0,2300.0,,,,0,13,1
14,50,54,,0,2,5,55,G,,,,1500.0,1000.0,,,,0,13,1
15,51,55,,0,2,5,56,J,,,,1200.0,2000.0,,,,0,13,1
16,52,56,,0,2,5,57,D,,,,1300.0,1900.0,,,,0,13,1
17,53,57,,0,2,5,58,A,,,,2900.0,2700.0,,,,1,13,1
18,54,58,,0,2,5,59,E,,,,1000.0,1900.0,,,,0,13,1
19,55,59,,0,2,5,60,H,,,,1000.0,3100.0,,,,0,13,1
20,56,60,,0,2,5,61,L,,,,1200.0,1200.0,,,,0,13,1
21,57,61,,0,2,5,62,K,,,,2500.0,2500.0,,,,0,13,1
