"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally"
"","deliberation","","html-keyboard-response","705","1045128","0.0-3.0-74.0-0.0","24","65907","female","1535","","","","75","","36","","","1043416","1","","","","0","","1700","157200","1712","157909","","","","","","","","","","","","B","0","1700","right","scramble","3800","2","7","22","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","706","1045234","0.0-3.0-74.0-1.0-0.0","24","65907","female","98","","","","75","","36","","","1045128","","","","","0","","98","158900","106","159621","1300","","0","22","7","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","707","1046444","0.0-3.0-74.0-2.0-0.0","24","65907","female","null","","","","null","","36","","","1045234","","","","","","","1202","158998","1210","159727","1202","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","708","1050250","0.0-3.0-74.0-4.0","24","65907","female","null","","","","null","","36","","","1046444","","","","","","","3800","160200","3806","160937","3800","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","709","1050872","0.0-3.0-76.0-0.0","24","65907","female","617","","","","75","","37","","","1050250","1","","","","0","","617","164000","622","164743","","","0","39","6","objects","outdoor_scenes","31","66","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","A","0","0","","original","2400","2","6","39","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","66","31","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","710","1053261","0.0-3.0-76.0-2.0-0.0","24","65907","female","null","","","","null","","37","","","1050872","","","","","","","2383","164617","2389","165365","2383","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","711","1055668","0.0-3.0-76.0-4.0","24","65907","female","null","","","","null","","37","","","1053261","","","","","","","2400","167000","2407","167754","2400","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","712","1056599","0.0-3.0-78.0-0.0","24","65907","female","926","","","","75","","38","","","1055668","1","","","","0","","926","169400","931","170161","","","0","30","20","body_parts","faces","38","61","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","F","0","0","","original","2000","2","20","30","faces","body_parts","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","61","38","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","713","1058679","0.0-3.0-78.0-2.0-0.0","24","65907","female","null","","","","null","","38","","","1056599","","","","","","","2074","170326","2080","171092","2074","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","714","1060685","0.0-3.0-78.0-4.0","24","65907","female","null","","","","null","","38","","","1058679","","","","","","","2000","172400","2006","173172","2000","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","715","1062091","0.0-3.0-80.0-0.0","24","65907","female","1190","","","","75","","39","","","1060685","1","","","","0","","1400","174400","1406","175178","","","","","","","","","","","","K","0","1400","right","scramble","1800","2","28","43","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","716","1062840","0.0-3.0-80.0-1.0-0.0","24","65907","female","744","","","","75","","39","","","1062091","","","","","0","","744","175800","749","176584","1600","","0","43","28","objects","body_parts","","","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","717","1063703","0.0-3.0-80.0-2.0-0.0","24","65907","female","null","","","","null","","39","","","1062840","","","","","","","856","176544","863","177333","856","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","718","1065510","0.0-3.0-80.0-4.0","24","65907","female","null","","","","null","","39","","","1063703","","","","","","","1800","177400","1807","178196","1800","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","719","1065565","0.0-3.0-82.0-0.0","24","65907","female","50","","","","75","","40","","","1065510","1","","","","0","","50","179200","55","180003","","","0","19","29","faces","body_parts","69","96","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","L","0","0","","original","1700","2","29","19","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","96","69","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","720","1068521","0.0-3.0-82.0-2.0-0.0","24","65907","female","null","","","","null","","40","","","1065565","","","","","","","2950","179250","2956","180058","2950","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","721","1070227","0.0-3.0-82.0-4.0","24","65907","female","null","","","","null","","40","","","1068521","","","","","","","1700","182200","1706","183014","1700","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","722","1070238","0.0-3.0-84.0-0.0","24","65907","female","5","","","","75","","41","","","1070227","1","","","","0","","5","183900","11","184720","","","0","16","40","faces","objects","32","67","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","D","0","0","","original","1500","2","40","16","objects","faces","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","67","32","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","723","1073242","0.0-3.0-84.0-2.0-0.0","24","65907","female","null","","","","null","","41","","","1070238","","","","","","","2995","183905","3004","184731","2995","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","724","1074747","0.0-3.0-84.0-4.0","24","65907","female","null","","","","null","","41","","","1073242","","","","","","","1500","186900","1505","187735","1500","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","725","1075954","0.0-3.0-86.0-0.0","24","65907","female","null","","","","null","","42","","","1074747","1","","","","1","","1200","188400","1207","189240","","","","","","","","","","","","A","0","1200","left","scramble","2400","2","6","39","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","726","1076638","0.0-3.0-86.0-1.0-0.0","24","65907","female","680","","","","68","","42","","","1075954","","","","","0","","680","189600","684","190447","1800","","1","6","39","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","727","1077764","0.0-3.0-86.0-2.0-0.0","24","65907","female","null","","","","null","","42","","","1076638","","","","","","","1120","190280","1126","191131","1120","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","728","1080169","0.0-3.0-86.0-4.0","24","65907","female","null","","","","null","","42","","","1077764","","","","","","","2400","191400","2405","192257","2400","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","729","1081200","0.0-3.0-88.0-0.0","24","65907","female","1025","","","","68","","43","","","1080169","1","","","","0","","1025","193800","1031","194662","","","1","37","1","objects","outdoor_scenes","61","30","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","G","0","0","","original","3600","2","37","1","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","61","30","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","730","1083181","0.0-3.0-88.0-2.0-0.0","24","65907","female","null","","","","null","","43","","","1081200","","","","","","","1975","194825","1981","195693","1975","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","731","1086786","0.0-3.0-88.0-4.0","24","65907","female","null","","","","null","","43","","","1083181","","","","","","","3600","196800","3605","197674","3600","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","732","1088593","0.0-3.0-90.0-0.0","24","65907","female","777","","","","75","","44","","","1086786","1","","","","0","","1800","200400","1807","201279","","","","","","","","","","","","G","0","1800","right","scramble","1300","2","37","1","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","733","1088602","0.0-3.0-90.0-1.0-0.0","24","65907","female","5","","","","68","","44","","","1088593","","","","","0","","5","202200","9","203086","1200","","1","37","1","objects","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","","","","","","","2","","","","","","","","","","0","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","734","1089803","0.0-3.0-90.0-2.0-0.0","24","65907","female","null","","","","null","","44","","","1088602","","","","","","","1195","202205","1201","203095","1195","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","735","1091110","0.0-3.0-90.0-4.0","24","65907","female","null","","","","null","","44","","","1089803","","","","","","","1300","203400","1307","204296","1300","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","736","1092917","0.0-3.0-92.0-0.0","24","65907","female","819","","","","75","","45","","","1091110","1","","","","0","","1800","204700","1807","205603","","","","","","","","","","","","J","0","1800","left","scramble","1000","2","18","44","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","737","1092929","0.0-3.0-92.0-1.0-0.0","24","65907","female","7","","","","68","","45","","","1092917","","","","","0","","7","206500","12","207410","1200","","1","18","44","faces","objects","","","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","738","1094129","0.0-3.0-92.0-2.0-0.0","24","65907","female","null","","","","null","","45","","","1092929","","","","","","","1193","206507","1200","207422","1193","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","739","1095135","0.0-3.0-92.0-4.0","24","65907","female","null","","","","null","","45","","","1094129","","","","","","","1000","207700","1006","208622","1000","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","740","1096023","0.0-3.0-94.0-0.0","24","65907","female","883","","","","68","","46","","","1095135","1","","","","0","","883","208700","888","209628","","","1","7","22","outdoor_scenes","faces","66","42","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","B","0","0","","original","1700","2","7","22","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","66","42","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","741","1098147","0.0-3.0-94.0-2.0-0.0","24","65907","female","null","","","","null","","46","","","1096023","","","","","","","2117","209583","2124","210516","2117","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","742","1099853","0.0-3.0-94.0-4.0","24","65907","female","null","","","","null","","46","","","1098147","","","","","","","1700","211700","1706","212640","1700","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","743","1101159","0.0-3.0-96.0-0.0","24","65907","female","612","","","","68","","47","","","1099853","1","","","","0","","1300","213400","1306","214346","","","","","","","","","","","","I","0","1300","right","scramble","1200","2","35","10","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","744","1101174","0.0-3.0-96.0-1.0-0.0","24","65907","female","10","","","","75","","47","","","1101159","","","","","0","","10","214700","15","215652","1700","","0","10","35","outdoor_scenes","body_parts","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","745","1102870","0.0-3.0-96.0-2.0-0.0","24","65907","female","null","","","","null","","47","","","1101174","","","","","","","1690","214710","1696","215667","1690","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","746","1104075","0.0-3.0-96.0-4.0","24","65907","female","null","","","","null","","47","","","1102870","","","","","","","1200","216400","1205","217363","1200","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","747","1105863","0.0-3.0-98.0-0.0","24","65907","female","1783","","","","75","","48","","","1104075","1","","","","0","","1783","217600","1788","218568","","","0","0","12","outdoor_scenes","faces","68","65","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","H","0","0","","original","2800","2","12","0","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","65","68","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","748","1107087","0.0-3.0-98.0-2.0-0.0","24","65907","female","null","","","","null","","48","","","1105863","","","","","","","1217","219383","1224","220356","1217","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","749","1109892","0.0-3.0-98.0-4.0","24","65907","female","null","","","","null","","48","","","1107087","","","","","","","2800","220600","2805","221580","2800","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","750","1111200","0.0-3.0-100.0-0.0","24","65907","female","140","","","","75","","49","","","1109892","1","","","","0","","1300","223400","1308","224385","","","","","","","","","","","","L","0","1300","left","scramble","1400","2","29","19","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","751","1111233","0.0-3.0-100.0-1.0-0.0","24","65907","female","28","","","","68","","49","","","1111200","","","","","0","","28","224700","33","225693","1700","","1","29","19","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","752","1112910","0.0-3.0-100.0-2.0-0.0","24","65907","female","null","","","","null","","49","","","1111233","","","","","","","1672","224728","1677","225726","1672","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","753","1114316","0.0-3.0-100.0-4.0","24","65907","female","null","","","","null","","49","","","1112910","","","","","","","1400","226400","1406","227403","1400","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","754","1115322","0.0-3.0-102.0-0.0","24","65907","female","104","","","","75","","50","","","1114316","1","","","","0","","1000","227800","1006","228809","","","","","","","","","","","","E","0","1000","left","scramble","1300","2","41","26","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","755","1115400","0.0-3.0-102.0-1.0-0.0","24","65907","female","73","","","","75","","50","","","1115322","","","","","0","","73","228800","78","229815","2000","","0","26","41","body_parts","objects","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","","","","","","","2","","","","","","","","","","0","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","756","1117333","0.0-3.0-102.0-2.0-0.0","24","65907","female","null","","","","null","","50","","","1115400","","","","","","","1927","228873","1933","229893","1927","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","757","1118638","0.0-3.0-102.0-4.0","24","65907","female","null","","","","null","","50","","","1117333","","","","","","","1300","230800","1305","231826","1300","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","758","1118797","0.0-3.0-104.0-0.0","24","65907","female","155","","","","68","","51","","","1118638","1","","","","0","","155","232100","159","233131","","","1","18","44","faces","objects","42","59","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","J","0","0","","original","4900","2","18","44","faces","objects","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","42","59","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","759","1121647","0.0-3.0-104.0-2.0-0.0","24","65907","female","null","","","","null","","51","","","1118797","","","","","","","2845","232255","2850","233290","2845","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","760","1126554","0.0-3.0-104.0-4.0","24","65907","female","null","","","","null","","51","","","1121647","","","","","","","4900","235100","4907","236140","4900","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation_run_over","","html-keyboard-response","761","1126704","0.0-3.0-104.0-6.0-0.0","24","65907","female","146","","","","68","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","762","1128654","0.0-3.0-104.0-6.0-1.0","24","65907","female","1946","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","763","1129560","0.0-3.0-106.0-0.0","24","65907","female","null","","","","null","","52","","","1128654","2","","","","1","","900","0","906","0","","","","","","","","","","","","E","0","900","right","scramble","3800","3","41","26","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","764","1129792","0.0-3.0-106.0-1.0-0.0","24","65907","female","227","","","","75","","52","","","1129560","","","","","0","","227","900","232","906","2100","","0","26","41","body_parts","objects","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","765","1131671","0.0-3.0-106.0-2.0-0.0","24","65907","female","null","","","","null","","52","","","1129792","","","","","","","1873","1127","1879","1138","1873","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","766","1135476","0.0-3.0-106.0-4.0","24","65907","female","null","","","","null","","52","","","1131671","","","","","","","3800","3000","3805","3017","3800","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","767","1135544","0.0-3.0-108.0-0.0","24","65907","female","63","","","","68","","53","","","1135476","2","","","","0","","63","6800","68","6822","","","1","18","44","faces","objects","42","59","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","J","0","0","","original","2100","3","18","44","faces","objects","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","42","59","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","768","1138486","0.0-3.0-108.0-2.0-0.0","24","65907","female","null","","","","null","","53","","","1135544","","","","","","","2937","6863","2942","6890","2937","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","769","1140592","0.0-3.0-108.0-4.0","24","65907","female","null","","","","null","","53","","","1138486","","","","","","","2100","9800","2106","9832","2100","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","770","1140648","0.0-3.0-110.0-0.0","24","65907","female","51","","","","68","","54","","","1140592","2","","","","0","","51","11900","56","11938","","","1","28","43","body_parts","objects","39","37","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","K","0","0","","original","1500","3","28","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","39","37","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","771","1143603","0.0-3.0-110.0-2.0-0.0","24","65907","female","null","","","","null","","54","","","1140648","","","","","","","2949","11951","2955","11994","2949","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","772","1145111","0.0-3.0-110.0-4.0","24","65907","female","null","","","","null","","54","","","1143603","","","","","","","1500","14900","1508","14949","1500","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","773","1146018","0.0-3.0-112.0-0.0","24","65907","female","81","","","","68","","55","","","1145111","2","","","","0","","900","16400","907","16457","","","","","","","","","","","","K","0","900","left","scramble","2100","3","28","43","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","774","1146224","0.0-3.0-112.0-1.0-0.0","24","65907","female","200","","","","68","","55","","","1146018","","","","","0","","200","17300","206","17364","2100","","1","28","43","body_parts","objects","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","3","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","775","1148132","0.0-3.0-112.0-2.0-0.0","24","65907","female","null","","","","null","","55","","","1146224","","","","","","","1900","17500","1908","17570","1900","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","776","1150240","0.0-3.0-112.0-4.0","24","65907","female","null","","","","null","","55","","","1148132","","","","","","","2100","19400","2108","19478","2100","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","",""
