"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","warning","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions","","html-keyboard-response","1950","2753200","0.0-5.0-239.0-0.0","34","22705","male","104","","","","75","","237","","","2753089","4","","","","0","","104","47622","111","47952","","0","16","47","faces","objects","","","","","","0","","","","2700","4","47","16","objects","faces","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","79","45","","","","","","","","chosen","0","no_gain3","gain4","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1951","2753707","0.0-5.0-239.0-1.0-0.0","34","22705","male","null","","","","null","","237","","","2753200","4","","","","","","500","47726","507","48063","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1952","2756413","0.0-5.0-239.0-3.0","34","22705","male","null","","","","null","","237","","","2753707","4","","","","","","2700","48226","2706","48570","2700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1953","2756609","0.0-5.0-240.0-0.0","34","22705","male","189","","","","68","","238","","","2756413","4","","","","0","","189","50926","196","51276","","1","24","26","body_parts","body_parts","","","","","","0","","","","1900","4","24","26","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","70","61","","","","","","","","unchosen","0","no_gain5","gain1","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1954","2757115","0.0-5.0-240.0-1.0-0.0","34","22705","male","null","","","","null","","238","","","2756609","4","","","","","","500","51115","506","51472","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1955","2759022","0.0-5.0-240.0-3.0","34","22705","male","null","","","","null","","238","","","2757115","4","","","","","","1900","51615","1907","51978","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1956","2759328","0.0-5.0-241.0-0.0","34","22705","male","300","","","","68","","239","","","2759022","4","","","","0","","300","53515","306","53885","","1","8","28","outdoor_scenes","body_parts","","","","","","0","","","","1200","4","8","28","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","72","84","","","","","","","","unchosen","0","no_gain1","gain3","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1957","2759850","0.0-5.0-241.0-1.0-0.0","34","22705","male","null","","","","null","","239","","","2759328","4","","","","","","500","53815","522","54191","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1958","2761056","0.0-5.0-241.0-3.0","34","22705","male","null","","","","null","","239","","","2759850","4","","","","","","1200","54315","1206","54713","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1959","2761264","0.0-5.0-242.0-0.0","34","22705","male","202","","","","75","","240","","","2761056","4","","","","0","","202","55515","208","55919","","0","26","41","body_parts","objects","","","","","","0","","","","1000","4","41","26","objects","body_parts","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","83","61","","","","","","","","unchosen","0","no_gain2","gain1","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1960","2761771","0.0-5.0-242.0-1.0-0.0","34","22705","male","null","","","","null","","240","","","2761264","4","","","","","","500","55717","507","56127","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1961","2762777","0.0-5.0-242.0-3.0","34","22705","male","null","","","","null","","240","","","2761771","4","","","","","","1000","56217","1006","56634","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1962","2763024","0.0-5.0-243.0-0.0","34","22705","male","241","","","","75","","241","","","2762777","4","","","","0","","241","57217","247","57640","","0","10","13","outdoor_scenes","faces","","","","","","0","","","","3700","4","13","10","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","68","75","","","","","","","","chosen","1","gain3","no_gain4","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1963","2763531","0.0-5.0-243.0-1.0-0.0","34","22705","male","null","","","","null","","241","","","2763024","4","","","","","","500","57458","507","57887","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1964","2767236","0.0-5.0-243.0-3.0","34","22705","male","null","","","","null","","241","","","2763531","4","","","","","","3700","57958","3705","58394","3700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1965","2767408","0.0-5.0-244.0-0.0","34","22705","male","165","","","","68","","242","","","2767236","4","","","","0","","165","61658","172","62099","","1","10","38","outdoor_scenes","objects","","","","","","0","","","","1200","4","10","38","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","75","77","","","","","","","","chosen","0","no_gain4","gain1","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1966","2767915","0.0-5.0-244.0-1.0-0.0","34","22705","male","null","","","","null","","242","","","2767408","4","","","","","","500","61823","507","62271","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1967","2769122","0.0-5.0-244.0-3.0","34","22705","male","null","","","","null","","242","","","2767915","4","","","","","","1200","62323","1207","62778","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1968","2769216","0.0-5.0-245.0-0.0","34","22705","male","88","","","","75","","243","","","2769122","4","","","","0","","88","63523","94","63985","","0","0","1","outdoor_scenes","outdoor_scenes","","","","","","0","","","","2600","4","1","0","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","67","73","","","","","","","","unchosen","1","gain2","no_gain3","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1969","2769723","0.0-5.0-245.0-1.0-0.0","34","22705","male","null","","","","null","","243","","","2769216","4","","","","","","500","63611","507","64079","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1970","2772329","0.0-5.0-245.0-3.0","34","22705","male","null","","","","null","","243","","","2769723","4","","","","","","2600","64111","2606","64586","2600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1971","2772512","0.0-5.0-246.0-0.0","34","22705","male","177","","","","75","","244","","","2772329","4","","","","0","","177","66711","183","67192","","0","22","42","faces","objects","","","","","","0","","","","2400","4","42","22","objects","faces","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","71","83","","","","","","","","unchosen","1","gain4","no_gain4","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1972","2773019","0.0-5.0-246.0-1.0-0.0","34","22705","male","null","","","","null","","244","","","2772512","4","","","","","","500","66888","507","67375","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1973","2775425","0.0-5.0-246.0-3.0","34","22705","male","null","","","","null","","244","","","2773019","4","","","","","","2400","67388","2406","67882","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1974","2775600","0.0-5.0-247.0-0.0","34","22705","male","169","","","","68","","245","","","2775425","4","","","","0","","169","69788","175","70288","","1","1","12","outdoor_scenes","faces","","","","","","0","","","","1200","4","1","12","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","67","72","","","","","","","","unchosen","1","gain2","no_gain6","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1975","2776107","0.0-5.0-247.0-1.0-0.0","34","22705","male","null","","","","null","","245","","","2775600","4","","","","","","500","69957","507","70463","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1976","2777313","0.0-5.0-247.0-3.0","34","22705","male","null","","","","null","","245","","","2776107","4","","","","","","1200","70457","1206","70970","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1977","2777344","0.0-5.0-248.0-0.0","34","22705","male","25","","","","75","","246","","","2777313","4","","","","0","","25","71657","31","72176","","0","40","5","objects","outdoor_scenes","","","","","","0","","","","2500","4","5","40","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","86","66","","","","","","","","chosen","0","no_gain6","gain6","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1978","2777851","0.0-5.0-248.0-1.0-0.0","34","22705","male","null","","","","null","","246","","","2777344","4","","","","","","500","71682","507","72207","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1979","2780358","0.0-5.0-248.0-3.0","34","22705","male","null","","","","null","","246","","","2777851","4","","","","","","2500","72182","2507","72714","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1980","2780496","0.0-5.0-249.0-0.0","34","22705","male","132","","","","75","","247","","","2780358","4","","","","0","","132","74682","138","75221","","0","24","1","body_parts","outdoor_scenes","","","","","","0","","","","2200","4","1","24","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","67","70","","","","","","","","unchosen","1","gain2","no_gain5","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1981","2781003","0.0-5.0-249.0-1.0-0.0","34","22705","male","null","","","","null","","247","","","2780496","4","","","","","","500","74814","507","75359","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1982","2783209","0.0-5.0-249.0-3.0","34","22705","male","null","","","","null","","247","","","2781003","4","","","","","","2200","75314","2206","75866","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1983","2783456","0.0-5.0-250.0-0.0","34","22705","male","241","","","","68","","248","","","2783209","4","","","","0","","241","77514","247","78072","","1","46","13","objects","faces","","","","","","0","","","","1100","4","46","13","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","71","68","","","","","","","","chosen","0","no_gain1","gain3","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1984","2783963","0.0-5.0-250.0-1.0-0.0","34","22705","male","null","","","","null","","248","","","2783456","4","","","","","","500","77755","507","78319","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1985","2785069","0.0-5.0-250.0-3.0","34","22705","male","null","","","","null","","248","","","2783963","4","","","","","","1100","78255","1106","78826","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1986","2785280","0.0-5.0-251.0-0.0","34","22705","male","205","","","","68","","249","","","2785069","4","","","","0","","205","79355","211","79932","","1","5","38","outdoor_scenes","objects","","","","","","0","","","","1700","4","5","38","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","86","77","","","","","","","","chosen","0","no_gain6","gain1","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1987","2785787","0.0-5.0-251.0-1.0-0.0","34","22705","male","null","","","","null","","249","","","2785280","4","","","","","","500","79560","507","80143","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1988","2787493","0.0-5.0-251.0-3.0","34","22705","male","null","","","","null","","249","","","2785787","4","","","","","","1700","80060","1706","80650","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1989","2787632","0.0-5.0-252.0-0.0","34","22705","male","133","","","","68","","250","","","2787493","4","","","","0","","133","81760","139","82356","","1","8","1","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1100","4","8","1","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","72","67","","","","","","","","unchosen","0","no_gain1","gain2","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1990","2788139","0.0-5.0-252.0-1.0-0.0","34","22705","male","null","","","","null","","250","","","2787632","4","","","","","","500","81893","507","82495","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1991","2789245","0.0-5.0-252.0-3.0","34","22705","male","null","","","","null","","250","","","2788139","4","","","","","","1100","82393","1106","83002","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1992","2789312","0.0-5.0-253.0-0.0","34","22705","male","61","","","","68","","251","","","2789245","4","","","","0","","61","83493","67","84108","","1","40","47","objects","objects","","","","","","0","","","","1900","4","40","47","objects","objects","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","66","79","","","","","","","","chosen","1","gain6","no_gain3","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1993","2789818","0.0-5.0-253.0-1.0-0.0","34","22705","male","null","","","","null","","251","","","2789312","4","","","","","","500","83554","506","84175","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1994","2791725","0.0-5.0-253.0-3.0","34","22705","male","null","","","","null","","251","","","2789818","4","","","","","","1900","84054","1907","84681","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1995","2791732","0.0-5.0-254.0-0.0","34","22705","male","1","","","","68","","252","","","2791725","4","","","","0","","1","85954","7","86588","","1","42","8","objects","outdoor_scenes","","","","","","0","","","","1100","4","42","8","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","71","72","","","","","","","","unchosen","1","gain4","no_gain1","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1996","2792238","0.0-5.0-254.0-1.0-0.0","34","22705","male","null","","","","null","","252","","","2791732","4","","","","","","500","85955","506","86595","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1997","2793345","0.0-5.0-254.0-3.0","34","22705","male","null","","","","null","","252","","","2792238","4","","","","","","1100","86455","1107","87101","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1998","2793440","0.0-5.0-255.0-0.0","34","22705","male","89","","","","68","","253","","","2793345","4","","","","0","","89","87555","95","88208","","1","42","24","objects","body_parts","","","","","","0","","","","1000","4","42","24","objects","body_parts","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","71","70","","","","","","","","unchosen","1","gain4","no_gain5","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1999","2793946","0.0-5.0-255.0-1.0-0.0","34","22705","male","null","","","","null","","253","","","2793440","4","","","","","","500","87644","506","88303","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2000","2794953","0.0-5.0-255.0-3.0","34","22705","male","null","","","","null","","253","","","2793946","4","","","","","","1000","88144","1007","88809","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2001","2795184","0.0-5.0-256.0-0.0","34","22705","male","224","","","","68","","254","","","2794953","4","","","","0","","224","89144","231","89816","","1","20","12","faces","faces","","","","","","0","","","","1600","4","20","12","faces","faces","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","73","72","","","","","","","","unchosen","1","gain6","no_gain6","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2002","2795691","0.0-5.0-256.0-1.0-0.0","34","22705","male","null","","","","null","","254","","","2795184","4","","","","","","500","89368","507","90047","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2003","2797297","0.0-5.0-256.0-3.0","34","22705","male","null","","","","null","","254","","","2795691","4","","","","","","1600","89868","1606","90554","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2004","2797504","0.0-5.0-257.0-0.0","34","22705","male","201","","","","68","","255","","","2797297","4","","","","0","","201","91468","207","92160","","1","10","9","outdoor_scenes","outdoor_scenes","","","","","","0","","","","2700","4","10","9","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","75","84","","","","","","","","chosen","0","no_gain4","gain5","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2005","2798012","0.0-5.0-257.0-1.0-0.0","34","22705","male","null","","","","null","","255","","","2797504","4","","","","","","500","91669","508","92367","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2006","2800717","0.0-5.0-257.0-3.0","34","22705","male","null","","","","null","","255","","","2798012","4","","","","","","2700","92169","2705","92875","2700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2007","2800944","0.0-5.0-258.0-0.0","34","22705","male","220","","","","68","","256","","","2800717","4","","","","0","","220","94869","227","95580","","1","42","12","objects","faces","","","","","","0","","","","3500","4","42","12","objects","faces","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","71","72","","","","","","","","unchosen","1","gain4","no_gain6","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2008","2801450","0.0-5.0-258.0-1.0-0.0","34","22705","male","null","","","","null","","256","","","2800944","4","","","","","","500","95089","506","95807","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2009","2804956","0.0-5.0-258.0-3.0","34","22705","male","null","","","","null","","256","","","2801450","4","","","","","","3500","95589","3506","96313","3500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2010","2805008","0.0-5.0-259.0-0.0","34","22705","male","45","","","","68","","257","","","2804956","4","","","","0","","45","99089","52","99819","","1","41","20","objects","faces","","","","","","0","","","","1000","4","41","20","objects","faces","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","83","73","","","","","","","","unchosen","0","no_gain2","gain6","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2011","2805514","0.0-5.0-259.0-1.0-0.0","34","22705","male","null","","","","null","","257","","","2805008","4","","","","","","500","99134","506","99871","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2012","2806521","0.0-5.0-259.0-3.0","34","22705","male","null","","","","null","","257","","","2805514","4","","","","","","1000","99634","1007","100377","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2013","2807120","0.0-5.0-260.0-0.0","34","22705","male","592","","","","68","","258","","","2806521","4","","","","0","","592","100634","599","101384","","1","41","28","objects","body_parts","","","","","","0","","","","1700","4","41","28","objects","body_parts","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","83","84","","","","","","","","unchosen","0","no_gain2","gain3","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2014","2807627","0.0-5.0-260.0-1.0-0.0","34","22705","male","null","","","","null","","258","","","2807120","4","","","","","","500","101226","507","101983","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2015","2809333","0.0-5.0-260.0-3.0","34","22705","male","null","","","","null","","258","","","2807627","4","","","","","","1700","101726","1706","102490","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2016","2809376","0.0-5.0-261.0-0.0","34","22705","male","37","","","","68","","259","","","2809333","4","","","","0","","37","103426","43","104196","","1","27","23","body_parts","faces","","","","","","0","","","","1500","4","27","23","body_parts","faces","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","77","59","","","","","","","","chosen","1","gain2","no_gain5","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2017","2809882","0.0-5.0-261.0-1.0-0.0","34","22705","male","null","","","","null","","259","","","2809376","4","","","","","","500","103463","506","104239","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2018","2811388","0.0-5.0-261.0-3.0","34","22705","male","null","","","","null","","259","","","2809882","4","","","","","","1500","103963","1506","104745","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","2019","2811488","0.0-5.0-262.0-0.0","34","22705","male","93","","","","68","","260","","","2811388","4","","","","0","","93","105463","100","106251","","1","13","23","faces","faces","","","","","","0","","","","1400","4","13","23","faces","faces","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","68","59","","","","","","","","chosen","1","gain3","no_gain5","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","2020","2811994","0.0-5.0-262.0-1.0-0.0","34","22705","male","null","","","","null","","260","","","2811488","4","","","","","","500","105556","506","106351","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","2021","2813401","0.0-5.0-262.0-3.0","34","22705","male","null","","","","null","","260","","","2811994","4","","","","","","1400","106056","1407","106857","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
