"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","scramble_acc","scramble_no_response","warning","chosen_left","old_pair","pair_type","old_response","pair_acc","choice_type","reward_type","stimulus_id","outcome_response","outcome_rt","outcome_acc"
"","iti_memory","","html-keyboard-response","538","213487","0.0-6.0-42.0-3.0","11","36963","11","null","","","","null","","40","","","213375","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","10300","112","11369","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","539","213596","0.0-6.0-43.0-0.0","11","36963","11","null","","","","null","","41","","","213487","","","","","","","","","","1","","0","","","","2600","2","1","47","19","objects","faces","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","","","100","10400","109","11481","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","540","213703","0.0-6.0-43.0-2.0-0.0","11","36963","11","null","","","","null","","41","","","213596","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","10500","107","11590","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","541","213813","0.0-6.0-43.0-3.0","11","36963","11","null","","","","null","","41","","","213703","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","10600","110","11697","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","542","213928","0.0-6.0-44.0-0.0","11","36963","11","null","","","","null","","42","","","213813","","","","","","","","","","1","","0","","","","1900","2","1","36","15","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","","","100","10700","115","11807","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","543","214039","0.0-6.0-44.0-2.0-0.0","11","36963","11","null","","","","null","","42","","","213928","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","10800","111","11922","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","544","214150","0.0-6.0-44.0-3.0","11","36963","11","null","","","","null","","42","","","214039","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","10900","111","12033","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","545","214264","0.0-6.0-45.0-0.0","11","36963","11","null","","","","null","","43","","","214150","","","","","","","","","","1","A","0","","","","1600","2","1","6","37","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","","","100","11000","114","12144","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","546","214375","0.0-6.0-45.0-2.0-0.0","11","36963","11","null","","","","null","","43","","","214264","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","11100","111","12258","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","547","214486","0.0-6.0-45.0-3.0","11","36963","11","null","","","","null","","43","","","214375","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","11200","111","12369","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","548","214599","0.0-6.0-46.0-0.0","11","36963","11","null","","","","null","","44","","","214486","","","","","","","","","","1","","0","","","","1200","2","1","4","26","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","","","100","11300","113","12480","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","549","214712","0.0-6.0-46.0-2.0-0.0","11","36963","11","null","","","","null","","44","","","214599","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","11400","113","12593","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","550","214824","0.0-6.0-46.0-3.0","11","36963","11","null","","","","null","","44","","","214712","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","11500","112","12706","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","551","214936","0.0-6.0-47.0-0.0","11","36963","11","null","","","","null","","45","","","214824","","","","","","","","","","1","H","0","","","","3100","2","1","19","8","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","","","100","11600","112","12818","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","552","215045","0.0-6.0-47.0-2.0-0.0","11","36963","11","null","","","","null","","45","","","214936","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","11700","109","12930","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","553","215156","0.0-6.0-47.0-3.0","11","36963","11","null","","","","null","","45","","","215045","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","11800","111","13039","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","554","215263","0.0-6.0-48.0-0.0","11","36963","11","null","","","","null","","46","","","215156","","","","","","","","","","1","","0","","","","2500","2","1","37","23","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","","","100","11900","107","13150","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","555","215377","0.0-6.0-48.0-2.0-0.0","11","36963","11","null","","","","null","","46","","","215263","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","12000","114","13257","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","556","215489","0.0-6.0-48.0-3.0","11","36963","11","null","","","","null","","46","","","215377","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","12100","112","13371","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","557","215597","0.0-6.0-49.0-0.0","11","36963","11","null","","","","null","","47","","","215489","","","","","","","","","","1","J","0","","","","1800","2","1","23","47","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","","","100","12200","108","13483","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","558","215711","0.0-6.0-49.0-2.0-0.0","11","36963","11","null","","","","null","","47","","","215597","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","12300","114","13591","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","559","215822","0.0-6.0-49.0-3.0","11","36963","11","null","","","","null","","47","","","215711","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","12400","111","13705","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","560","215936","0.0-6.0-50.0-0.0","11","36963","11","null","","","","null","","48","","","215822","","","","","","","","","","1","","0","","","","1200","2","1","30","2","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","","100","12500","114","13816","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","561","216047","0.0-6.0-50.0-2.0-0.0","11","36963","11","null","","","","null","","48","","","215936","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","12600","111","13930","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","562","216161","0.0-6.0-50.0-3.0","11","36963","11","null","","","","null","","48","","","216047","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","12700","114","14041","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","563","216272","0.0-6.0-51.0-0.0","11","36963","11","null","","","","null","","49","","","216161","","","","","","","","","","1","G","0","","","","2200","2","1","42","4","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","","","100","12800","111","14155","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","564","216383","0.0-6.0-51.0-2.0-0.0","11","36963","11","null","","","","null","","49","","","216272","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","12900","111","14266","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","565","216492","0.0-6.0-51.0-3.0","11","36963","11","null","","","","null","","49","","","216383","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","13000","109","14377","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","566","216604","0.0-6.0-52.0-0.0","11","36963","11","null","","","","null","","50","","","216492","","","","","","","","","","1","E","0","","","","4700","2","1","36","28","objects","body_parts","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","","","100","13100","112","14486","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","567","216714","0.0-6.0-52.0-2.0-0.0","11","36963","11","null","","","","null","","50","","","216604","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","13200","110","14598","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","568","216824","0.0-6.0-52.0-3.0","11","36963","11","null","","","","null","","50","","","216714","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","13300","110","14708","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","569","216933","0.0-6.0-53.0-0.0","11","36963","11","null","","","","null","","51","","","216824","","","","","","","","","","1","A","0","","","","3500","3","1","6","37","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","","","100","13400","109","14818","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","570","217042","0.0-6.0-53.0-2.0-0.0","11","36963","11","null","","","","null","","51","","","216933","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","13500","109","14927","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","571","217149","0.0-6.0-53.0-3.0","11","36963","11","null","","","","null","","51","","","217042","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","13600","107","15036","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","572","217262","0.0-6.0-54.0-0.0","11","36963","11","null","","","","null","","52","","","217149","","","","","","","","","","1","","0","","","","1500","3","1","0","35","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","","","100","13700","113","15143","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","573","217368","0.0-6.0-54.0-2.0-0.0","11","36963","11","null","","","","null","","52","","","217262","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","13800","106","15256","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","574","217481","0.0-6.0-54.0-3.0","11","36963","11","null","","","","null","","52","","","217368","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","13900","113","15362","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","575","217594","0.0-6.0-55.0-0.0","11","36963","11","null","","","","null","","53","","","217481","","","","","","","","","","1","E","0","","","","1600","3","1","36","28","objects","body_parts","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","","","100","14000","113","15475","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","576","217703","0.0-6.0-55.0-2.0-0.0","11","36963","11","null","","","","null","","53","","","217594","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","14100","109","15588","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","577","217818","0.0-6.0-55.0-3.0","11","36963","11","null","","","","null","","53","","","217703","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","14200","115","15697","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","578","217926","0.0-6.0-56.0-0.0","11","36963","11","null","","","","null","","54","","","217818","","","","","","","","","","1","J","0","","","","1800","3","1","23","47","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","","","100","14300","108","15812","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","579","218038","0.0-6.0-56.0-2.0-0.0","11","36963","11","null","","","","null","","54","","","217926","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","14400","112","15920","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","580","218152","0.0-6.0-56.0-3.0","11","36963","11","null","","","","null","","54","","","218038","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","14500","114","16032","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","581","218264","0.0-6.0-57.0-0.0","11","36963","11","null","","","","null","","55","","","218152","","","","","","","","","","1","","0","","","","1100","3","1","6","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","","","100","14600","112","16146","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","582","218373","0.0-6.0-57.0-2.0-0.0","11","36963","11","null","","","","null","","55","","","218264","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","14700","109","16258","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","583","218478","0.0-6.0-57.0-3.0","11","36963","11","null","","","","null","","55","","","218373","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","14800","105","16367","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","584","218590","0.0-6.0-58.0-0.0","11","36963","11","null","","","","null","","56","","","218478","","","","","","","","","","1","","0","","","","4300","3","1","47","19","objects","faces","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","","","100","14900","112","16472","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","585","218703","0.0-6.0-58.0-2.0-0.0","11","36963","11","null","","","","null","","56","","","218590","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","15000","113","16584","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","586","218816","0.0-6.0-58.0-3.0","11","36963","11","null","","","","null","","56","","","218703","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","15100","113","16697","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","587","218928","0.0-6.0-59.0-0.0","11","36963","11","null","","","","null","","57","","","218816","","","","","","","","","","1","H","0","","","","1600","3","1","19","8","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","","","100","15200","112","16810","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","588","219039","0.0-6.0-59.0-2.0-0.0","11","36963","11","null","","","","null","","57","","","218928","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","15300","111","16922","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","589","219148","0.0-6.0-59.0-3.0","11","36963","11","null","","","","null","","57","","","219039","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","15400","109","17033","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","590","219263","0.0-6.0-60.0-0.0","11","36963","11","null","","","","null","","58","","","219148","","","","","","","","","","1","","0","","","","1100","3","1","2","30","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","","","100","15500","115","17142","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","591","219374","0.0-6.0-60.0-2.0-0.0","11","36963","11","null","","","","null","","58","","","219263","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","15600","111","17257","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","592","219487","0.0-6.0-60.0-3.0","11","36963","11","null","","","","null","","58","","","219374","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","15700","113","17368","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","593","219600","0.0-6.0-61.0-0.0","11","36963","11","null","","","","null","","59","","","219487","","","","","","","","","","1","D","0","","","","1400","3","1","43","17","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","","","100","15800","113","17481","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","594","219711","0.0-6.0-61.0-2.0-0.0","11","36963","11","null","","","","null","","59","","","219600","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","15900","111","17594","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","595","219821","0.0-6.0-61.0-3.0","11","36963","11","null","","","","null","","59","","","219711","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","16000","110","17705","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","596","219933","0.0-6.0-62.0-0.0","11","36963","11","null","","","","null","","60","","","219821","","","","","","","","","","1","G","0","","","","2000","3","1","42","4","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","","","100","16100","112","17815","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","597","220047","0.0-6.0-62.0-2.0-0.0","11","36963","11","null","","","","null","","60","","","219933","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","16200","114","17927","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","598","220157","0.0-6.0-62.0-3.0","11","36963","11","null","","","","null","","60","","","220047","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","16300","110","18041","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","599","220272","0.0-6.0-63.0-0.0","11","36963","11","null","","","","null","","61","","","220157","","","","","","","","","","1","","0","","","","1400","3","1","17","42","faces","objects","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","100","16400","115","18151","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","600","220384","0.0-6.0-63.0-2.0-0.0","11","36963","11","null","","","","null","","61","","","220272","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","16500","112","18266","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","601","220495","0.0-6.0-63.0-3.0","11","36963","11","null","","","","null","","61","","","220384","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","16600","111","18378","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","602","220600","0.0-6.0-64.0-0.0","11","36963","11","null","","","","null","","62","","","220495","","","","","","","","","","1","C","0","","","","2900","3","1","5","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","","","100","16700","105","18489","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","603","220712","0.0-6.0-64.0-2.0-0.0","11","36963","11","null","","","","null","","62","","","220600","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","16800","112","18594","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","604","220820","0.0-6.0-64.0-3.0","11","36963","11","null","","","","null","","62","","","220712","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","16900","108","18706","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","605","220924","0.0-6.0-65.0-0.0","11","36963","11","null","","","","null","","63","","","220820","","","","","","","","","","1","","0","","","","3500","3","1","5","28","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","","","100","17000","104","18814","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","606","221029","0.0-6.0-65.0-2.0-0.0","11","36963","11","null","","","","null","","63","","","220924","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","17100","105","18918","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","607","221138","0.0-6.0-65.0-3.0","11","36963","11","null","","","","null","","63","","","221029","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","17200","109","19023","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","608","221249","0.0-6.0-66.0-0.0","11","36963","11","null","","","","null","","64","","","221138","","","","","","","","","","1","I","0","","","","1500","3","1","25","2","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","","100","17300","111","19132","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","609","221361","0.0-6.0-66.0-2.0-0.0","11","36963","11","null","","","","null","","64","","","221249","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","17400","112","19243","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","610","221473","0.0-6.0-66.0-3.0","11","36963","11","null","","","","null","","64","","","221361","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","17500","112","19355","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","611","221585","0.0-6.0-67.0-0.0","11","36963","11","null","","","","null","","65","","","221473","","","","","","","","","","1","L","0","","","","2900","3","1","30","21","body_parts","faces","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","100","17600","112","19467","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","612","221694","0.0-6.0-67.0-2.0-0.0","11","36963","11","null","","","","null","","65","","","221585","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","17700","109","19579","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","613","221810","0.0-6.0-67.0-3.0","11","36963","11","null","","","","null","","65","","","221694","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","17800","116","19688","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","614","221918","0.0-6.0-68.0-0.0","11","36963","11","null","","","","null","","66","","","221810","","","","","","","","","","1","","0","","","","1400","3","1","8","25","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","","","100","17900","108","19804","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","615","222034","0.0-6.0-68.0-2.0-0.0","11","36963","11","null","","","","null","","66","","","221918","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","18000","116","19912","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","616","222144","0.0-6.0-68.0-3.0","11","36963","11","null","","","","null","","66","","","222034","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","18100","110","20028","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","617","222255","0.0-6.0-69.0-0.0","11","36963","11","null","","","","null","","67","","","222144","","","","","","","","","","1","K","0","","","","1200","3","1","26","40","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","","","100","18200","111","20138","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","618","222364","0.0-6.0-69.0-2.0-0.0","11","36963","11","null","","","","null","","67","","","222255","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","18300","109","20249","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","619","222473","0.0-6.0-69.0-3.0","11","36963","11","null","","","","null","","67","","","222364","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","18400","109","20358","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","620","222582","0.0-6.0-70.0-0.0","11","36963","11","null","","","","null","","68","","","222473","","","","","","","","","","1","","0","","","","1100","3","1","15","36","faces","objects","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","","","100","18500","109","20467","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","621","222698","0.0-6.0-70.0-2.0-0.0","11","36963","11","null","","","","null","","68","","","222582","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","18600","116","20576","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","622","222806","0.0-6.0-70.0-3.0","11","36963","11","null","","","","null","","68","","","222698","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","18700","108","20692","100","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","623","222921","0.0-6.0-71.0-0.0","11","36963","11","null","","","","null","","69","","","222806","","","","","","","","","","1","F","0","","","","4700","3","1","16","35","faces","body_parts","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","","","100","18800","115","20800","","","","","0","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","624","223033","0.0-6.0-71.0-2.0-0.0","11","36963","11","null","","","","null","","69","","","222921","","","","","","","","","","1","","","","","","","","1","","","","","","","","","100","18900","112","20915","","","","1","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","625","223142","0.0-6.0-71.0-3.0","11","36963","11","null","","","","null","","69","","","223033","","","","","","","","","","","","","","","","","","1","","","","","","","","","100","19000","109","21027","100","","","","","","","","","","","","","",""
