"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","iti_final_decisions","","html-keyboard-response","1654","2302074","0.0-5.0-133.0-3.0","32","68112","female","null","","","","null","","131","","","2299658","2","","","","","","2400","180349","2416","181800","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1655","2302777","0.0-5.0-134.0-0.0","32","68112","female","698","","","","75","","132","","","2302074","2","","","","0","","698","182749","703","184216","","0","21","28","faces","body_parts","","","","","","0","","","","2200","2","28","21","body_parts","faces","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","41","0","","","","","","","","","unchosen","0","no_gain1","gain4","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1656","2303291","0.0-5.0-134.0-1.0-0.0","32","68112","female","null","","","","null","","132","","","2302777","2","","","","","","500","183447","514","184919","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1657","2305500","0.0-5.0-134.0-3.0","32","68112","female","null","","","","null","","132","","","2303291","2","","","","","","2200","183947","2209","185433","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1658","2306149","0.0-5.0-135.0-0.0","32","68112","female","644","","","","75","","133","","","2305500","2","","","","0","","644","186147","649","187642","","0","45","7","objects","outdoor_scenes","","","","","","0","","","","2900","2","7","45","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","53","58","","","","","","","","","chosen","0","no_gain6","gain4","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1659","2306661","0.0-5.0-135.0-1.0-0.0","32","68112","female","null","","","","null","","133","","","2306149","2","","","","","","500","186791","512","188291","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1660","2309573","0.0-5.0-135.0-3.0","32","68112","female","null","","","","null","","133","","","2306661","2","","","","","","2900","187291","2912","188803","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1661","2310517","0.0-5.0-136.0-0.0","32","68112","female","940","","","","68","","134","","","2309573","2","","","","0","","940","190191","944","191715","","1","13","7","faces","outdoor_scenes","","","","","","0","","","","1900","2","13","7","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","46","53","","","","","","","","","chosen","1","gain1","no_gain6","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1662","2311023","0.0-5.0-136.0-1.0-0.0","32","68112","female","null","","","","null","","134","","","2310517","2","","","","","","500","191131","506","192659","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1663","2312942","0.0-5.0-136.0-3.0","32","68112","female","null","","","","null","","134","","","2311023","2","","","","","","1900","191631","1919","193165","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1664","2314033","0.0-5.0-137.0-0.0","32","68112","female","1088","","","","75","","135","","","2312942","2","","","","0","","1088","193531","1091","195084","","0","42","28","objects","body_parts","","","","","","0","","","","1700","2","28","42","body_parts","objects","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","41","18","","","","","","","","","unchosen","0","no_gain1","gain2","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1665","2314539","0.0-5.0-137.0-1.0-0.0","32","68112","female","null","","","","null","","135","","","2314033","2","","","","","","500","194619","506","196175","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1666","2316246","0.0-5.0-137.0-3.0","32","68112","female","null","","","","null","","135","","","2314539","2","","","","","","1700","195119","1707","196681","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1667","2317109","0.0-5.0-138.0-0.0","32","68112","female","860","","","","68","","136","","","2316246","2","","","","0","","860","196819","863","198388","","1","29","42","body_parts","objects","","","","","","0","","","","1900","2","29","42","body_parts","objects","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","0","18","","","","","","","","","unchosen","0","no_gain4","gain2","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1668","2317618","0.0-5.0-138.0-1.0-0.0","32","68112","female","null","","","","null","","136","","","2317109","2","","","","","","500","197679","509","199251","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1669","2319523","0.0-5.0-138.0-3.0","32","68112","female","null","","","","null","","136","","","2317618","2","","","","","","1900","198179","1905","199760","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1670","2320530","0.0-5.0-139.0-0.0","32","68112","female","1003","","","","68","","137","","","2319523","2","","","","0","","1003","200079","1007","201665","","1","10","7","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1700","2","10","7","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","84","53","","","","","","","","","chosen","1","gain6","no_gain6","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1671","2321047","0.0-5.0-139.0-1.0-0.0","32","68112","female","null","","","","null","","137","","","2320530","2","","","","","","500","201082","517","202672","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1672","2322760","0.0-5.0-139.0-3.0","32","68112","female","null","","","","null","","137","","","2321047","2","","","","","","1700","201582","1713","203189","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1673","2323516","0.0-5.0-140.0-0.0","32","68112","female","751","","","","75","","138","","","2322760","2","","","","0","","751","203282","756","204902","","0","42","25","objects","body_parts","","","","","","0","","","","1300","2","25","42","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","13","18","","","","","","","","","unchosen","0","no_gain3","gain2","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1674","2324024","0.0-5.0-140.0-1.0-0.0","32","68112","female","null","","","","null","","138","","","2323516","2","","","","","","500","204033","508","205658","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1675","2325330","0.0-5.0-140.0-3.0","32","68112","female","null","","","","null","","138","","","2324024","2","","","","","","1300","204533","1306","206166","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1676","2326035","0.0-5.0-141.0-0.0","32","68112","female","701","","","","68","","139","","","2325330","2","","","","0","","701","205833","705","207472","","1","34","29","body_parts","body_parts","","","","","","0","","","","3600","2","34","29","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","45","0","","","","","","","","","unchosen","1","gain5","no_gain4","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1677","2326549","0.0-5.0-141.0-1.0-0.0","32","68112","female","null","","","","null","","139","","","2326035","2","","","","","","500","206534","514","208177","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1678","2330161","0.0-5.0-141.0-3.0","32","68112","female","null","","","","null","","139","","","2326549","2","","","","","","3600","207034","3612","208691","3600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1679","2331075","0.0-5.0-142.0-0.0","32","68112","female","910","","","","68","","140","","","2330161","2","","","","0","","910","210634","914","212303","","1","2","40","outdoor_scenes","objects","","","","","","0","","","","1700","2","2","40","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","85","35","","","","","","","","","chosen","1","gain5","no_gain4","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1680","2331585","0.0-5.0-142.0-1.0-0.0","32","68112","female","null","","","","null","","140","","","2331075","2","","","","","","500","211544","510","213217","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1681","2333302","0.0-5.0-142.0-3.0","32","68112","female","null","","","","null","","140","","","2331585","2","","","","","","1700","212044","1717","213727","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1682","2334250","0.0-5.0-143.0-0.0","32","68112","female","945","","","","75","","141","","","2333302","2","","","","0","","945","213744","948","215444","","0","0","7","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1900","2","7","0","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","53","63","","","","","","","","","chosen","0","no_gain6","gain2","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1683","2334767","0.0-5.0-143.0-1.0-0.0","32","68112","female","null","","","","null","","141","","","2334250","2","","","","","","500","214689","517","216392","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1684","2336685","0.0-5.0-143.0-3.0","32","68112","female","null","","","","null","","141","","","2334767","2","","","","","","1900","215189","1918","216909","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1685","2337432","0.0-5.0-144.0-0.0","32","68112","female","742","","","","68","","142","","","2336685","2","","","","0","","742","217089","747","218827","","1","9","13","outdoor_scenes","faces","","","","","","0","","","","2200","2","9","13","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","81","46","","","","","","","","","chosen","0","no_gain2","gain1","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1686","2337942","0.0-5.0-144.0-1.0-0.0","32","68112","female","null","","","","null","","142","","","2337432","2","","","","","","500","217831","510","219574","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1687","2340158","0.0-5.0-144.0-3.0","32","68112","female","null","","","","null","","142","","","2337942","2","","","","","","2200","218331","2216","220084","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1688","2340664","0.0-5.0-145.0-0.0","32","68112","female","501","","","","75","","143","","","2340158","2","","","","0","","501","220531","506","222300","","0","34","25","body_parts","body_parts","","","","","","0","","","","1800","2","25","34","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","13","45","","","","","","","","","unchosen","0","no_gain3","gain5","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1689","2341175","0.0-5.0-145.0-1.0-0.0","32","68112","female","null","","","","null","","143","","","2340664","2","","","","","","500","221032","511","222806","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1690","2342980","0.0-5.0-145.0-3.0","32","68112","female","null","","","","null","","143","","","2341175","2","","","","","","1800","221532","1805","223317","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1691","2343669","0.0-5.0-146.0-0.0","32","68112","female","684","","","","68","","144","","","2342980","2","","","","0","","684","223332","689","225122","","1","23","43","faces","objects","","","","","","0","","","","1400","2","23","43","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","24","10","","","","","","","","","unchosen","0","no_gain6","gain3","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1692","2344178","0.0-5.0-146.0-1.0-0.0","32","68112","female","null","","","","null","","144","","","2343669","2","","","","","","500","224016","509","225811","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1693","2345598","0.0-5.0-146.0-3.0","32","68112","female","null","","","","null","","144","","","2344178","2","","","","","","1400","224516","1420","226320","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1694","2346248","0.0-5.0-147.0-0.0","32","68112","female","645","","","","75","","145","","","2345598","2","","","","0","","645","225916","650","227740","","0","20","9","faces","outdoor_scenes","","","","","","0","","","","1800","2","9","20","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","81","53","","","","","","","","","chosen","0","no_gain2","gain3","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1695","2346762","0.0-5.0-147.0-1.0-0.0","32","68112","female","null","","","","null","","145","","","2346248","2","","","","","","500","226561","514","228390","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1696","2348567","0.0-5.0-147.0-3.0","32","68112","female","null","","","","null","","145","","","2346762","2","","","","","","1800","227061","1805","228904","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1697","2349220","0.0-5.0-148.0-0.0","32","68112","female","649","","","","75","","146","","","2348567","2","","","","0","","649","228861","653","230709","","0","39","43","objects","objects","","","","","","0","","","","1300","2","43","39","objects","objects","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","10","77","","","","","","","","","unchosen","1","gain3","no_gain2","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1698","2349727","0.0-5.0-148.0-1.0-0.0","32","68112","female","null","","","","null","","146","","","2349220","2","","","","","","500","229510","507","231362","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1699","2351034","0.0-5.0-148.0-3.0","32","68112","female","null","","","","null","","146","","","2349727","2","","","","","","1300","230010","1307","231869","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1700","2351575","0.0-5.0-149.0-0.0","32","68112","female","536","","","","75","","147","","","2351034","2","","","","0","","536","231310","541","233176","","0","23","31","faces","body_parts","","","","","","0","","","","3600","2","31","23","body_parts","faces","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","13","24","","","","","","","","","unchosen","1","gain1","no_gain6","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1701","2352079","0.0-5.0-149.0-1.0-0.0","32","68112","female","null","","","","null","","147","","","2351575","2","","","","","","500","231846","504","233717","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1702","2355697","0.0-5.0-149.0-3.0","32","68112","female","null","","","","null","","147","","","2352079","2","","","","","","3600","232346","3618","234221","3600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_run_over","","html-keyboard-response","1703","2421281","0.0-5.0-149.0-5.0-0.0","32","68112","female","65581","","","","68","","147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","1704","2422336","0.0-5.0-149.0-5.0-1.0","32","68112","female","1052","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1705","2422983","0.0-5.0-150.0-0.0","32","68112","female","642","","","","75","","148","","","2422336","3","","","","0","","642","0","647","0","","0","23","43","faces","objects","","","","","","0","","","","1200","3","43","23","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","10","24","","","","","","","","","unchosen","1","gain3","no_gain6","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1706","2423499","0.0-5.0-150.0-1.0-0.0","32","68112","female","null","","","","null","","148","","","2422983","3","","","","","","500","642","516","647","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1707","2424707","0.0-5.0-150.0-3.0","32","68112","female","null","","","","null","","148","","","2423499","3","","","","","","1200","1142","1208","1163","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1708","2425832","0.0-5.0-151.0-0.0","32","68112","female","1116","","","","68","","149","","","2424707","3","","","","0","","1116","2342","1125","2371","","1","20","47","faces","objects","","","","","","0","","","","1100","3","20","47","faces","objects","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","53","22","","","","","","","","","chosen","1","gain3","no_gain3","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1709","2426340","0.0-5.0-151.0-1.0-0.0","32","68112","female","null","","","","null","","149","","","2425832","3","","","","","","500","3458","508","3496","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1710","2427455","0.0-5.0-151.0-3.0","32","68112","female","null","","","","null","","149","","","2426340","3","","","","","","1100","3958","1115","4004","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1711","2428197","0.0-5.0-152.0-0.0","32","68112","female","738","","","","68","","150","","","2427455","3","","","","0","","738","5058","742","5119","","1","13","40","faces","objects","","","","","","0","","","","1100","3","13","40","faces","objects","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","46","35","","","","","","","","","chosen","1","gain1","no_gain4","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1712","2428705","0.0-5.0-152.0-1.0-0.0","32","68112","female","null","","","","null","","150","","","2428197","3","","","","","","500","5796","508","5861","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1713","2429822","0.0-5.0-152.0-3.0","32","68112","female","null","","","","null","","150","","","2428705","3","","","","","","1100","6296","1117","6369","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1714","2430419","0.0-5.0-153.0-0.0","32","68112","female","593","","","","68","","151","","","2429822","3","","","","0","","593","7396","597","7486","","1","34","23","body_parts","faces","","","","","","0","","","","1300","3","34","23","body_parts","faces","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","45","24","","","","","","","","","unchosen","1","gain5","no_gain6","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1715","2430924","0.0-5.0-153.0-1.0-0.0","32","68112","female","null","","","","null","","151","","","2430419","3","","","","","","500","7989","505","8083","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1716","2432239","0.0-5.0-153.0-3.0","32","68112","female","null","","","","null","","151","","","2430924","3","","","","","","1300","8489","1315","8588","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1717","2432873","0.0-5.0-154.0-0.0","32","68112","female","631","","","","68","","152","","","2432239","3","","","","0","","631","9789","634","9903","","1","0","7","outdoor_scenes","outdoor_scenes","","","","","","0","","","","3300","3","0","7","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","63","53","","","","","","","","","chosen","1","gain2","no_gain6","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1718","2433385","0.0-5.0-154.0-1.0-0.0","32","68112","female","null","","","","null","","152","","","2432873","3","","","","","","500","10420","512","10537","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1719","2436690","0.0-5.0-154.0-3.0","32","68112","female","null","","","","null","","152","","","2433385","3","","","","","","3300","10920","3305","11049","3300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1720","2437364","0.0-5.0-155.0-0.0","32","68112","female","670","","","","68","","153","","","2436690","3","","","","0","","670","14220","674","14354","","1","10","7","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1000","3","10","7","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","84","53","","","","","","","","","chosen","1","gain6","no_gain6","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1721","2437870","0.0-5.0-155.0-1.0-0.0","32","68112","female","null","","","","null","","153","","","2437364","3","","","","","","500","14890","506","15028","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1722","2438881","0.0-5.0-155.0-3.0","32","68112","female","null","","","","null","","153","","","2437870","3","","","","","","1000","15390","1011","15534","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1723","2439878","0.0-5.0-156.0-0.0","32","68112","female","993","","","","75","","154","","","2438881","3","","","","0","","993","16390","997","16545","","0","39","31","objects","body_parts","","","","","","0","","","","1300","3","31","39","body_parts","objects","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","13","77","","","","","","","","","unchosen","1","gain1","no_gain2","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1724","2440390","0.0-5.0-156.0-1.0-0.0","32","68112","female","null","","","","null","","154","","","2439878","3","","","","","","500","17383","512","17542","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1725","2441705","0.0-5.0-156.0-3.0","32","68112","female","null","","","","null","","154","","","2440390","3","","","","","","1300","17883","1315","18054","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1726","2442287","0.0-5.0-157.0-0.0","32","68112","female","578","","","","75","","155","","","2441705","3","","","","0","","578","19183","582","19369","","0","20","40","faces","objects","","","","","","0","","","","1300","3","40","20","objects","faces","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","35","53","","","","","","","","","chosen","0","no_gain4","gain3","1","","","","","","","","","","","","","",""
