"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions","","html-keyboard-response","1582","3022351","0.0-5.0-106.0-0.0","32","45313","Female","1306","","","","75","","104","","","3021036","2","","","","0","","1306","94948","1315","95473","","","0","10","35","outdoor_scenes","body_parts","","","","","","0","","","","2000","2","35","10","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","21","69","","","","","","","unchosen","0","no_gain2","gain4","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1583","3022857","0.0-5.0-106.0-1.0-0.0","32","45313","Female","null","","","","null","","104","","","3022351","2","","","","","","500","96254","506","96788","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1584","3024863","0.0-5.0-106.0-3.0","32","45313","Female","null","","","","null","","104","","","3022857","2","","","","","","2000","96754","2006","97294","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1585","3025514","0.0-5.0-107.0-0.0","32","45313","Female","644","","","","68","","105","","","3024863","2","","","","0","","644","98754","651","99300","","","1","26","12","body_parts","faces","","","","","","0","","","","3100","2","26","12","body_parts","faces","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","0","19","","","","","","","chosen","1","gain5","no_gain1","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1586","3026021","0.0-5.0-107.0-1.0-0.0","32","45313","Female","null","","","","null","","105","","","3025514","2","","","","","","500","99398","507","99951","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1587","3029127","0.0-5.0-107.0-3.0","32","45313","Female","null","","","","null","","105","","","3026021","2","","","","","","3100","99898","3106","100458","3100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1588","3029746","0.0-5.0-108.0-0.0","32","45313","Female","611","","","","68","","106","","","3029127","2","","","","0","","611","102998","619","103564","","","1","27","6","body_parts","outdoor_scenes","","","","","","0","","","","1400","2","27","6","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","100","24","","","","","","","unchosen","0","no_gain6","gain3","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1589","3030253","0.0-5.0-108.0-1.0-0.0","32","45313","Female","null","","","","null","","106","","","3029746","2","","","","","","500","103609","507","104183","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1590","3031659","0.0-5.0-108.0-3.0","32","45313","Female","null","","","","null","","106","","","3030253","2","","","","","","1400","104109","1406","104690","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1591","3032336","0.0-5.0-109.0-0.0","32","45313","Female","669","","","","68","","107","","","3031659","2","","","","0","","669","105509","677","106096","","","1","0","12","outdoor_scenes","faces","","","","","","0","","","","1300","2","0","12","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","100","19","","","","","","","chosen","1","gain6","no_gain1","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1592","3032841","0.0-5.0-109.0-1.0-0.0","32","45313","Female","null","","","","null","","107","","","3032336","2","","","","","","500","106178","505","106773","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1593","3034146","0.0-5.0-109.0-3.0","32","45313","Female","null","","","","null","","107","","","3032841","2","","","","","","1300","106678","1305","107278","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1594","3035214","0.0-5.0-110.0-0.0","32","45313","Female","1062","","","","68","","108","","","3034146","2","","","","0","","1062","107978","1068","108583","","","1","7","26","outdoor_scenes","body_parts","","","","","","0","","","","1300","2","7","26","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","64","0","","","","","","","chosen","0","no_gain2","gain5","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1595","3035720","0.0-5.0-110.0-1.0-0.0","32","45313","Female","null","","","","null","","108","","","3035214","2","","","","","","500","109040","506","109651","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1596","3037025","0.0-5.0-110.0-3.0","32","45313","Female","null","","","","null","","108","","","3035720","2","","","","","","1300","109540","1305","110157","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1597","3038100","0.0-5.0-111.0-0.0","32","45313","Female","1068","","","","68","","109","","","3037025","2","","","","0","","1068","110840","1075","111462","","","1","39","44","objects","objects","","","","","","0","","","","1200","2","39","44","objects","objects","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","5","0","","","","","","","unchosen","0","no_gain5","gain5","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1598","3038606","0.0-5.0-111.0-1.0-0.0","32","45313","Female","null","","","","null","","109","","","3038100","2","","","","","","500","111908","506","112537","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1599","3039811","0.0-5.0-111.0-3.0","32","45313","Female","null","","","","null","","109","","","3038606","2","","","","","","1200","112408","1205","113043","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1600","3040645","0.0-5.0-112.0-0.0","32","45313","Female","827","","","","75","","110","","","3039811","2","","","","0","","827","113608","834","114248","","","0","2","39","outdoor_scenes","objects","","","","","","0","","","","1300","2","39","2","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","5","73","","","","","","","unchosen","0","no_gain5","gain1","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1601","3041151","0.0-5.0-112.0-1.0-0.0","32","45313","Female","null","","","","null","","110","","","3040645","2","","","","","","500","114435","506","115082","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1602","3042457","0.0-5.0-112.0-3.0","32","45313","Female","null","","","","null","","110","","","3041151","2","","","","","","1300","114935","1306","115588","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1603","3043052","0.0-5.0-113.0-0.0","32","45313","Female","588","","","","75","","111","","","3042457","2","","","","0","","588","116235","595","116894","","","0","26","14","body_parts","faces","","","","","","0","","","","1100","2","14","26","faces","body_parts","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","88","0","","","","","","","chosen","0","no_gain6","gain5","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1604","3043560","0.0-5.0-113.0-1.0-0.0","32","45313","Female","null","","","","null","","111","","","3043052","2","","","","","","500","116823","508","117489","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1605","3044665","0.0-5.0-113.0-3.0","32","45313","Female","null","","","","null","","111","","","3043560","2","","","","","","1100","117323","1105","117997","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1606","3045461","0.0-5.0-114.0-0.0","32","45313","Female","790","","","","68","","112","","","3044665","2","","","","0","","790","118423","796","119102","","","1","23","7","faces","outdoor_scenes","","","","","","0","","","","1900","2","23","7","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","75","64","","","","","","","chosen","1","gain2","no_gain2","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1607","3045967","0.0-5.0-114.0-1.0-0.0","32","45313","Female","null","","","","null","","112","","","3045461","2","","","","","","500","119213","506","119898","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1608","3047872","0.0-5.0-114.0-3.0","32","45313","Female","null","","","","null","","112","","","3045967","2","","","","","","1900","119713","1905","120404","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1609","3049102","0.0-5.0-115.0-0.0","32","45313","Female","1226","","","","75","","113","","","3047872","2","","","","0","","1226","121613","1230","122309","","","0","27","2","body_parts","outdoor_scenes","","","","","","0","","","","2100","2","2","27","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","73","100","","","","","","","unchosen","1","gain1","no_gain6","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1610","3049608","0.0-5.0-115.0-1.0-0.0","32","45313","Female","null","","","","null","","113","","","3049102","2","","","","","","500","122839","506","123539","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1611","3051809","0.0-5.0-115.0-3.0","32","45313","Female","null","","","","null","","113","","","3049608","2","","","","","","2100","123339","2201","124045","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1612","3053321","0.0-5.0-116.0-0.0","32","45313","Female","null","","","","null","","114","","","3051809","2","","","","1","","1500","125439","1512","126246","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1400","2","18","44","faces","objects","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","0","0","","","","","","","unchosen","0","no_gain3","gain5","","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1613","3053627","0.0-5.0-116.0-2.0-0.0","32","45313","Female","null","","","","null","","114","","","3053321","2","","","","1","","300","126939","306","127758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1614","3054735","0.0-5.0-116.0-3.0","32","45313","Female","null","","","","null","","114","","","3053627","2","","","","","","1100","127239","1108","128064","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1615","3055410","0.0-5.0-117.0-0.0","32","45313","Female","668","","","","68","","115","","","3054735","2","","","","0","","668","128339","675","129172","","","1","47","14","objects","faces","","","","","","0","","","","1100","2","47","14","objects","faces","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","62","88","","","","","","","chosen","1","gain3","no_gain6","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1616","3055917","0.0-5.0-117.0-1.0-0.0","32","45313","Female","null","","","","null","","115","","","3055410","2","","","","","","500","129007","507","129847","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1617","3057024","0.0-5.0-117.0-3.0","32","45313","Female","null","","","","null","","115","","","3055917","2","","","","","","1100","129507","1107","130354","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1618","3057955","0.0-5.0-118.0-0.0","32","45313","Female","924","","","","75","","116","","","3057024","2","","","","0","","924","130607","931","131461","","","0","26","30","body_parts","body_parts","","","","","","0","","","","1600","2","30","26","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","36","0","","","","","","","chosen","0","no_gain5","gain5","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1619","3058462","0.0-5.0-118.0-1.0-0.0","32","45313","Female","null","","","","null","","116","","","3057955","2","","","","","","500","131531","507","132392","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1620","3060067","0.0-5.0-118.0-3.0","32","45313","Female","null","","","","null","","116","","","3058462","2","","","","","","1600","132031","1605","132899","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1621","3060719","0.0-5.0-119.0-0.0","32","45313","Female","646","","","","68","","117","","","3060067","2","","","","0","","646","133631","652","134504","","","1","6","20","outdoor_scenes","faces","","","","","","0","","","","1300","2","6","20","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","24","19","","","","","","","unchosen","1","gain3","no_gain4","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1622","3061225","0.0-5.0-119.0-1.0-0.0","32","45313","Female","null","","","","null","","117","","","3060719","2","","","","","","500","134277","506","135156","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1623","3062533","0.0-5.0-119.0-3.0","32","45313","Female","null","","","","null","","117","","","3061225","2","","","","","","1300","134777","1308","135662","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1624","3063109","0.0-5.0-120.0-0.0","32","45313","Female","570","","","","68","","118","","","3062533","2","","","","0","","570","136077","576","136970","","","1","43","12","objects","faces","","","","","","0","","","","2500","2","43","12","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","66","19","","","","","","","chosen","1","gain4","no_gain1","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1625","3063616","0.0-5.0-120.0-1.0-0.0","32","45313","Female","null","","","","null","","118","","","3063109","2","","","","","","500","136647","507","137546","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1626","3066122","0.0-5.0-120.0-3.0","32","45313","Female","null","","","","null","","118","","","3063616","2","","","","","","2500","137147","2506","138053","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1627","3067037","0.0-5.0-121.0-0.0","32","45313","Female","908","","","","75","","119","","","3066122","2","","","","0","","908","139647","915","140559","","","0","46","20","objects","faces","","","","","","0","","","","4300","2","20","46","faces","objects","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","19","68","","","","","","","unchosen","0","no_gain4","gain2","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1628","3067543","0.0-5.0-121.0-1.0-0.0","32","45313","Female","null","","","","null","","119","","","3067037","2","","","","","","500","140555","506","141474","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1629","3071850","0.0-5.0-121.0-3.0","32","45313","Female","null","","","","null","","119","","","3067543","2","","","","","","4300","141055","4307","141980","4300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1630","3072624","0.0-5.0-122.0-0.0","32","45313","Female","768","","","","75","","120","","","3071850","2","","","","0","","768","145355","774","146287","","","0","43","5","objects","outdoor_scenes","","","","","","0","","","","2400","2","5","43","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","71","66","","","","","","","chosen","0","no_gain3","gain4","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1631","3073132","0.0-5.0-122.0-1.0-0.0","32","45313","Female","null","","","","null","","120","","","3072624","2","","","","","","500","146123","508","147061","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1632","3075538","0.0-5.0-122.0-3.0","32","45313","Female","null","","","","null","","120","","","3073132","2","","","","","","2400","146623","2406","147569","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1633","3076141","0.0-5.0-123.0-0.0","32","45313","Female","597","","","","68","","121","","","3075538","2","","","","0","","597","149023","603","149975","","","1","2","20","outdoor_scenes","faces","","","","","","0","","","","1800","2","2","20","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","73","19","","","","","","","unchosen","1","gain1","no_gain4","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1634","3076652","0.0-5.0-123.0-1.0-0.0","32","45313","Female","null","","","","null","","121","","","3076141","2","","","","","","500","149620","511","150578","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1635","3078459","0.0-5.0-123.0-3.0","32","45313","Female","null","","","","null","","121","","","3076652","2","","","","","","1800","150120","1807","151089","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1636","3079370","0.0-5.0-124.0-0.0","32","45313","Female","903","","","","75","","122","","","3078459","2","","","","0","","903","151920","911","152896","","","0","5","0","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1000","2","0","5","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","100","71","","","","","","","chosen","1","gain6","no_gain3","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1637","3079876","0.0-5.0-124.0-1.0-0.0","32","45313","Female","null","","","","null","","122","","","3079370","2","","","","","","500","152823","506","153807","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1638","3080882","0.0-5.0-124.0-3.0","32","45313","Female","null","","","","null","","122","","","3079876","2","","","","","","1000","153323","1006","154313","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1639","3081985","0.0-5.0-125.0-0.0","32","45313","Female","1095","","","","75","","123","","","3080882","2","","","","0","","1095","154323","1103","155319","","","0","33","44","body_parts","objects","","","","","","0","","","","2000","2","44","33","objects","body_parts","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","0","0","","","","","","","unchosen","1","gain5","no_gain1","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1640","3082492","0.0-5.0-125.0-1.0-0.0","32","45313","Female","null","","","","null","","123","","","3081985","2","","","","","","500","155418","507","156422","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1641","3084498","0.0-5.0-125.0-3.0","32","45313","Female","null","","","","null","","123","","","3082492","2","","","","","","2000","155918","2006","156929","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1642","3085104","0.0-5.0-126.0-0.0","32","45313","Female","598","","","","68","","124","","","3084498","2","","","","0","","598","157918","606","158935","","","1","6","35","outdoor_scenes","body_parts","","","","","","0","","","","2700","2","6","35","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","24","21","","","","","","","unchosen","1","gain3","no_gain2","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1643","3085610","0.0-5.0-126.0-1.0-0.0","32","45313","Female","null","","","","null","","124","","","3085104","2","","","","","","500","158516","506","159541","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1644","3088317","0.0-5.0-126.0-3.0","32","45313","Female","null","","","","null","","124","","","3085610","2","","","","","","2700","159016","2707","160047","2700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1645","3089081","0.0-5.0-127.0-0.0","32","45313","Female","758","","","","75","","125","","","3088317","2","","","","0","","758","161716","764","162754","","","0","46","35","objects","body_parts","","","","","","0","","","","2500","2","35","46","body_parts","objects","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","21","68","","","","","","","unchosen","0","no_gain2","gain2","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1646","3089588","0.0-5.0-127.0-1.0-0.0","32","45313","Female","null","","","","null","","125","","","3089081","2","","","","","","500","162474","507","163518","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1647","3092094","0.0-5.0-127.0-3.0","32","45313","Female","null","","","","null","","125","","","3089588","2","","","","","","2500","162974","2506","164025","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1648","3092788","0.0-5.0-128.0-0.0","32","45313","Female","686","","","","75","","126","","","3092094","2","","","","0","","686","165474","694","166531","","","0","29","36","body_parts","objects","","","","","","0","","","","1800","2","36","29","objects","body_parts","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","72","91","","","","","","","chosen","0","no_gain4","gain1","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1649","3093293","0.0-5.0-128.0-1.0-0.0","32","45313","Female","null","","","","null","","126","","","3092788","2","","","","","","500","166160","505","167225","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1650","3095100","0.0-5.0-128.0-3.0","32","45313","Female","null","","","","null","","126","","","3093293","2","","","","","","1800","166660","1807","167730","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1651","3095924","0.0-5.0-129.0-0.0","32","45313","Female","817","","","","75","","127","","","3095100","2","","","","0","","817","168460","824","169537","","","0","27","10","body_parts","outdoor_scenes","","","","","","0","","","","1200","2","10","27","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","69","100","","","","","","","unchosen","1","gain4","no_gain6","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1652","3096437","0.0-5.0-129.0-1.0-0.0","32","45313","Female","null","","","","null","","127","","","3095924","2","","","","","","500","169277","513","170361","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1653","3097643","0.0-5.0-129.0-3.0","32","45313","Female","null","","","","null","","127","","","3096437","2","","","","","","1200","169777","1206","170874","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
