"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_final_decisions","","html-keyboard-response","1552","2210524","0.0-5.0-103.0-3.0","25","32234","male","null","","","","null","","101","","","2208894","2","","","","","","1600","69222","1630","71782","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1553","2210861","0.0-5.0-104.0-0.0","25","32234","male","320","","","","68","","102","","","2210524","2","","","","0","","320","70822","337","73412","","1","25","45","body_parts","objects","","","","","","0","","","","1500","2","25","45","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","71","75","","","","","","","","","","chosen","0","no_gain5","gain6","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1554","2211469","0.0-5.0-104.0-1.0-0.0","25","32234","male","null","","","","null","","102","","","2210861","2","","","","","","500","71142","608","73749","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1555","2212991","0.0-5.0-104.0-3.0","25","32234","male","null","","","","null","","102","","","2211469","2","","","","","","1500","71642","1522","74357","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1556","2213491","0.0-5.0-105.0-0.0","25","32234","male","490","","","","68","","103","","","2212991","2","","","","0","","490","73142","500","75879","","1","40","18","objects","faces","","","","","","0","","","","2000","2","40","18","objects","faces","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","77","84","","","","","","","","","","unchosen","1","gain4","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1557","2214039","0.0-5.0-105.0-1.0-0.0","25","32234","male","null","","","","null","","103","","","2213491","2","","","","","","500","73632","548","76379","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1558","2216056","0.0-5.0-105.0-3.0","25","32234","male","null","","","","null","","103","","","2214039","2","","","","","","2000","74132","2017","76927","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1559","2216372","0.0-5.0-106.0-0.0","25","32234","male","302","","","","68","","104","","","2216056","2","","","","0","","302","76132","316","78944","","1","12","5","faces","outdoor_scenes","","","","","","0","","","","2000","2","12","5","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","80","70","","","","","","","","","","chosen","1","gain2","no_gain4","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1560","2216991","0.0-5.0-106.0-1.0-0.0","25","32234","male","null","","","","null","","104","","","2216372","2","","","","","","500","76434","619","79260","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1561","2219015","0.0-5.0-106.0-3.0","25","32234","male","null","","","","null","","104","","","2216991","2","","","","","","2000","76934","2024","79879","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1562","2219133","0.0-5.0-107.0-0.0","25","32234","male","106","","","","68","","105","","","2219015","2","","","","0","","106","78934","118","81903","","1","43","33","objects","body_parts","","","","","","0","","","","3400","2","43","33","objects","body_parts","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","58","88","","","","","","","","","","chosen","0","no_gain2","gain1","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1563","2219651","0.0-5.0-107.0-1.0-0.0","25","32234","male","null","","","","null","","105","","","2219133","2","","","","","","500","79040","518","82021","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1564","2223075","0.0-5.0-107.0-3.0","25","32234","male","null","","","","null","","105","","","2219651","2","","","","","","3400","79540","3424","82539","3400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1565","2223689","0.0-5.0-108.0-0.0","25","32234","male","597","","","","68","","106","","","2223075","2","","","","0","","597","82940","614","85963","","1","46","34","objects","body_parts","","","","","","0","","","","1600","2","46","34","objects","body_parts","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","82","86","","","","","","","","","","unchosen","1","gain1","no_gain6","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1566","2224228","0.0-5.0-108.0-1.0-0.0","25","32234","male","null","","","","null","","106","","","2223689","2","","","","","","500","83537","539","86577","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1567","2225840","0.0-5.0-108.0-3.0","25","32234","male","null","","","","null","","106","","","2224228","2","","","","","","1600","84037","1612","87116","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1568","2226007","0.0-5.0-109.0-0.0","25","32234","male","156","","","","75","","107","","","2225840","2","","","","0","","156","85637","167","88728","","0","2","27","outdoor_scenes","body_parts","","","","","","0","","","","2400","2","27","2","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","100","87","","","","","","","","","","unchosen","0","no_gain1","gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1569","2226527","0.0-5.0-109.0-1.0-0.0","25","32234","male","null","","","","null","","107","","","2226007","2","","","","","","500","85793","520","88895","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1570","2228945","0.0-5.0-109.0-3.0","25","32234","male","null","","","","null","","107","","","2226527","2","","","","","","2400","86293","2418","89415","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1571","2229336","0.0-5.0-110.0-0.0","25","32234","male","380","","","","75","","108","","","2228945","2","","","","0","","380","88693","391","91833","","0","12","25","faces","body_parts","","","","","","0","","","","2900","2","25","12","body_parts","faces","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","71","80","","","","","","","","","","chosen","0","no_gain5","gain2","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1572","2229866","0.0-5.0-110.0-1.0-0.0","25","32234","male","null","","","","null","","108","","","2229336","2","","","","","","500","89073","530","92224","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1573","2232787","0.0-5.0-110.0-3.0","25","32234","male","null","","","","null","","108","","","2229866","2","","","","","","2900","89573","2921","92754","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1574","2233220","0.0-5.0-111.0-0.0","25","32234","male","420","","","","75","","109","","","2232787","2","","","","0","","420","92473","433","95675","","0","43","12","objects","faces","","","","","","0","","","","2100","2","12","43","faces","objects","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","80","58","","","","","","","","","","chosen","1","gain2","no_gain2","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1575","2233815","0.0-5.0-111.0-1.0-0.0","25","32234","male","null","","","","null","","109","","","2233220","2","","","","","","500","92893","595","96108","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1576","2235939","0.0-5.0-111.0-3.0","25","32234","male","null","","","","null","","109","","","2233815","2","","","","","","2100","93393","2124","96703","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1577","2236083","0.0-5.0-112.0-0.0","25","32234","male","134","","","","75","","110","","","2235939","2","","","","0","","134","95493","144","98827","","0","34","42","body_parts","objects","","","","","","0","","","","3600","2","42","34","objects","body_parts","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","81","86","","","","","","","","","","unchosen","1","gain5","no_gain6","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1578","2236635","0.0-5.0-112.0-1.0-0.0","25","32234","male","null","","","","null","","110","","","2236083","2","","","","","","500","95627","552","98971","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1579","2240296","0.0-5.0-112.0-3.0","25","32234","male","null","","","","null","","110","","","2236635","2","","","","","","3600","96127","3661","99523","3600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1580","2240556","0.0-5.0-113.0-0.0","25","32234","male","250","","","","68","","111","","","2240296","2","","","","0","","250","99727","260","103184","","1","45","5","objects","outdoor_scenes","","","","","","0","","","","1900","2","45","5","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","75","70","","","","","","","","","","chosen","1","gain6","no_gain4","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1581","2241069","0.0-5.0-113.0-1.0-0.0","25","32234","male","null","","","","null","","111","","","2240556","2","","","","","","500","99977","513","103444","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1582","2243012","0.0-5.0-113.0-3.0","25","32234","male","null","","","","null","","111","","","2241069","2","","","","","","1900","100477","1943","103957","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1583","2243133","0.0-5.0-114.0-0.0","25","32234","male","110","","","","75","","112","","","2243012","2","","","","0","","110","102377","121","105900","","0","3","23","outdoor_scenes","faces","","","","","","0","","","","1000","2","23","3","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","81","68","","","","","","","","","","chosen","1","gain3","no_gain1","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1584","2243643","0.0-5.0-114.0-1.0-0.0","25","32234","male","null","","","","null","","112","","","2243133","2","","","","","","500","102487","510","106021","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1585","2244653","0.0-5.0-114.0-3.0","25","32234","male","null","","","","null","","112","","","2243643","2","","","","","","1000","102987","1010","106531","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1586","2244793","0.0-5.0-115.0-0.0","25","32234","male","129","","","","68","","113","","","2244653","2","","","","0","","129","103987","140","107541","","1","19","12","faces","faces","","","","","","0","","","","1500","2","19","12","faces","faces","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","76","80","","","","","","","","","","chosen","0","no_gain6","gain2","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1587","2245318","0.0-5.0-115.0-1.0-0.0","25","32234","male","null","","","","null","","113","","","2244793","2","","","","","","500","104116","525","107681","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1588","2246855","0.0-5.0-115.0-3.0","25","32234","male","null","","","","null","","113","","","2245318","2","","","","","","1500","104616","1537","108206","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1589","2247011","0.0-5.0-116.0-0.0","25","32234","male","133","","","","68","","114","","","2246855","2","","","","0","","133","106116","156","109743","","1","46","18","objects","faces","","","","","","0","","","","1600","2","46","18","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","82","84","","","","","","","","","","unchosen","1","gain1","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1590","2247526","0.0-5.0-116.0-1.0-0.0","25","32234","male","null","","","","null","","114","","","2247011","2","","","","","","500","106249","515","109899","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1591","2249156","0.0-5.0-116.0-3.0","25","32234","male","null","","","","null","","114","","","2247526","2","","","","","","1600","106749","1630","110414","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1592","2249322","0.0-5.0-117.0-0.0","25","32234","male","150","","","","75","","115","","","2249156","2","","","","0","","150","108349","166","112044","","0","46","27","objects","body_parts","","","","","","0","","","","1100","2","27","46","body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","100","82","","","","","","","","","","unchosen","0","no_gain1","gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1593","2249844","0.0-5.0-117.0-1.0-0.0","25","32234","male","null","","","","null","","115","","","2249322","2","","","","","","500","108499","522","112210","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1594","2250954","0.0-5.0-117.0-3.0","25","32234","male","null","","","","null","","115","","","2249844","2","","","","","","1100","108999","1110","112732","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1595","2251084","0.0-5.0-118.0-0.0","25","32234","male","112","","","","75","","116","","","2250954","2","","","","0","","112","110099","130","113842","","0","3","45","outdoor_scenes","objects","","","","","","0","","","","4400","2","45","3","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","75","68","","","","","","","","","","chosen","1","gain6","no_gain1","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1596","2251630","0.0-5.0-118.0-1.0-0.0","25","32234","male","null","","","","null","","116","","","2251084","2","","","","","","500","110211","546","113972","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1597","2256043","0.0-5.0-118.0-3.0","25","32234","male","null","","","","null","","116","","","2251630","2","","","","","","4400","110711","4413","114518","4400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1598","2256076","0.0-5.0-119.0-0.0","25","32234","male","17","","","","75","","117","","","2256043","2","","","","0","","17","115111","33","118931","","0","19","23","faces","faces","","","","","","0","","","","1100","2","23","19","faces","faces","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","81","76","","","","","","","","","","chosen","1","gain3","no_gain6","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1599","2256599","0.0-5.0-119.0-1.0-0.0","25","32234","male","null","","","","null","","117","","","2256076","2","","","","","","500","115128","523","118964","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1600","2257821","0.0-5.0-119.0-3.0","25","32234","male","null","","","","null","","117","","","2256599","2","","","","","","1100","115628","1222","119487","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1601","2257837","0.0-5.0-120.0-0.0","25","32234","male","2","","","","75","","118","","","2257821","2","","","","0","","2","116728","16","120709","","0","17","2","faces","outdoor_scenes","","","","","","0","","","","1200","2","2","17","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","87","84","","","","","","","","","","unchosen","1","gain3","no_gain4","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1602","2258390","0.0-5.0-120.0-1.0-0.0","25","32234","male","null","","","","null","","118","","","2257837","2","","","","","","500","116730","553","120725","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1603","2259601","0.0-5.0-120.0-3.0","25","32234","male","null","","","","null","","118","","","2258390","2","","","","","","1200","117230","1211","121278","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1604","2260031","0.0-5.0-121.0-0.0","25","32234","male","416","","","","68","","119","","","2259601","2","","","","0","","416","118430","430","122489","","1","5","33","outdoor_scenes","body_parts","","","","","","0","","","","1000","2","5","33","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","70","88","","","","","","","","","","chosen","0","no_gain4","gain1","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1605","2260882","0.0-5.0-121.0-1.0-0.0","25","32234","male","null","","","","null","","119","","","2260031","2","","","","","","500","118846","851","122919","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1606","2261898","0.0-5.0-121.0-3.0","25","32234","male","null","","","","null","","119","","","2260882","2","","","","","","1000","119346","1016","123770","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1607","2262071","0.0-5.0-122.0-0.0","25","32234","male","161","","","","68","","120","","","2261898","2","","","","0","","161","120346","173","124786","","1","18","42","faces","objects","","","","","","0","","","","1500","2","18","42","faces","objects","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","84","81","","","","","","","","","","unchosen","0","no_gain3","gain5","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1608","2262646","0.0-5.0-122.0-1.0-0.0","25","32234","male","null","","","","null","","120","","","2262071","2","","","","","","500","120507","575","124959","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1609","2264156","0.0-5.0-122.0-3.0","25","32234","male","null","","","","null","","120","","","2262646","2","","","","","","1500","121007","1510","125534","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1610","2264302","0.0-5.0-123.0-0.0","25","32234","male","125","","","","68","","121","","","2264156","2","","","","0","","125","122507","146","127044","","1","27","40","body_parts","objects","","","","","","0","","","","2000","2","27","40","body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","100","77","","","","","","","","","","unchosen","0","no_gain1","gain4","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1611","2264823","0.0-5.0-123.0-1.0-0.0","25","32234","male","null","","","","null","","121","","","2264302","2","","","","","","500","122632","521","127190","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1612","2266835","0.0-5.0-123.0-3.0","25","32234","male","null","","","","null","","121","","","2264823","2","","","","","","2000","123132","2012","127711","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1613","2266946","0.0-5.0-124.0-0.0","25","32234","male","99","","","","68","","122","","","2266835","2","","","","0","","99","125132","111","129723","","1","5","23","outdoor_scenes","faces","","","","","","0","","","","3700","2","5","23","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","70","81","","","","","","","","","","chosen","0","no_gain4","gain3","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1614","2267468","0.0-5.0-124.0-1.0-0.0","25","32234","male","null","","","","null","","122","","","2266946","2","","","","","","500","125231","522","129834","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1615","2271185","0.0-5.0-124.0-3.0","25","32234","male","null","","","","null","","122","","","2267468","2","","","","","","3700","125731","3717","130356","3700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1616","2271337","0.0-5.0-125.0-0.0","25","32234","male","137","","","","68","","123","","","2271185","2","","","","0","","137","129431","152","134073","","1","27","37","body_parts","objects","","","","","","0","","","","2100","2","27","37","body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","100","68","","","","","","","","","","unchosen","0","no_gain1","gain2","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1617","2271848","0.0-5.0-125.0-1.0-0.0","25","32234","male","null","","","","null","","123","","","2271337","2","","","","","","500","129568","511","134225","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1618","2273961","0.0-5.0-125.0-3.0","25","32234","male","null","","","","null","","123","","","2271848","2","","","","","","2100","130068","2113","134736","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1619","2274154","0.0-5.0-126.0-0.0","25","32234","male","180","","","","68","","124","","","2273961","2","","","","0","","180","132168","193","136849","","1","42","27","objects","body_parts","","","","","","0","","","","1100","2","42","27","objects","body_parts","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","81","100","","","","","","","","","","unchosen","1","gain5","no_gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1620","2274768","0.0-5.0-126.0-1.0-0.0","25","32234","male","null","","","","null","","124","","","2274154","2","","","","","","500","132348","614","137042","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1621","2275952","0.0-5.0-126.0-3.0","25","32234","male","null","","","","null","","124","","","2274768","2","","","","","","1100","132848","1184","137656","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1622","2276001","0.0-5.0-127.0-0.0","25","32234","male","31","","","","68","","125","","","2275952","2","","","","0","","31","133948","49","138840","","1","31","35","body_parts","body_parts","","","","","","0","","","","1500","2","31","35","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","75","33","","","","","","","","","","chosen","1","gain5","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1623","2276523","0.0-5.0-127.0-1.0-0.0","25","32234","male","null","","","","null","","125","","","2276001","2","","","","","","500","133979","522","138889","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1624","2278041","0.0-5.0-127.0-3.0","25","32234","male","null","","","","null","","125","","","2276523","2","","","","","","1500","134479","1518","139411","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
