"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","warning","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions_confirmation","","html-keyboard-response","1239","1848546","0.0-5.0-2.0-1.0-0.0","27","56536","female","null","","","","null","","0","","","1848039","0","","","","","","500","270939","507","253831","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1240","1851560","0.0-5.0-2.0-3.0","27","56536","female","null","","","","null","","0","","","1848546","0","","","","","","3000","271439","3014","254338","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1241","1852931","0.0-5.0-3.0-0.0","27","56536","female","1363","","","","75","","1","","","1851560","0","","","","0","","1363","274439","1371","257352","","0","","","","","","","","","","1","","","","1500","0","","","","","Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg","","","","","","","","","","0","","","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1242","1853438","0.0-5.0-3.0-1.0-0.0","27","56536","female","null","","","","null","","1","","","1852931","0","","","","","","500","275802","507","258723","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1243","1854944","0.0-5.0-3.0-3.0","27","56536","female","null","","","","null","","1","","","1853438","0","","","","","","1500","276302","1506","259230","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1244","1856262","0.0-5.0-4.0-0.0","27","56536","female","1309","","","","75","","2","","","1854944","0","","","","0","","1309","277802","1318","260736","","0","","","","","","","","","","1","","","","2000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg","","","","","","","","","","0","","","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1245","1856768","0.0-5.0-4.0-1.0-0.0","27","56536","female","null","","","","null","","2","","","1856262","0","","","","","","500","279111","506","262054","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1246","1858773","0.0-5.0-4.0-3.0","27","56536","female","null","","","","null","","2","","","1856768","0","","","","","","2000","279611","2005","262560","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1247","1859600","0.0-5.0-5.0-0.0","27","56536","female","822","","","","68","","3","","","1858773","0","","","","0","","822","281611","827","264565","","1","","","","","","","","","","1","","","","1000","0","","","","","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","","","","","","","","","","0","","","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1248","1860106","0.0-5.0-5.0-1.0-0.0","27","56536","female","null","","","","null","","3","","","1859600","0","","","","","","500","282433","506","265392","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1249","1861113","0.0-5.0-5.0-3.0","27","56536","female","null","","","","null","","3","","","1860106","0","","","","","","1000","282933","1007","265898","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_over","","html-keyboard-response","1250","1863185","0.0-5.0-5.0-4.0-0.0","27","56536","female","2069","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","1251","1864547","0.0-5.0-5.0-4.0-1.0","27","56536","female","1357","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1252","1865003","0.0-5.0-6.0-0.0","27","56536","female","451","","","","68","","4","","","1864547","1","","","","0","","451","0","456","0","","1","39","17","objects","faces","","","","","","0","","","","1800","1","39","17","objects","faces","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","44","56","","","","","","","chosen","0","no_gain4","gain5","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1253","1865511","0.0-5.0-6.0-1.0-0.0","27","56536","female","null","","","","null","","4","","","1865003","1","","","","","","500","451","508","456","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1254","1867316","0.0-5.0-6.0-3.0","27","56536","female","null","","","","null","","4","","","1865511","1","","","","","","1800","951","1805","964","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1255","1868128","0.0-5.0-7.0-0.0","27","56536","female","807","","","","68","","5","","","1867316","1","","","","0","","807","2751","812","2769","","1","19","14","faces","faces","","","","","","0","","","","1700","1","19","14","faces","faces","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","64","46","","","","","","","chosen","1","gain3","no_gain6","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1256","1868634","0.0-5.0-7.0-1.0-0.0","27","56536","female","null","","","","null","","5","","","1868128","1","","","","","","500","3558","506","3581","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1257","1870340","0.0-5.0-7.0-3.0","27","56536","female","null","","","","null","","5","","","1868634","1","","","","","","1700","4058","1706","4087","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1258","1871416","0.0-5.0-8.0-0.0","27","56536","female","1071","","","","68","","6","","","1870340","1","","","","0","","1071","5758","1076","5793","","1","7","13","outdoor_scenes","faces","","","","","","0","","","","2300","1","7","13","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","74","42","","","","","","","unchosen","1","gain6","no_gain3","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1259","1871924","0.0-5.0-8.0-1.0-0.0","27","56536","female","null","","","","null","","6","","","1871416","1","","","","","","500","6829","508","6869","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1260","1874230","0.0-5.0-8.0-3.0","27","56536","female","null","","","","null","","6","","","1871924","1","","","","","","2300","7329","2306","7377","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1261","1875124","0.0-5.0-9.0-0.0","27","56536","female","888","","","","75","","7","","","1874230","1","","","","0","","888","9629","894","9683","","0","19","11","faces","outdoor_scenes","","","","","","0","","","","1700","1","11","19","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","82","64","","","","","","","chosen","0","no_gain2","gain3","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1262","1875633","0.0-5.0-9.0-1.0-0.0","27","56536","female","null","","","","null","","7","","","1875124","1","","","","","","500","10517","509","10577","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1263","1877340","0.0-5.0-9.0-3.0","27","56536","female","null","","","","null","","7","","","1875633","1","","","","","","1700","11017","1707","11086","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1264","1878657","0.0-5.0-10.0-0.0","27","56536","female","1311","","","","75","","8","","","1877340","1","","","","0","","1311","12717","1317","12793","","0","21","18","faces","faces","","","","","","0","","","","3900","1","18","21","faces","faces","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","39","29","","","","","","","unchosen","1","gain4","no_gain5","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1265","1879162","0.0-5.0-10.0-1.0-0.0","27","56536","female","null","","","","null","","8","","","1878657","1","","","","","","500","14028","505","14110","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1266","1883069","0.0-5.0-10.0-3.0","27","56536","female","null","","","","null","","8","","","1879162","1","","","","","","3900","14528","3907","14615","3900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1267","1884394","0.0-5.0-11.0-0.0","27","56536","female","1319","","","","75","","9","","","1883069","1","","","","0","","1319","18428","1325","18522","","0","21","44","faces","objects","","","","","","0","","","","1200","1","44","21","objects","faces","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","27","29","","","","","","","unchosen","1","gain2","no_gain5","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1268","1884899","0.0-5.0-11.0-1.0-0.0","27","56536","female","null","","","","null","","9","","","1884394","1","","","","","","500","19747","505","19847","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1269","1886105","0.0-5.0-11.0-3.0","27","56536","female","null","","","","null","","9","","","1884899","1","","","","","","1200","20247","1206","20352","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1270","1886968","0.0-5.0-12.0-0.0","27","56536","female","856","","","","68","","10","","","1886105","1","","","","0","","856","21447","863","21558","","1","6","27","outdoor_scenes","body_parts","","","","","","0","","","","1200","1","6","27","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","72","94","","","","","","","chosen","1","gain2","no_gain5","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1271","1887474","0.0-5.0-12.0-1.0-0.0","27","56536","female","null","","","","null","","10","","","1886968","1","","","","","","500","22303","506","22421","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1272","1888679","0.0-5.0-12.0-3.0","27","56536","female","null","","","","null","","10","","","1887474","1","","","","","","1200","22803","1205","22927","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1273","1889328","0.0-5.0-13.0-0.0","27","56536","female","643","","","","75","","11","","","1888679","1","","","","0","","643","24003","649","24132","","0","17","27","faces","body_parts","","","","","","0","","","","2600","1","27","17","body_parts","faces","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","94","56","","","","","","","chosen","0","no_gain5","gain5","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1274","1889835","0.0-5.0-13.0-1.0-0.0","27","56536","female","null","","","","null","","11","","","1889328","1","","","","","","500","24646","507","24781","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1275","1892440","0.0-5.0-13.0-3.0","27","56536","female","null","","","","null","","11","","","1889835","1","","","","","","2600","25146","2605","25288","2600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1276","1893561","0.0-5.0-14.0-0.0","27","56536","female","1117","","","","75","","12","","","1892440","1","","","","0","","1117","27746","1121","27893","","0","18","25","faces","body_parts","","","","","","0","","","","2200","1","25","18","body_parts","faces","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","40","39","","","","","","","unchosen","0","no_gain1","gain4","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1277","1894067","0.0-5.0-14.0-1.0-0.0","27","56536","female","null","","","","null","","12","","","1893561","1","","","","","","500","28863","506","29014","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1278","1896273","0.0-5.0-14.0-3.0","27","56536","female","null","","","","null","","12","","","1894067","1","","","","","","2200","29363","2206","29520","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1279","1896871","0.0-5.0-15.0-0.0","27","56536","female","594","","","","68","","13","","","1896273","1","","","","0","","594","31563","598","31726","","1","46","14","objects","faces","","","","","","0","","","","1700","1","46","14","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","94","46","","","","","","","chosen","1","gain4","no_gain6","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1280","1897376","0.0-5.0-15.0-1.0-0.0","27","56536","female","null","","","","null","","13","","","1896871","1","","","","","","500","32157","505","32324","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1281","1899082","0.0-5.0-15.0-3.0","27","56536","female","null","","","","null","","13","","","1897376","1","","","","","","1700","32657","1706","32829","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1282","1899635","0.0-5.0-16.0-0.0","27","56536","female","547","","","","68","","14","","","1899082","1","","","","0","","547","34357","553","34535","","1","46","39","objects","objects","","","","","","0","","","","3100","1","46","39","objects","objects","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","94","44","","","","","","","chosen","1","gain4","no_gain4","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1283","1900150","0.0-5.0-16.0-1.0-0.0","27","56536","female","null","","","","null","","14","","","1899635","1","","","","","","500","34904","515","35088","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1284","1903255","0.0-5.0-16.0-3.0","27","56536","female","null","","","","null","","14","","","1900150","1","","","","","","3100","35404","3105","35603","3100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1285","1904386","0.0-5.0-17.0-0.0","27","56536","female","1127","","","","68","","15","","","1903255","1","","","","0","","1127","38504","1131","38708","","1","44","25","objects","body_parts","","","","","","0","","","","2100","1","44","25","objects","body_parts","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","27","40","","","","","","","unchosen","1","gain2","no_gain1","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1286","1904892","0.0-5.0-17.0-1.0-0.0","27","56536","female","null","","","","null","","15","","","1904386","1","","","","","","500","39631","506","39839","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1287","1906998","0.0-5.0-17.0-3.0","27","56536","female","null","","","","null","","15","","","1904892","1","","","","","","2100","40131","2106","40345","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1288","1907717","0.0-5.0-18.0-0.0","27","56536","female","713","","","","75","","16","","","1906998","1","","","","0","","713","42231","719","42451","","0","17","11","faces","outdoor_scenes","","","","","","0","","","","1900","1","11","17","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","82","56","","","","","","","chosen","0","no_gain2","gain5","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1289","1908222","0.0-5.0-18.0-1.0-0.0","27","56536","female","null","","","","null","","16","","","1907717","1","","","","","","500","42944","505","43170","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1290","1910130","0.0-5.0-18.0-3.0","27","56536","female","null","","","","null","","16","","","1908222","1","","","","","","1900","43444","1908","43675","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1291","1910761","0.0-5.0-19.0-0.0","27","56536","female","624","","","","75","","17","","","1910130","1","","","","0","","624","45344","631","45583","","0","17","43","faces","objects","","","","","","0","","","","1400","1","43","17","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","33","56","","","","","","","chosen","0","no_gain1","gain5","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1292","1911266","0.0-5.0-19.0-1.0-0.0","27","56536","female","null","","","","null","","17","","","1910761","1","","","","","","500","45968","505","46214","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1293","1912671","0.0-5.0-19.0-3.0","27","56536","female","null","","","","null","","17","","","1911266","1","","","","","","1400","46468","1405","46719","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1294","1913236","0.0-5.0-20.0-0.0","27","56536","female","561","","","","68","","18","","","1912671","1","","","","0","","561","47868","565","48124","","1","19","27","faces","body_parts","","","","","","0","","","","1500","1","19","27","faces","body_parts","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","64","94","","","","","","","chosen","1","gain3","no_gain5","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1295","1913743","0.0-5.0-20.0-1.0-0.0","27","56536","female","null","","","","null","","18","","","1913236","1","","","","","","500","48429","507","48689","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1296","1915248","0.0-5.0-20.0-3.0","27","56536","female","null","","","","null","","18","","","1913743","1","","","","","","1500","48929","1505","49196","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1297","1916311","0.0-5.0-21.0-0.0","27","56536","female","1057","","","","75","","19","","","1915248","1","","","","0","","1057","50429","1063","50701","","0","44","30","objects","body_parts","","","","","","0","","","","1600","1","30","44","body_parts","objects","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","66","27","","","","","","","unchosen","0","no_gain4","gain2","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1298","1916816","0.0-5.0-21.0-1.0-0.0","27","56536","female","null","","","","null","","19","","","1916311","1","","","","","","500","51486","505","51764","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1299","1918422","0.0-5.0-21.0-3.0","27","56536","female","null","","","","null","","19","","","1916816","1","","","","","","1600","51986","1606","52269","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1300","1919083","0.0-5.0-22.0-0.0","27","56536","female","655","","","","75","","20","","","1918422","1","","","","0","","655","53586","661","53875","","0","19","43","faces","objects","","","","","","0","","","","3200","1","43","19","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","33","64","","","","","","","chosen","0","no_gain1","gain3","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1301","1919589","0.0-5.0-22.0-1.0-0.0","27","56536","female","null","","","","null","","20","","","1919083","1","","","","","","500","54241","506","54536","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1302","1922795","0.0-5.0-22.0-3.0","27","56536","female","null","","","","null","","20","","","1919589","1","","","","","","3200","54741","3206","55042","3200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1303","1923588","0.0-5.0-23.0-0.0","27","56536","female","788","","","","75","","21","","","1922795","1","","","","0","","788","57941","793","58248","","0","21","2","faces","outdoor_scenes","","","","","","0","","","","1900","1","2","21","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","25","29","","","","","","","unchosen","1","gain5","no_gain5","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1304","1924094","0.0-5.0-23.0-1.0-0.0","27","56536","female","null","","","","null","","21","","","1923588","1","","","","","","500","58729","506","59041","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1305","1925999","0.0-5.0-23.0-3.0","27","56536","female","null","","","","null","","21","","","1924094","1","","","","","","1900","59229","1905","59547","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1306","1927076","0.0-5.0-24.0-0.0","27","56536","female","1072","","","","68","","22","","","1925999","1","","","","0","","1072","61129","1077","61452","","1","37","7","objects","outdoor_scenes","","","","","","0","","","","1600","1","37","7","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","39","74","","","","","","","unchosen","0","no_gain6","gain6","0","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1307","1927583","0.0-5.0-24.0-1.0-0.0","27","56536","female","null","","","","null","","22","","","1927076","1","","","","","","500","62201","507","62529","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1308","1929189","0.0-5.0-24.0-3.0","27","56536","female","null","","","","null","","22","","","1927583","1","","","","","","1600","62701","1606","63036","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1309","1929773","0.0-5.0-25.0-0.0","27","56536","female","579","","","","75","","23","","","1929189","1","","","","0","","579","64301","584","64642","","0","6","14","outdoor_scenes","faces","","","","","","0","","","","1100","1","14","6","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","46","72","","","","","","","chosen","0","no_gain6","gain2","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1310","1930279","0.0-5.0-25.0-1.0-0.0","27","56536","female","null","","","","null","","23","","","1929773","1","","","","","","500","64880","506","65226","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1311","1931385","0.0-5.0-25.0-3.0","27","56536","female","null","","","","null","","23","","","1930279","1","","","","","","1100","65380","1106","65732","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1312","1932363","0.0-5.0-26.0-0.0","27","56536","female","972","","","","68","","24","","","1931385","1","","","","0","","972","66480","978","66838","","1","18","47","faces","objects","","","","","","0","","","","2200","1","18","47","faces","objects","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","39","56","","","","","","","unchosen","1","gain4","no_gain2","1","","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1313","1932868","0.0-5.0-26.0-1.0-0.0","27","56536","female","null","","","","null","","24","","","1932363","1","","","","","","500","67452","505","67816","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
