"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","iti_final_decisions","","html-keyboard-response","1836","2410337","0.0-5.0-188.0-3.0","27","87740","Female","null","","","","null","","186","","","2408218","3","","","","","","2100","108992","2119","111242","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1837","2411858","0.0-5.0-189.0-0.0","27","87740","Female","null","","","","null","","187","","","2410337","3","","","","1","","1500","111092","1521","113361","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1900","3","36","13","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","71","63","","","","","","","","","unchosen","0","no_gain2","gain6","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1838","2412178","0.0-5.0-189.0-2.0-0.0","27","87740","Female","null","","","","null","","187","","","2411858","3","","","","1","","300","112592","320","114882","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1839","2413818","0.0-5.0-189.0-3.0","27","87740","Female","null","","","","null","","187","","","2412178","3","","","","","","1600","112892","1640","115202","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1840","2415348","0.0-5.0-190.0-0.0","27","87740","Female","null","","","","null","","188","","","2413818","3","","","","1","","1500","114492","1530","116842","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3300","3","31","45","body_parts","objects","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","72","89","","","","","","","","","unchosen","0","no_gain1","gain1","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1841","2415741","0.0-5.0-190.0-2.0-0.0","27","87740","Female","null","","","","null","","188","","","2415348","3","","","","1","","300","115992","393","118372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1842","2418759","0.0-5.0-190.0-3.0","27","87740","Female","null","","","","null","","188","","","2415741","3","","","","","","3000","116292","3018","118765","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1843","2420273","0.0-5.0-191.0-0.0","27","87740","Female","null","","","","null","","189","","","2418759","3","","","","1","","1500","119292","1514","121783","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1200","3","29","1","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","82","76","","","","","","","","","unchosen","0","no_gain3","gain5","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1844","2420592","0.0-5.0-191.0-2.0-0.0","27","87740","Female","null","","","","null","","189","","","2420273","3","","","","1","","300","120792","319","123297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1845","2421506","0.0-5.0-191.0-3.0","27","87740","Female","null","","","","null","","189","","","2420592","3","","","","","","900","121092","914","123616","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1846","2421573","0.0-5.0-192.0-0.0","27","87740","Female","57","","","","75","","190","","","2421506","3","","","","0","","57","121992","67","124530","","","0","2","7","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1100","3","7","2","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","100","99","","","","","","","","","chosen","1","gain1","no_gain1","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1847","2422082","0.0-5.0-192.0-1.0-0.0","27","87740","Female","null","","","","null","","190","","","2421573","3","","","","","","500","122049","509","124597","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1848","2423194","0.0-5.0-192.0-3.0","27","87740","Female","null","","","","null","","190","","","2422082","3","","","","","","1100","122549","1112","125106","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1849","2423496","0.0-5.0-193.0-0.0","27","87740","Female","293","","","","75","","191","","","2423194","3","","","","0","","293","123649","302","126218","","","0","1","16","outdoor_scenes","faces","","","","","","0","","","","1400","3","16","1","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","66","76","","","","","","","","","unchosen","0","no_gain4","gain5","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1850","2424010","0.0-5.0-193.0-1.0-0.0","27","87740","Female","null","","","","null","","191","","","2423496","3","","","","","","500","123942","514","126520","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1851","2425425","0.0-5.0-193.0-3.0","27","87740","Female","null","","","","null","","191","","","2424010","3","","","","","","1400","124442","1415","127034","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1852","2425612","0.0-5.0-194.0-0.0","27","87740","Female","172","","","","75","","192","","","2425425","3","","","","0","","172","125842","187","128449","","","0","31","44","body_parts","objects","","","","","","0","","","","2600","3","44","31","objects","body_parts","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","74","72","","","","","","","","","unchosen","1","gain3","no_gain1","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1853","2426128","0.0-5.0-194.0-1.0-0.0","27","87740","Female","null","","","","null","","192","","","2425612","3","","","","","","500","126014","516","128636","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1854","2428736","0.0-5.0-194.0-3.0","27","87740","Female","null","","","","null","","192","","","2426128","3","","","","","","2600","126514","2608","129152","2600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1855","2429626","0.0-5.0-195.0-0.0","27","87740","Female","879","","","","75","","193","","","2428736","3","","","","0","","879","129114","890","131760","","","0","16","13","faces","faces","","","","","","0","","","","1100","3","13","16","faces","faces","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","63","66","","","","","","","","","unchosen","1","gain6","no_gain4","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1856","2430148","0.0-5.0-195.0-1.0-0.0","27","87740","Female","null","","","","null","","193","","","2429626","3","","","","","","500","129993","522","132650","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1857","2431261","0.0-5.0-195.0-3.0","27","87740","Female","null","","","","null","","193","","","2430148","3","","","","","","1100","130493","1113","133172","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1858","2432067","0.0-5.0-196.0-0.0","27","87740","Female","793","","","","68","","194","","","2431261","3","","","","0","","793","131593","806","134285","","","1","7","5","outdoor_scenes","outdoor_scenes","","","","","","0","","","","4100","3","7","5","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","100","99","","","","","","","","","chosen","1","gain1","no_gain3","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1859","2432582","0.0-5.0-196.0-1.0-0.0","27","87740","Female","null","","","","null","","194","","","2432067","3","","","","","","500","132386","515","135091","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1860","2436698","0.0-5.0-196.0-3.0","27","87740","Female","null","","","","null","","194","","","2432582","3","","","","","","4100","132886","4116","135606","4100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1861","2437373","0.0-5.0-197.0-0.0","27","87740","Female","663","","","","75","","195","","","2436698","3","","","","0","","663","136986","675","139722","","","0","29","13","body_parts","faces","","","","","","0","","","","1000","3","13","29","faces","body_parts","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","63","82","","","","","","","","","unchosen","1","gain6","no_gain3","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1862","2437967","0.0-5.0-197.0-1.0-0.0","27","87740","Female","null","","","","null","","195","","","2437373","3","","","","","","500","137649","594","140397","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1863","2438979","0.0-5.0-197.0-3.0","27","87740","Female","null","","","","null","","195","","","2437967","3","","","","","","1000","138149","1012","140991","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1864","2439012","0.0-5.0-198.0-0.0","27","87740","Female","22","","","","68","","196","","","2438979","3","","","","0","","22","139149","33","142003","","","1","5","42","outdoor_scenes","objects","","","","","","0","","","","1800","3","5","42","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","99","58","","","","","","","","","chosen","0","no_gain3","gain4","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1865","2439531","0.0-5.0-198.0-1.0-0.0","27","87740","Female","null","","","","null","","196","","","2439012","3","","","","","","500","139171","519","142036","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1866","2441340","0.0-5.0-198.0-3.0","27","87740","Female","null","","","","null","","196","","","2439531","3","","","","","","1800","139671","1809","142555","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1867","2442237","0.0-5.0-199.0-0.0","27","87740","Female","887","","","","75","","197","","","2441340","3","","","","0","","887","141471","897","144364","","","0","29","45","body_parts","objects","","","","","","0","","","","1600","3","45","29","objects","body_parts","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","89","82","","","","","","","","","unchosen","1","gain1","no_gain3","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1868","2442748","0.0-5.0-199.0-1.0-0.0","27","87740","Female","null","","","","null","","197","","","2442237","3","","","","","","500","142358","511","145261","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1869","2444363","0.0-5.0-199.0-3.0","27","87740","Female","null","","","","null","","197","","","2442748","3","","","","","","1600","142858","1615","145772","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1870","2444525","0.0-5.0-200.0-0.0","27","87740","Female","148","","","","68","","198","","","2444363","3","","","","0","","148","144458","162","147387","","","1","35","41","body_parts","objects","","","","","","0","","","","2100","3","35","41","body_parts","objects","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","90","44","","","","","","","","","unchosen","1","gain4","no_gain6","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1871","2445037","0.0-5.0-200.0-1.0-0.0","27","87740","Female","null","","","","null","","198","","","2444525","3","","","","","","500","144606","512","147549","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1872","2447148","0.0-5.0-200.0-3.0","27","87740","Female","null","","","","null","","198","","","2445037","3","","","","","","2100","145106","2111","148061","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1873","2447693","0.0-5.0-201.0-0.0","27","87740","Female","529","","","","75","","199","","","2447148","3","","","","0","","529","147206","545","150172","","","0","16","30","faces","body_parts","","","","","","0","","","","1700","3","30","16","body_parts","faces","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","76","66","","","","","","","","","unchosen","1","gain2","no_gain4","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1874","2448205","0.0-5.0-201.0-1.0-0.0","27","87740","Female","null","","","","null","","199","","","2447693","3","","","","","","500","147735","512","150717","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1875","2449916","0.0-5.0-201.0-3.0","27","87740","Female","null","","","","null","","199","","","2448205","3","","","","","","1700","148235","1711","151229","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1876","2450064","0.0-5.0-202.0-0.0","27","87740","Female","139","","","","75","","200","","","2449916","3","","","","0","","139","149935","148","152940","","","0","5","14","outdoor_scenes","faces","","","","","","0","","","","3200","3","14","5","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","59","99","","","","","","","","","chosen","1","gain5","no_gain3","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1877","2450576","0.0-5.0-202.0-1.0-0.0","27","87740","Female","null","","","","null","","200","","","2450064","3","","","","","","500","150074","512","153088","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1878","2453790","0.0-5.0-202.0-3.0","27","87740","Female","null","","","","null","","200","","","2450576","3","","","","","","3200","150574","3214","153600","3200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1879","2454276","0.0-5.0-203.0-0.0","27","87740","Female","473","","","","68","","201","","","2453790","3","","","","0","","473","153774","486","156814","","","1","19","42","faces","objects","","","","","","0","","","","1100","3","19","42","faces","objects","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","83","58","","","","","","","","","chosen","0","no_gain6","gain4","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1880","2454795","0.0-5.0-203.0-1.0-0.0","27","87740","Female","null","","","","null","","201","","","2454276","3","","","","","","500","154247","519","157300","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1881","2455904","0.0-5.0-203.0-3.0","27","87740","Female","null","","","","null","","201","","","2454795","3","","","","","","1100","154747","1109","157819","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1882","2456409","0.0-5.0-204.0-0.0","27","87740","Female","494","","","","75","","202","","","2455904","3","","","","0","","494","155847","505","158928","","","0","36","30","objects","body_parts","","","","","","0","","","","2800","3","30","36","body_parts","objects","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","76","71","","","","","","","","","unchosen","1","gain2","no_gain2","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1883","2456924","0.0-5.0-204.0-1.0-0.0","27","87740","Female","null","","","","null","","202","","","2456409","3","","","","","","500","156341","515","159433","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1884","2459843","0.0-5.0-204.0-3.0","27","87740","Female","null","","","","null","","202","","","2456924","3","","","","","","2800","156841","2919","159948","2800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1885","2460059","0.0-5.0-205.0-0.0","27","87740","Female","134","","","","75","","203","","","2459843","3","","","","0","","134","159641","216","162867","","","0","37","22","objects","faces","","","","","","0","","","","1400","3","22","37","faces","objects","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","79","81","","","","","","","","","chosen","1","gain2","no_gain5","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1886","2460574","0.0-5.0-205.0-1.0-0.0","27","87740","Female","null","","","","null","","203","","","2460059","3","","","","","","500","159775","515","163083","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1887","2461984","0.0-5.0-205.0-3.0","27","87740","Female","null","","","","null","","203","","","2460574","3","","","","","","1400","160275","1410","163598","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1888","2462423","0.0-5.0-206.0-0.0","27","87740","Female","428","","","","75","","204","","","2461984","3","","","","0","","428","161675","439","165008","","","0","9","7","outdoor_scenes","outdoor_scenes","","","","","","0","","","","2200","3","7","9","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","100","84","","","","","","","","","chosen","1","gain1","no_gain2","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1889","2462940","0.0-5.0-206.0-1.0-0.0","27","87740","Female","null","","","","null","","204","","","2462423","3","","","","","","500","162103","517","165447","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1890","2465149","0.0-5.0-206.0-3.0","27","87740","Female","null","","","","null","","204","","","2462940","3","","","","","","2200","162603","2209","165964","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1891","2465572","0.0-5.0-207.0-0.0","27","87740","Female","413","","","","68","","205","","","2465149","3","","","","0","","413","164803","423","168173","","","1","44","29","objects","body_parts","","","","","","0","","","","1200","3","44","29","objects","body_parts","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","74","82","","","","","","","","","unchosen","1","gain3","no_gain3","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1892","2466087","0.0-5.0-207.0-1.0-0.0","27","87740","Female","null","","","","null","","205","","","2465572","3","","","","","","500","165216","515","168596","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1893","2467307","0.0-5.0-207.0-3.0","27","87740","Female","null","","","","null","","205","","","2466087","3","","","","","","1200","165716","1220","169111","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1894","2467889","0.0-5.0-208.0-0.0","27","87740","Female","563","","","","68","","206","","","2467307","3","","","","0","","563","166916","582","170331","","","1","19","14","faces","faces","","","","","","0","","","","2100","3","19","14","faces","faces","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","83","59","","","","","","","","","chosen","0","no_gain6","gain5","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1895","2468411","0.0-5.0-208.0-1.0-0.0","27","87740","Female","null","","","","null","","206","","","2467889","3","","","","","","500","167479","522","170913","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1896","2470531","0.0-5.0-208.0-3.0","27","87740","Female","null","","","","null","","206","","","2468411","3","","","","","","2100","167979","2120","171435","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1897","2470923","0.0-5.0-209.0-0.0","27","87740","Female","380","","","","68","","207","","","2470531","3","","","","0","","380","170079","392","173555","","","1","7","37","outdoor_scenes","objects","","","","","","0","","","","2600","3","7","37","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","100","81","","","","","","","","","chosen","1","gain1","no_gain5","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1898","2471436","0.0-5.0-209.0-1.0-0.0","27","87740","Female","null","","","","null","","207","","","2470923","3","","","","","","500","170459","513","173947","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1899","2474052","0.0-5.0-209.0-3.0","27","87740","Female","null","","","","null","","207","","","2471436","3","","","","","","2600","170959","2616","174460","2600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1900","2474264","0.0-5.0-210.0-0.0","27","87740","Female","202","","","","68","","208","","","2474052","3","","","","0","","202","173559","212","177076","","","1","36","44","objects","objects","","","","","","0","","","","3800","3","36","44","objects","objects","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","71","74","","","","","","","","","unchosen","0","no_gain2","gain3","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1901","2474778","0.0-5.0-210.0-1.0-0.0","27","87740","Female","null","","","","null","","208","","","2474264","3","","","","","","500","173761","514","177288","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1902","2478600","0.0-5.0-210.0-3.0","27","87740","Female","null","","","","null","","208","","","2474778","3","","","","","","3800","174261","3822","177802","3800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1903","2478675","0.0-5.0-211.0-0.0","27","87740","Female","62","","","","75","","209","","","2478600","3","","","","0","","62","178061","75","181624","","","0","7","19","outdoor_scenes","faces","","","","","","0","","","","2300","3","19","7","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","83","100","","","","","","","","","chosen","0","no_gain6","gain1","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1904","2479190","0.0-5.0-211.0-1.0-0.0","27","87740","Female","null","","","","null","","209","","","2478675","3","","","","","","500","178123","515","181699","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1905","2481509","0.0-5.0-211.0-3.0","27","87740","Female","null","","","","null","","209","","","2479190","3","","","","","","2300","178623","2319","182214","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1906","2481622","0.0-5.0-212.0-0.0","27","87740","Female","102","","","","75","","210","","","2481509","3","","","","0","","102","180923","113","184533","","","0","9","25","outdoor_scenes","body_parts","","","","","","0","","","","1500","3","25","9","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","77","84","","","","","","","","","chosen","1","gain3","no_gain2","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1907","2482133","0.0-5.0-212.0-1.0-0.0","27","87740","Female","null","","","","null","","210","","","2481622","3","","","","","","500","181025","511","184646","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
