"","success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"1298","","final_decisions","","html-keyboard-response",1297,1838619,"0.0-5.0-20.0-0.0",33,21859,"Female","206","","",NA,"75","",18,NA,"",NA,1838398,1,"",NA,NA,0,NA,206,38419,221,39717,NA,0,25,13,"body_parts","faces",NA,NA,"","","",0,NA,"","","1100",1,13,25,"faces","body_parts","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg",75,72,NA,NA,"","",NA,NA,"unchosen",0,"no_gain6","gain4",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1299","","final_decisions_confirmation","","html-keyboard-response",1298,1839261,"0.0-5.0-20.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",18,NA,"",NA,1838619,1,"",NA,NA,NA,NA,500,38625,642,39938,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1300","","iti_final_decisions","","html-keyboard-response",1299,1840403,"0.0-5.0-20.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",18,NA,"",NA,1839261,1,"",NA,NA,NA,NA,1100,39125,1142,40580,1100,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1301","","final_decisions","","html-keyboard-response",1300,1840702,"0.0-5.0-21.0-0.0",33,21859,"Female","285","","",NA,"75","",19,NA,"",NA,1840403,1,"",NA,NA,0,NA,285,40225,299,41722,NA,0,36,27,"objects","body_parts",NA,NA,"","","",0,NA,"","","1200",1,27,36,"body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg",82,80,NA,NA,"","",NA,NA,"chosen",0,"no_gain2","gain1",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1302","","final_decisions_confirmation","","html-keyboard-response",1301,1841280,"0.0-5.0-21.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",19,NA,"",NA,1840702,1,"",NA,NA,NA,NA,500,40510,578,42021,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1303","","iti_final_decisions","","html-keyboard-response",1302,1842502,"0.0-5.0-21.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",19,NA,"",NA,1841280,1,"",NA,NA,NA,NA,1200,41010,1222,42599,1200,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1304","","final_decisions","","html-keyboard-response",1303,1842554,"0.0-5.0-22.0-0.0",33,21859,"Female","37","","",NA,"68","",20,NA,"",NA,1842502,1,"",NA,NA,0,NA,37,42210,52,43821,NA,1,25,38,"body_parts","objects",NA,NA,"","","",0,NA,"","","1400",1,25,38,"body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg",72,39,NA,NA,"","",NA,NA,"unchosen",1,"gain4","no_gain4",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1305","","final_decisions_confirmation","","html-keyboard-response",1304,1843082,"0.0-5.0-22.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",20,NA,"",NA,1842554,1,"",NA,NA,NA,NA,500,42247,528,43873,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1306","","iti_final_decisions","","html-keyboard-response",1305,1844516,"0.0-5.0-22.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",20,NA,"",NA,1843082,1,"",NA,NA,NA,NA,1400,42747,1434,44401,1400,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1307","","final_decisions","","html-keyboard-response",1306,1844579,"0.0-5.0-23.0-0.0",33,21859,"Female","48","","",NA,"68","",21,NA,"",NA,1844516,1,"",NA,NA,0,NA,48,44147,63,45835,NA,1,6,47,"outdoor_scenes","objects",NA,NA,"","","",0,NA,"","","1100",1,6,47,"outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg",35,70,NA,NA,"","",NA,NA,"chosen",0,"no_gain4","gain3",NA,0,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1308","","final_decisions_confirmation","","html-keyboard-response",1307,1845136,"0.0-5.0-23.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",21,NA,"",NA,1844579,1,"",NA,NA,NA,NA,500,44195,557,45898,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1309","","iti_final_decisions","","html-keyboard-response",1308,1846259,"0.0-5.0-23.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",21,NA,"",NA,1845136,1,"",NA,NA,NA,NA,1100,44695,1123,46455,1100,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1310","","final_decisions","","html-keyboard-response",1309,1846280,"0.0-5.0-24.0-0.0",33,21859,"Female","6","","",NA,"68","",22,NA,"",NA,1846259,1,"",NA,NA,0,NA,6,45795,21,47578,NA,1,22,46,"faces","objects",NA,NA,"","","",0,NA,"","","1500",1,22,46,"faces","objects","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg",64,68,NA,NA,"","",NA,NA,"unchosen",0,"no_gain3","gain5",NA,0,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1311","","final_decisions_confirmation","","html-keyboard-response",1310,1846806,"0.0-5.0-24.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",22,NA,"",NA,1846280,1,"",NA,NA,NA,NA,500,45801,526,47599,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1312","","iti_final_decisions","","html-keyboard-response",1311,1848319,"0.0-5.0-24.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",22,NA,"",NA,1846806,1,"",NA,NA,NA,NA,1500,46301,1513,48125,1500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1313","","final_decisions","","html-keyboard-response",1312,1848536,"0.0-5.0-25.0-0.0",33,21859,"Female","200","","",NA,"68","",23,NA,"",NA,1848319,1,"",NA,NA,0,NA,200,47801,217,49638,NA,1,36,11,"objects","outdoor_scenes",NA,NA,"","","",0,NA,"","","1600",1,36,11,"objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg",80,91,NA,NA,"","",NA,NA,"chosen",1,"gain1","no_gain3",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1314","","final_decisions_confirmation","","html-keyboard-response",1313,1849088,"0.0-5.0-25.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",23,NA,"",NA,1848536,1,"",NA,NA,NA,NA,500,48001,552,49855,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1315","","iti_final_decisions","","html-keyboard-response",1314,1850749,"0.0-5.0-25.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",23,NA,"",NA,1849088,1,"",NA,NA,NA,NA,1600,48501,1661,50407,1600,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1316","","final_decisions","","html-keyboard-response",1315,1850864,"0.0-5.0-26.0-0.0",33,21859,"Female","102","","",NA,"68","",24,NA,"",NA,1850749,1,"",NA,NA,0,NA,102,50101,115,52068,NA,1,14,3,"faces","outdoor_scenes",NA,NA,"","","",0,NA,"","","3000",1,14,3,"faces","outdoor_scenes","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg",28,80,NA,NA,"","",NA,NA,"unchosen",1,"gain2","no_gain1",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1317","","final_decisions_confirmation","","html-keyboard-response",1316,1851568,"0.0-5.0-26.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",24,NA,"",NA,1850864,1,"",NA,NA,NA,NA,500,50203,704,52183,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1318","","iti_final_decisions","","html-keyboard-response",1317,1854589,"0.0-5.0-26.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",24,NA,"",NA,1851568,1,"",NA,NA,NA,NA,3000,50703,3021,52887,3000,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1319","","final_decisions","","html-keyboard-response",1318,1854645,"0.0-5.0-27.0-0.0",33,21859,"Female","35","","",NA,"75","",25,NA,"",NA,1854589,1,"",NA,NA,0,NA,35,53703,56,55908,NA,0,6,30,"outdoor_scenes","body_parts",NA,NA,"","","",0,NA,"","","1600",1,30,6,"body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg",45,35,NA,NA,"","",NA,NA,"chosen",1,"gain6","no_gain4",NA,0,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1320","","final_decisions_confirmation","","html-keyboard-response",1319,1855201,"0.0-5.0-27.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",25,NA,"",NA,1854645,1,"",NA,NA,NA,NA,500,53738,556,55964,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1321","","iti_final_decisions","","html-keyboard-response",1320,1856849,"0.0-5.0-27.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",25,NA,"",NA,1855201,1,"",NA,NA,NA,NA,1600,54238,1648,56520,1600,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1322","","final_decisions","","html-keyboard-response",1321,1856881,"0.0-5.0-28.0-0.0",33,21859,"Female","1","","",NA,"68","",26,NA,"",NA,1856849,1,"",NA,NA,0,NA,1,55838,32,58168,NA,1,3,32,"outdoor_scenes","body_parts",NA,NA,"","","",0,NA,"","","2900",1,3,32,"outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg",80,47,NA,NA,"","",NA,NA,"unchosen",0,"no_gain1","gain1",NA,0,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1323","","final_decisions_confirmation","","html-keyboard-response",1322,1857483,"0.0-5.0-28.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",26,NA,"",NA,1856881,1,"",NA,NA,NA,NA,500,55839,602,58200,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1324","","iti_final_decisions","","html-keyboard-response",1323,1860413,"0.0-5.0-28.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",26,NA,"",NA,1857483,1,"",NA,NA,NA,NA,2900,56339,2930,58802,2900,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1325","","final_decisions","","html-keyboard-response",1324,1860476,"0.0-5.0-29.0-0.0",33,21859,"Female","42","","",NA,"75","",27,NA,"",NA,1860413,1,"",NA,NA,0,NA,42,59239,63,61732,NA,0,47,40,"objects","objects",NA,NA,"","","",0,NA,"","","2700",1,40,47,"objects","objects","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg",31,70,NA,NA,"","",NA,NA,"chosen",0,"no_gain1","gain3",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1326","","final_decisions_confirmation","","html-keyboard-response",1325,1861155,"0.0-5.0-29.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",27,NA,"",NA,1860476,1,"",NA,NA,NA,NA,500,59281,679,61795,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1327","","iti_final_decisions","","html-keyboard-response",1326,1863897,"0.0-5.0-29.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",27,NA,"",NA,1861155,1,"",NA,NA,NA,NA,2700,59781,2742,62474,2700,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1328","","final_decisions","","html-keyboard-response",1327,1863943,"0.0-5.0-30.0-0.0",33,21859,"Female","30","","",NA,"68","",28,NA,"",NA,1863897,1,"",NA,NA,0,NA,30,62481,46,65216,NA,1,24,11,"body_parts","outdoor_scenes",NA,NA,"","","",0,NA,"","","1800",1,24,11,"body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg",75,91,NA,NA,"","",NA,NA,"chosen",1,"gain5","no_gain3",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1329","","final_decisions_confirmation","","html-keyboard-response",1328,1864454,"0.0-5.0-30.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",28,NA,"",NA,1863943,1,"",NA,NA,NA,NA,500,62511,511,65262,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1330","","iti_final_decisions","","html-keyboard-response",1329,1866269,"0.0-5.0-30.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",28,NA,"",NA,1864454,1,"",NA,NA,NA,NA,1800,63011,1815,65773,1800,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1331","","final_decisions","","html-keyboard-response",1330,1866311,"0.0-5.0-31.0-0.0",33,21859,"Female","27","","",NA,"75","",29,NA,"",NA,1866269,1,"",NA,NA,0,NA,27,64811,42,67588,NA,0,18,46,"faces","objects",NA,NA,"","","",0,NA,"","","2300",1,46,18,"objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg",68,20,NA,NA,"","",NA,NA,"unchosen",1,"gain5","no_gain5",NA,0,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1332","","final_decisions_confirmation","","html-keyboard-response",1331,1866840,"0.0-5.0-31.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",29,NA,"",NA,1866311,1,"",NA,NA,NA,NA,500,64838,529,67630,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1333","","iti_final_decisions","","html-keyboard-response",1332,1869266,"0.0-5.0-31.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",29,NA,"",NA,1866840,1,"",NA,NA,NA,NA,2300,65338,2426,68159,2300,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1334","","final_decisions","","html-keyboard-response",1333,1869433,"0.0-5.0-32.0-0.0",33,21859,"Female","130","","",NA,"75","",30,NA,"",NA,1869266,1,"",NA,NA,0,NA,130,67638,167,70585,NA,0,20,40,"faces","objects",NA,NA,"","","",0,NA,"","","2000",1,40,20,"objects","faces","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg",31,53,NA,NA,"","",NA,NA,"chosen",0,"no_gain1","gain4",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1335","","final_decisions_confirmation","","html-keyboard-response",1334,1869958,"0.0-5.0-32.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",30,NA,"",NA,1869433,1,"",NA,NA,NA,NA,500,67768,525,70752,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1336","","iti_final_decisions","","html-keyboard-response",1335,1871972,"0.0-5.0-32.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",30,NA,"",NA,1869958,1,"",NA,NA,NA,NA,2000,68268,2014,71277,2000,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1337","","final_decisions","","html-keyboard-response",1336,1872047,"0.0-5.0-33.0-0.0",33,21859,"Female","59","","",NA,"68","",31,NA,"",NA,1871972,1,"",NA,NA,0,NA,59,70268,75,73291,NA,1,30,27,"body_parts","body_parts",NA,NA,"","","",0,NA,"","","2600",1,30,27,"body_parts","body_parts","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg",45,82,NA,NA,"","",NA,NA,"chosen",1,"gain6","no_gain2",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1338","","final_decisions_confirmation","","html-keyboard-response",1337,1872572,"0.0-5.0-33.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",31,NA,"",NA,1872047,1,"",NA,NA,NA,NA,500,70327,525,73366,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1339","","iti_final_decisions","","html-keyboard-response",1338,1875200,"0.0-5.0-33.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",31,NA,"",NA,1872572,1,"",NA,NA,NA,NA,2600,70827,2628,73891,2600,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1340","","final_decisions","","html-keyboard-response",1339,1875320,"0.0-5.0-34.0-0.0",33,21859,"Female","104","","",NA,"68","",32,NA,"",NA,1875200,1,"",NA,NA,0,NA,104,73427,120,76519,NA,1,25,22,"body_parts","faces",NA,NA,"","","",0,NA,"","","3500",1,25,22,"body_parts","faces","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg",72,64,NA,NA,"","",NA,NA,"unchosen",1,"gain4","no_gain3",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1341","","final_decisions_confirmation","","html-keyboard-response",1340,1875898,"0.0-5.0-34.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",32,NA,"",NA,1875320,1,"",NA,NA,NA,NA,500,73531,578,76639,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1342","","iti_final_decisions","","html-keyboard-response",1341,1879486,"0.0-5.0-34.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",32,NA,"",NA,1875898,1,"",NA,NA,NA,NA,3500,74031,3588,77217,3500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1343","","final_decisions","","html-keyboard-response",1342,1879682,"0.0-5.0-35.0-0.0",33,21859,"Female","180","","",NA,"68","",33,NA,"",NA,1879486,1,"",NA,NA,0,NA,180,77531,196,80805,NA,1,25,18,"body_parts","faces",NA,NA,"","","",0,NA,"","","1000",1,25,18,"body_parts","faces","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg",72,20,NA,NA,"","",NA,NA,"unchosen",1,"gain4","no_gain5",NA,1,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1344","","final_decisions_confirmation","","html-keyboard-response",1343,1880215,"0.0-5.0-35.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",33,NA,"",NA,1879682,1,"",NA,NA,NA,NA,500,77711,533,81001,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1345","","iti_final_decisions","","html-keyboard-response",1344,1881340,"0.0-5.0-35.0-3.0",33,21859,"Female",NA,"","",NA,NA,"",33,NA,"",NA,1880215,1,"",NA,NA,NA,NA,1000,78211,1125,81534,1000,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1346","","final_decisions","","html-keyboard-response",1345,1881362,"0.0-5.0-36.0-0.0",33,21859,"Female","1","","",NA,"68","",34,NA,"",NA,1881340,1,"",NA,NA,0,NA,1,79211,22,82659,NA,1,43,30,"objects","body_parts",NA,NA,"","","",0,NA,"","","1600",1,43,30,"objects","body_parts","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg",67,45,NA,NA,"","",NA,NA,"chosen",0,"no_gain5","gain6",NA,0,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
"1347","","final_decisions_confirmation","","html-keyboard-response",1346,1881885,"0.0-5.0-36.0-1.0-0.0",33,21859,"Female",NA,"","",NA,NA,"",34,NA,"",NA,1881362,1,"",NA,NA,NA,NA,500,79212,523,82681,500,NA,NA,NA,"","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,"","","","",NA,NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"","","",NA,NA,NA
