"","PID","time_elapsed","index","block","rt","chosen_trial","gain_left","left_chosen","higher_outcome_chosen","chosen_obj","unchosen_obj","stimulus_left","stimulus_right","rating_left","rating_right","painting_left","painting_right","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind"
"25056","NWBJA",1487937,162,3,0.46,0,1,1,1,40,37,40,37,47,41,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",26,34
"25059","NWBJA",1490055,163,3,0.584,1,0,1,0,18,34,18,34,50,50,"good-faces-xmSWVeGEnJw-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",28,29
"25062","NWBJA",1492133,164,3,0.538,1,1,1,1,20,10,20,10,50,50,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",24,33
"25065","NWBJA",1494277,165,3,0.619,1,1,1,1,20,30,20,30,50,45,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",24,34
"25068","NWBJA",1496971,166,3,1.156,0,1,1,1,40,23,40,23,47,50,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",26,25
"25071","NWBJA",1498959,167,3,0.455,1,0,1,0,7,43,7,43,50,50,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",32,27
"25074","NWBJA",1501129,168,3,0.638,1,0,0,1,20,38,38,20,55,50,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",30,24
"25077","NWBJA",1503262,169,3,0.605,0,1,1,1,40,22,40,22,47,36,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",26,32
"25080","NWBJA",1505698,170,3,0.908,1,0,0,1,43,18,18,43,50,50,"good-faces-xmSWVeGEnJw-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",28,27
"25083","NWBJA",1507775,171,3,0.532,1,0,1,0,3,35,3,35,57,55,"art-hauntington-jzY0KRJopEI-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",25,35
"25086","NWBJA",1509899,172,3,0.593,0,1,1,1,48,16,48,16,43,42,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",29,28
"25089","NWBJA",1512071,173,3,0.648,1,1,1,1,44,30,44,30,50,45,"rikonavt-HQjfrvdTfak-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",26,34
"25092","NWBJA",1514057,174,3,0.456,1,0,1,0,30,34,30,34,45,50,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",34,29
"25095","NWBJA",1516047,175,3,0.462,1,1,1,1,34,7,34,7,50,50,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","brooke-cagle-HRZUzoX1e6w-unsplash.jpg",29,32
"25098","NWBJA",1518279,176,3,0.712,1,0,0,1,34,3,3,34,57,50,"art-hauntington-jzY0KRJopEI-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",25,29
"25101","NWBJA",1520359,177,3,0.552,0,1,1,1,40,16,40,16,47,42,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",26,28
"25104","NWBJA",1523725,178,3,1.838,1,0,0,1,43,30,30,43,45,50,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",34,27
"25107","NWBJA",1525711,179,3,0.459,1,1,1,1,34,10,34,10,50,50,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",29,33
"25110","NWBJA",1527899,180,3,0.66,1,0,0,1,44,3,3,44,57,50,"art-hauntington-jzY0KRJopEI-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",25,26
"25113","NWBJA",1530029,181,3,0.607,1,0,0,1,43,10,10,43,50,50,"charles-etoroma-95UF6LXe-Lo-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",33,27
"25116","NWBJA",1532037,182,3,0.487,1,0,1,0,3,20,3,20,57,50,"art-hauntington-jzY0KRJopEI-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",25,24
"25119","NWBJA",1534115,183,3,0.562,1,1,1,1,29,18,29,18,41,50,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","good-faces-xmSWVeGEnJw-unsplash.jpg",31,28
"25122","NWBJA",1536369,184,3,0.732,1,0,0,1,35,18,18,35,50,55,"good-faces-xmSWVeGEnJw-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",28,35
"25125","NWBJA",1538391,185,3,0.497,0,0,0,1,6,0,0,6,35,46,"abstral-official-cyOKLSgkgCE-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",33,35
"25128","NWBJA",1540479,186,3,0.565,0,1,0,0,16,42,42,16,53,42,"prince-akachi-l3IHXOdMyHQ-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",27,28
"25131","NWBJA",1542451,187,3,0.453,0,0,1,0,16,28,16,28,42,39,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",28,24
"25134","NWBJA",1544389,188,3,0.426,1,1,1,1,29,10,29,10,41,50,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",31,33
"25137","NWBJA",1546728,189,3,0.815,1,0,0,1,34,38,38,34,55,50,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",30,29
"25140","NWBJA",1549203,190,3,0.956,0,0,0,1,48,0,0,48,35,43,"abstral-official-cyOKLSgkgCE-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",33,29
"25143","NWBJA",1551895,191,3,1.156,0,0,1,0,37,28,37,28,41,39,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",34,24
"25146","NWBJA",1553969,192,3,0.55,0,0,0,1,6,37,37,6,41,46,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",34,35
"25149","NWBJA",1556165,193,3,0.656,0,0,0,1,28,0,0,28,35,39,"abstral-official-cyOKLSgkgCE-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",33,24
"25152","NWBJA",1558629,194,3,0.95,0,1,1,1,27,46,27,46,50,50,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",31,30
"25155","NWBJA",1561155,195,3,0.991,1,1,1,1,29,7,29,7,41,50,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","brooke-cagle-HRZUzoX1e6w-unsplash.jpg",31,32
"25158","NWBJA",1563231,196,3,0.55,0,0,0,1,28,22,22,28,36,39,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",32,24
"25161","NWBJA",1565359,197,3,0.595,0,0,0,1,42,23,23,42,50,53,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",25,27
"25164","NWBJA",1567531,198,3,0.636,1,0,0,1,44,18,18,44,50,50,"good-faces-xmSWVeGEnJw-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",28,26
"25167","NWBJA",1569545,199,3,0.478,1,1,1,1,35,38,35,38,55,55,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",35,30
"25170","NWBJA",1571705,200,3,0.623,0,0,1,0,37,42,37,42,41,53,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",34,27
"25173","NWBJA",1573779,201,3,0.534,1,1,1,1,20,7,20,7,50,50,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","brooke-cagle-HRZUzoX1e6w-unsplash.jpg",24,32
"25176","NWBJA",1576023,202,3,0.707,1,0,0,1,20,18,18,20,50,50,"good-faces-xmSWVeGEnJw-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",28,24
"25179","NWBJA",1578129,203,3,0.585,0,0,0,1,28,23,23,28,50,39,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",25,24
"25182","NWBJA",1580693,204,3,1.04,1,1,1,1,43,38,43,38,50,55,"raamin-ka-0qJBEzudn5E-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",27,30
"25185","NWBJA",1582793,205,3,0.578,0,0,0,1,6,16,16,6,42,46,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",28,35
"25188","NWBJA",1586840,206,3,NA,0,0,NA,NA,NA,NA,46,28,50,39,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",30,24
"25191","NWBJA",1589931,207,3,0.551,0,0,0,1,42,46,46,42,50,53,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",30,27
"25194","NWBJA",1591867,208,3,0.421,0,1,1,1,27,37,27,37,50,41,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",31,34
"25197","NWBJA",1593801,209,3,0.407,0,1,1,1,48,22,48,22,43,36,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",29,32
"25200","NWBJA",1595781,210,3,0.457,0,1,1,1,27,16,27,16,50,42,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",31,28
"25203","NWBJA",1597707,211,3,0.389,0,0,0,1,48,23,23,48,50,43,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",25,29
"25206","NWBJA",1599723,212,3,0.498,1,0,0,1,44,10,10,44,50,50,"charles-etoroma-95UF6LXe-Lo-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",33,26
"25209","NWBJA",1601768,213,3,0.522,0,0,0,1,42,22,22,42,36,53,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",32,27
"25212","NWBJA",1603801,214,3,0.497,0,0,0,1,40,46,46,40,50,47,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",30,26
"25215","NWBJA",1605715,215,3,0.387,1,0,1,0,30,29,30,29,45,41,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",34,31
"25901","OgF5m",1274763,0,1,1.427,0,0,0,1,36,35,35,36,37,60,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","ospan-ali-mGdA2fzjWLo-unsplash.jpg",27,28
"25904","OgF5m",1277814,1,1,1.529,0,0,1,0,48,33,48,33,62,41,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",29,25
"25907","OgF5m",1280558,2,1,1.201,1,0,0,1,32,37,37,32,55,65,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","nathan-dumlao-ger61_TX6oI-unsplash.jpg",34,25
"25910","OgF5m",1283179,3,1,1.085,1,1,1,1,46,19,46,19,58,38,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",30,29
"25913","OgF5m",1285681,4,1,0.977,1,1,1,1,46,18,46,18,58,54,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","good-faces-xmSWVeGEnJw-unsplash.jpg",30,31
"25916","OgF5m",1288419,5,1,1.215,0,0,1,0,48,36,48,36,62,60,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","ospan-ali-mGdA2fzjWLo-unsplash.jpg",29,28
"25919","OgF5m",1291168,6,1,1.217,1,1,1,1,39,23,39,23,54,41,"philip-martin-5aGUyCW_PJw-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",35,33
"25922","OgF5m",1294523,7,1,1.834,0,1,1,1,36,30,36,30,60,36,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",28,31
"25925","OgF5m",1297031,8,1,0.976,1,0,0,1,32,47,47,32,55,65,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","nathan-dumlao-ger61_TX6oI-unsplash.jpg",27,25
"25928","OgF5m",1300243,9,1,1.688,0,0,1,0,30,9,30,9,36,39,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",31,32
"25931","OgF5m",1302881,10,1,1.112,1,0,0,1,13,19,19,13,38,64,"ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",29,26
"25934","OgF5m",1305260,11,1,0.848,1,1,1,1,0,18,0,18,59,54,"abstral-official-cyOKLSgkgCE-unsplash.jpg","good-faces-xmSWVeGEnJw-unsplash.jpg",32,31
"25937","OgF5m",1307657,12,1,0.87,1,0,0,1,32,19,19,32,38,65,"ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","nathan-dumlao-ger61_TX6oI-unsplash.jpg",29,25
"25940","OgF5m",1310178,13,1,0.994,1,1,1,1,0,23,0,23,59,41,"abstral-official-cyOKLSgkgCE-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",32,33
"25943","OgF5m",1312848,14,1,1.145,1,1,1,1,0,37,0,37,59,55,"abstral-official-cyOKLSgkgCE-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",32,34
"25946","OgF5m",1316163,15,1,1.777,0,1,1,1,45,12,45,12,61,63,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",30,33
"25949","OgF5m",1319274,16,1,1.599,0,1,1,1,33,30,33,30,41,36,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",25,31
"25952","OgF5m",1322093,17,1,1.284,1,0,0,1,39,18,18,39,54,54,"good-faces-xmSWVeGEnJw-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",31,35
"25955","OgF5m",1324827,18,1,1.199,1,1,1,1,46,37,46,37,58,55,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",30,34
"25958","OgF5m",1327368,19,1,1.021,1,1,1,1,21,31,21,31,64,42,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","mathilda-khoo-vLR0YP_otCo-unsplash.jpg",28,24
"25961","OgF5m",1330337,20,1,1.442,0,0,1,0,22,9,22,9,58,39,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",34,32
"25964","OgF5m",1333319,21,1,1.446,0,1,0,0,48,17,17,48,63,62,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",35,29
"25967","OgF5m",1336372,22,1,1.526,0,1,0,0,35,9,9,35,39,37,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",32,27
"25970","OgF5m",1339316,23,1,1.412,0,0,0,1,45,30,30,45,36,61,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",31,30
"25973","OgF5m",1341866,24,1,1.018,0,1,1,1,33,12,33,12,41,63,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",25,33
"25976","OgF5m",1344525,25,1,1.122,1,0,0,1,0,47,47,0,55,59,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",27,32
"25979","OgF5m",1347091,26,1,1.041,1,0,0,1,13,31,31,13,42,64,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",24,26
"25982","OgF5m",1349563,27,1,0.954,1,1,1,1,21,19,21,19,64,38,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",28,29
"25985","OgF5m",1352665,28,1,1.584,0,1,0,0,35,45,45,35,61,37,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",30,27
"25988","OgF5m",1355393,29,1,1.193,1,0,0,1,13,47,47,13,55,64,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",27,26
"25991","OgF5m",1357793,30,1,0.887,1,1,1,1,21,23,21,23,64,41,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",28,33
"25994","OgF5m",1360286,31,1,0.96,1,0,0,1,46,31,31,46,42,58,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",24,30
"25997","OgF5m",1362643,32,1,0.829,1,1,1,1,39,37,39,37,54,55,"philip-martin-5aGUyCW_PJw-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",35,34
"26000","OgF5m",1365031,33,1,0.878,1,0,0,1,13,37,37,13,55,64,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",34,26
"26003","OgF5m",1367831,34,1,1.283,0,0,0,1,44,30,30,44,36,62,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",31,26
"26006","OgF5m",1370336,35,1,0.989,1,0,0,1,39,19,19,39,38,54,"ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",29,35
"26009","OgF5m",1373009,36,1,1.147,0,1,1,1,17,12,17,12,63,63,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",35,33
"26012","OgF5m",1375783,37,1,1.24,0,0,1,0,35,17,35,17,37,63,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",27,35
"26015","OgF5m",1378470,38,1,1.165,0,1,1,1,17,26,17,26,63,36,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",35,24
"26018","OgF5m",1380868,39,1,0.874,1,1,1,1,0,31,0,31,59,42,"abstral-official-cyOKLSgkgCE-unsplash.jpg","mathilda-khoo-vLR0YP_otCo-unsplash.jpg",32,24
"26021","OgF5m",1383189,40,1,0.8,1,1,1,1,46,23,46,23,58,41,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",30,33
"26024","OgF5m",1386083,41,1,1.367,0,1,1,1,45,22,45,22,61,58,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",30,34
"26027","OgF5m",1388724,42,1,1.108,1,1,1,1,21,47,21,47,64,55,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",28,27
"26030","OgF5m",1391456,43,1,1.214,0,1,0,0,12,9,9,12,39,63,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",32,33
"26033","OgF5m",1394492,44,1,1.507,0,0,0,1,44,22,22,44,58,62,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",34,26
"26036","OgF5m",1397088,45,1,1.056,1,0,0,1,39,47,47,39,55,54,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",27,35
"26039","OgF5m",1399691,46,1,1.069,0,0,0,1,45,26,26,45,36,61,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",24,30
"26042","OgF5m",1402623,47,1,1.403,0,0,0,1,44,12,12,44,63,62,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",33,26
"26045","OgF5m",1405261,48,1,1.122,1,1,1,1,32,31,32,31,65,42,"nathan-dumlao-ger61_TX6oI-unsplash.jpg","mathilda-khoo-vLR0YP_otCo-unsplash.jpg",25,24
"26048","OgF5m",1407529,49,1,0.739,1,0,0,1,32,23,23,32,41,65,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","nathan-dumlao-ger61_TX6oI-unsplash.jpg",33,25
"26051","OgF5m",1410290,50,1,1.231,0,1,1,1,36,12,36,12,60,63,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",28,33
"26054","OgF5m",1412966,51,1,1.155,0,0,0,1,33,35,35,33,37,41,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",27,25
"26057","OgF5m",1415329,52,1,0.835,0,1,1,1,33,26,33,26,41,36,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",25,24
"26060","OgF5m",1417753,53,1,0.9,1,1,1,1,13,23,13,23,64,41,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",26,33
"26063","OgF5m",1420377,54,1,1.108,1,0,0,1,46,47,47,46,55,58,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",27,30
"26066","OgF5m",1422612,55,1,0.712,1,0,0,1,21,18,18,21,54,64,"good-faces-xmSWVeGEnJw-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",31,28
"26069","OgF5m",1425136,56,1,0.999,0,1,1,1,44,35,44,35,62,37,"rikonavt-HQjfrvdTfak-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",26,27
"26072","OgF5m",1427517,57,1,0.849,0,1,0,0,48,9,9,48,39,62,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",32,29
"26075","OgF5m",1430016,58,1,0.968,1,1,1,1,13,18,13,18,64,54,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","good-faces-xmSWVeGEnJw-unsplash.jpg",26,31
"26078","OgF5m",1432271,59,1,0.734,1,1,1,1,32,18,32,18,65,54,"nathan-dumlao-ger61_TX6oI-unsplash.jpg","good-faces-xmSWVeGEnJw-unsplash.jpg",25,31
"26081","OgF5m",1435459,60,1,1.651,0,0,1,0,26,9,26,9,36,39,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",24,32
"26084","OgF5m",1437747,61,1,0.776,1,0,0,1,39,31,31,39,42,54,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",24,35
"26087","OgF5m",1440139,62,1,0.879,0,0,0,1,17,22,22,17,58,63,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",34,35
"26090","OgF5m",1442685,63,1,1.015,0,1,1,1,36,22,36,22,60,58,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",28,34
"26093","OgF5m",1445240,64,1,1.038,0,0,1,0,48,44,48,44,62,62,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",29,26
"26096","OgF5m",1447988,65,1,1.213,0,0,1,0,48,45,48,45,62,61,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",29,30
"26099","OgF5m",1451101,66,1,1.581,0,0,0,1,44,26,26,44,36,62,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","rikonavt-HQjfrvdTfak-unsplash.jpg",24,26
"26102","OgF5m",1453661,67,1,1.042,0,1,1,1,36,26,36,26,60,36,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",28,24
"26105","OgF5m",1456464,68,1,1.269,0,1,1,1,33,22,33,22,41,58,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",25,34
"26108","OgF5m",1459204,69,1,1.198,1,0,0,1,0,19,19,0,38,59,"ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",29,32
"26111","OgF5m",1461596,70,1,0.854,0,0,0,1,17,30,30,17,36,63,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",31,35
"26114","OgF5m",1464198,71,1,1.094,1,0,0,1,21,37,37,21,55,64,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",34,28
"26118","OgF5m",1469264,72,2,1.163,1,1,1,1,39,37,39,37,54,55,"philip-martin-5aGUyCW_PJw-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",35,34
"26121","OgF5m",1472203,73,2,1.401,0,1,0,0,26,9,9,26,39,36,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",32,24
"26124","OgF5m",1474549,74,2,0.816,0,1,1,1,36,22,36,22,60,58,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",28,34
"26127","OgF5m",1476790,75,2,0.712,1,1,1,1,21,19,21,19,64,38,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",28,29
"26130","OgF5m",1479110,76,2,0.792,0,0,0,1,36,30,30,36,36,60,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","ospan-ali-mGdA2fzjWLo-unsplash.jpg",31,28
"26133","OgF5m",1481569,77,2,0.924,0,1,1,1,17,12,17,12,63,63,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",35,33
